,district,incumbent,party,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,dem_08,rep_08,tot_08,dem_pct_08,rep_pct_08,2p_tot_12,dem_2p_12,rep_2p_12,2p_tot_08,dem_2p_08,rep_2p_08,lean_08,lean_12
19,AZ-07,"Gallego, Ruben",(D),101028,37353,140907,71.7,26.5,85991,45289,132868,64.7,34.1,138381,73.0071324820604,26.9928675179396,131280,65.5019804996953,34.49801950030469,11.813132987551725,21.043270230050638
20,AZ-08,"Franks, Trent",(R),107335,179555,291126,36.9,61.7,110610,174516,288189,38.4,60.6,286890,37.41329429398027,62.58670570601973,285126,38.79337556027861,61.20662443972139,-14.89547195186497,-14.55056795802949
21,AZ-09,"Sinema, Kyrsten",(D),135244,123263,264563,51.1,46.6,140546,129894,274042,51.3,47.4,258507,52.317345371692056,47.68265462830794,270440,51.96938322733323,48.03061677266677,-1.7194642848103499,0.35348311968229496
22,CA-01,"LaMalfa, Doug",(R),122379,171902,303928,40.3,56.6,139534,177208,316755,,,294281,41.58576326708146,58.41423673291853,316742,44.05288847074275,55.947111529257256,-9.635959041400831,-10.3780989849283
23,CA-02,"Huffman, Jared",(D),230212,89908,333442,69.0,27.0,255491,91129,346621,,,320120,71.91428214419592,28.08571785580407,346620,73.70924932202412,26.290750677975883,20.02040180988054,19.95041989218616
24,CA-03,"Garamendi, John",(D),131237,104145,241687,54.3,43.1,139674,109154,248827,,,235382,55.75490054464658,44.245099455353426,248828,56.13275033356375,43.86724966643625,2.443902821420167,3.79103829263682
25,CA-04,"McClintock, Tom",(R),133473,195386,337634,39.5,57.9,149990,187497,337472,,,328859,40.586695209801164,59.413304790198836,337487,44.443193367448224,55.55680663255177,-9.245654144695358,-11.377167042208598
26,CA-05,"Thompson, Mike",(D),199924,78703,286658,69.7,27.5,215830,81919,297741,,,278627,71.75327588496448,28.246724115035516,297749,72.48722917625247,27.512770823747516,18.798381664108888,19.78941363295472
27,CA-06,"Matsui, Doris",(D),156141,63862,225831,69.1,28.3,162932,70736,233674,,,220003,70.97221401526342,29.02778598473657,233668,69.72799013985654,30.272009860143452,16.039142627712963,19.008351763253657
28,CA-07,"Bera, Ami",(D),145147,133888,285997,50.8,46.8,152694,136709,289398,,,279035,52.01748884548534,47.98251115451467,289403,52.76171981631151,47.23828018368849,-0.9271276958320698,0.05362659347557752
29,CA-08,"Cook, Paul",(R),88579,118278,212633,41.7,55.6,93613,121523,215140,,,206857,42.821369351774415,57.17863064822558,215136,43.51340547374684,56.486594526253164,-10.175442038396739,-9.142492900235347
30,CA-09,"McNerney, Jerry",(D),127418,88403,220312,57.8,40.1,125120,90654,215779,,,215821,59.03874043767752,40.96125956232248,215774,57.9865970876936,42.0134029123064,4.2977495755500215,7.074878185667757
31,CA-10,"Denham, Jeff",(R),108923,101160,215113,50.6,47.0,111168,105006,216167,,,210083,51.84760309020721,48.15239690979279,216174,51.42524077826196,48.57475922173805,-2.2636067338816233,-0.11625916180255302
32,CA-11,"DeSaulnier, Mark",(D),203699,90226,301134,67.6,30.0,216315,89194,305517,,,293925,69.30305350004254,30.696946499957473,305509,70.80478807498307,29.195211925016938,17.115940562839484,17.339191248032776
33,CA-12,"Pelosi, Nancy",(D),269461,40003,320387,84.1,12.5,288042,43931,331972,,,309464,87.07345604012097,12.926543959879016,331973,86.76669488181268,13.233305118187321,33.0778473696691,35.10959378811121
34,CA-13,"Lee, Barbara",(D),268093,27474,306314,87.5,9.0,281159,32201,313363,,,295567,90.70464564717983,9.295354352820173,313360,89.7239596630074,10.276040336992596,36.035112150863824,38.74078339517007
35,CA-14,"Speier, Jackie",(D),200343,63589,269882,74.2,23.6,199481,66655,266142,,,263932,75.90705181637695,24.092948183623054,266136,74.95453452370216,25.045465476297835,21.265687011558583,23.943189564367188
36,CA-15,"Swalwell, Eric",(D),177243,77748,260611,68.0,29.8,182271,82329,264599,,,254991,69.50951210042707,30.490487899572926,264600,68.88548752834467,31.11451247165533,15.196640016201087,17.545649848417312
37,CA-16,Jim Costa,(D),88973,59808,151953,58.6,39.4,87994,60031,148029,,,148781,59.80131871677163,40.198681283228375,148025,59.44536395879074,40.55463604120926,5.7565164466471614,7.837456464761871
38,CA-17,"Honda, Mike",(D),163862,58193,227806,71.9,25.5,166561,67187,233751,,,222055,73.7934295557407,26.206570444259302,233748,71.2566524633366,28.743347536663418,17.56780495119301,21.82956730373094
39,CA-18,"Eshoo, Anna",(D),218082,92457,319615,68.2,28.9,231574,90993,322558,,,310539,70.22692801870296,29.773071981297033,322567,71.79097675831689,28.209023241683123,18.102129246173305,18.263065766693202
40,CA-19,"Lofgren, Zoe",(D),165530,61643,232442,71.2,26.5,159022,68388,227412,,,227173,72.86517323801685,27.13482676198316,227410,69.92744382393035,30.072556176069654,16.238596311786765,20.90131098600709
41,CA-20,"Farr, Sam",(D),168956,62427,238341,70.9,26.2,175228,63497,238720,,,231383,73.02005765332802,26.97994234667197,238725,73.40161273431774,26.598387265682273,19.712765222174156,21.056195401318263
42,CA-21,"Valadao, David",(R),65146,51917,119232,54.6,43.5,66497,57458,123957,,,117063,55.65037629310713,44.34962370689287,123955,53.64608123915937,46.35391876084063,-0.04276627298420976,3.686514041097368
43,CA-22,"Nunes, Devin",(R),92005,125213,221278,41.6,56.6,95906,122884,218799,,,217218,42.3560662560193,57.6439337439807,218790,43.834727364139134,56.16527263586087,-9.854120148004448,-9.607795995990465
44,CA-23,"McCarthy, Kevin",(R),82119,139816,227297,36.1,61.5,85838,143457,229286,,,221935,37.00137427625206,62.99862572374795,229295,37.435617872173395,62.564382127826605,-16.253229639970186,-14.962487975757703
45,CA-24,"Capps, Lois",(D),158119,126049,292406,54.1,43.1,175517,127931,303447,,,284168,55.6427887728386,44.3572112271614,303448,57.84088212807467,42.15911787192534,4.152034615931086,3.6789265208288384
46,CA-25,"Knight, Steve",(R),120701,125258,252249,47.8,49.7,122912,119189,242096,,,245959,49.073626092153575,50.92637390784643,242101,50.76889397400258,49.23110602599741,-2.9199535381410016,-2.8902361598561868
47,CA-26,"Brownley, Julia",(D),147753,119677,273647,54.0,43.7,160847,117779,278630,,,267430,55.24922409602513,44.75077590397487,278626,57.72863982542907,42.27136017457093,4.0397923132854885,3.2853618440153696
48,CA-27,"Chu, Judy",(D),161528,90278,257970,62.6,35.0,165358,96636,261989,,,251806,64.14779631938873,35.85220368061127,261994,63.11518584395063,36.88481415604937,9.426338331807045,12.18393406737897
49,CA-28,"Schiff, Adam",(D),187441,70757,266628,70.3,26.5,191735,74156,265890,,,258198,72.59583730315494,27.40416269684506,265891,72.11037605635391,27.88962394364608,18.421528544210332,20.631975051145176
50,CA-29,"Cardenas, Tony",(D),129323,34454,167889,77.0,20.5,109870,34755,144624,,,163777,78.96285803256868,21.037141967431324,144625,75.96888504753674,24.031114952463266,22.280037535393163,26.998995780558914
51,CA-30,"Sherman, Brad",(D),186301,91680,285226,65.3,32.1,181666,88041,269706,,,277981,67.01932865915296,32.98067134084703,269707,67.35679830334401,32.643201696656,13.667950791200425,15.0554664071432
52,CA-31,"Aguilar, Pete",(D),118043,83822,206242,57.2,40.6,121021,87728,208740,,,201865,58.47620934783148,41.52379065216853,208749,57.9744094582489,42.02559054175109,4.285561946105318,6.512347095821717
53,CA-32,"Napolitano, Grace",(D),133061,66269,204169,65.2,32.5,133497,74167,207672,,,199330,66.75412632318266,33.24587367681734,207664,64.28509515370983,35.71490484629016,10.59624764156625,14.7902640711729
54,CA-33,"Lieu, Ted",(D),210010,127421,346504,60.6,36.8,229560,120682,350244,,,337431,62.23790937999176,37.76209062000824,350242,65.54325295081686,34.456747049183136,11.854405438673282,10.274047127982001
55,CA-34,"Becerra, Xavier",(D),127510,21739,153699,83.0,14.1,108250,27673,135925,,,149249,85.43440827074218,14.565591729257818,135923,79.64067891379678,20.35932108620322,25.951831401653195,33.47054601873242
56,CA-35,"Torres, Norma",(D),108983,49433,161732,67.4,30.6,106540,53842,160388,,,158416,68.79544995455005,31.204550045449952,160382,66.42890099886522,33.57109900113479,12.740053486721635,16.83158770254029
57,CA-36,"Ruiz, Raul",(D),107914,101156,212939,50.7,47.5,106662,99221,205882,,,209070,51.61620509877075,48.38379490122925,205883,51.80709432056071,48.19290567943929,-1.8817531915828738,-0.3476571532390125
58,CA-37,"Bass, Karen",(D),222329,33307,261858,84.9,12.7,220920,34900,255818,,,255636,86.97092741241453,13.029072587585471,255820,86.35759518411383,13.64240481588617,32.66874767197025,35.007065160404764
59,CA-38,"Sanchez, Linda",(D),149141,75780,229875,64.9,33.0,149451,84931,234381,,,224921,66.30817042428231,33.6918295757177,234382,63.76385558617983,36.23614441382018,10.075008074036248,14.344308172272548
60,CA-39,"Royce, Ed",(R),124108,133742,263530,47.1,50.8,130038,136203,266240,,,257850,48.1318596082994,51.8681403917006,266241,48.842214384711596,51.15778561528841,-4.846633127431986,-3.8320026437103607
61,CA-40,"Roybal-Allard, Lucille",(D),115637,23446,141918,81.5,16.5,104532,26940,131473,,,139083,83.14244012568035,16.857559874319648,131472,79.50894487039065,20.491055129609347,25.820097358247068,31.17857787367059
62,CA-41,"Takano, Mark",(D),114040,67314,185429,61.5,36.3,106168,69033,175184,,,181354,62.882539122379434,37.117460877620566,175201,60.597827637970106,39.402172362029894,6.908980125826524,10.918676870369673
63,CA-42,"Calvert, Ken",(R),96212,131438,232520,41.4,56.5,95868,116396,212287,,,227650,42.263123215462336,57.73687678453767,212264,45.164512116986394,54.8354878830136,-8.524335395157188,-9.700739036547425
64,CA-43,"Waters, Maxine",(D),173342,44485,222219,78.0,20.0,167919,49935,217853,,,217827,79.57783011288775,20.422169887112247,217854,77.07868572530226,22.921314274697732,23.389838213158683,27.61396786087799
65,CA-44,"Hahn, Janice",(D),155459,24995,183586,84.7,13.6,139744,27930,167671,,,180454,86.14882463120796,13.851175368792045,167674,83.3426768610518,16.657323138948197,29.653829348908218,34.1849623791982
66,CA-45,"Walters, Mimi",(R),133114,169489,309399,43.0,54.8,147400,161933,309327,,,302603,43.989649805190304,56.010350194809696,309333,47.65091341693256,52.34908658306744,-6.037934095211021,-7.9742124468194575
67,CA-46,"Sanchez, Loretta",(D),95479,56252,155493,61.4,36.2,91533,61164,152692,,,151731,62.9264949153436,37.0735050846564,152697,59.94420322599658,40.05579677400342,6.255355713853,10.962632663333842
68,CA-47,"Lowenthal, Alan",(D),147456,92010,245624,60.0,37.5,145900,99061,244971,,,239466,61.57700884467941,38.42299115532059,244961,59.56050146758055,40.43949853241945,5.871653955436969,9.61314659266965
69,CA-48,"Rohrabacher, Dana",(R),133103,169249,309496,43.0,54.7,147986,163308,311299,,,302352,44.02253003122188,55.97746996877812,311294,47.538982441036445,52.461017558963555,-6.149865071107136,-7.941332220787878
70,CA-49,"Issa, Darrell",(R),134447,153856,294468,45.7,52.2,146748,142719,289469,,,288303,46.63392333759968,53.36607666240032,289467,50.695934251572716,49.304065748427284,-2.992913260570866,-5.329938914410079
71,CA-50,"Hunter, Duncan",(R),102649,165104,273289,37.6,60.4,108562,160217,268770,,,267753,38.337198836240866,61.66280116375914,268779,40.390804341112954,59.60919565888704,-13.298043171030628,-13.626663415768896
72,CA-51,"Vargas, Juan",(D),115610,48108,166684,69.4,28.9,110682,54253,164941,,,163718,70.61532635385235,29.384673646147647,164935,67.10643586867555,32.89356413132446,13.417588356531965,18.651464101842592
73,CA-52,"Peters, Scott",(D),163911,143726,314748,52.1,45.7,183064,143490,326552,,,307637,53.28065219723245,46.719347802767544,326554,56.059334750148516,43.94066524985148,2.3704872380049338,1.3167899452226877
74,CA-53,"Davis, Susan",(D),174616,103513,284333,61.4,36.4,180202,108290,288489,,,278129,62.78237796130573,37.21762203869427,288492,62.46343052840287,37.53656947159713,8.774583016259285,10.818515709295966
75,CO-01,"DeGette, Diana",(D),254400,106334,368798,69.0,28.8,238267,92818,336293,70.9,27.6,360734,70.52287835357909,29.477121646420905,331085,71.96550734705589,28.03449265294411,18.27665983491231,18.559016101569327
76,CO-02,"Polis, Jared",(D),255209,174095,440652,57.9,39.5,255063,154884,416822,61.2,37.2,429304,59.44715166874756,40.55284833125244,409947,62.21853068811334,37.78146931188665,8.529683175969758,7.483289416737797
77,CO-03,"Tipton, Scott",(R),163886,185459,358045,45.8,51.8,166259,171205,343167,48.4,49.9,349345,46.912364567977214,53.087635432022786,337464,49.267181091909066,50.732818908090934,-4.421666420234516,-5.051497684032547
78,CO-04,"Buck, Ken",(R),140404,209415,357971,39.2,58.5,138609,186271,330465,41.9,56.4,349819,40.13618471266569,59.86381528733431,324880,42.664676188131004,57.335323811868996,-11.024171324012578,-11.827677539344073
79,CO-05,"Lamborn, Doug",(R),129903,200491,339143,38.3,59.1,127252,188389,320557,39.7,58.8,330394,39.317602619902296,60.6823973800977,315641,40.31542163407162,59.684578365928374,-13.373425878071963,-12.646259632107466
80,CO-06,"Coffman, Mike",(R),183024,165070,354989,51.6,46.5,175007,146589,326232,53.6,44.9,348094,52.578901101426624,47.42109889857337,321596,54.41827634672073,45.58172365327927,0.7294288345771491,0.6150388494168624
81,CO-07,"Perlmutter, Ed",(D),196276,144379,349920,56.1,41.3,187678,133184,327142,57.4,40.7,340655,57.61723738092792,42.38276261907208,320862,58.49181267959435,41.50818732040566,4.802965167450765,5.653375128918157
82,CT-01,"Larson, John",(D),200960,112982,317496,63.3,35.6,220181,110296,334807,65.8,32.9,313942,64.01182384007237,35.98817615992763,330477,66.62521143680196,33.374788563198045,12.93636392465838,12.047961588062606
83,CT-02,"Courtney, Joe",(D),177544,135235,317687,55.9,42.6,199414,136155,340366,58.6,40.0,312779,56.76340163502025,43.23659836497974,335569,59.425632284269405,40.574367715730595,5.736784772125823,4.79953938301049
84,CT-03,"DeLauro, Rosa",(D),191296,110912,305600,62.6,36.3,203090,117258,324233,62.6,36.2,302208,63.29944938585346,36.70055061414655,320348,63.39668110929364,36.603318890706355,9.707833597150056,11.335587133843696
85,CT-04,"Himes, Jim",(D),170884,136600,310284,55.1,44.0,192941,128653,323755,59.6,39.7,307484,55.57492422369944,44.42507577630055,321594,59.995211353445654,40.00478864655435,6.306363841302073,3.6110619716896792
86,CT-05,"Esty, Elizabeth",(D),164621,139347,307553,53.5,45.3,182147,137066,323202,56.4,42.4,303968,54.15734551005369,45.84265448994631,319213,57.06127256722001,42.93872743277999,3.3724250550764268,2.1934832580439263
87,DE-AL,"Carney, John",(D),242584,165484,413890,58.6,40.0,255459,152374,412412,61.9,36.9,408068,59.44695491927816,40.55304508072184,407833,62.63813864988855,37.36186135011144,8.949291137744972,7.4830926672684015
88,FL-01,"Miller, Jeff",(R),106814,242972,353882,30.2,68.7,114934,240062,359439,32.0,66.8,349786,30.536956882207978,69.46304311779203,354996,32.376139449458584,67.62386055054141,-21.312708062684997,-21.426905369801784
89,FL-02,"Graham, Gwen",(D),158751,178780,341283,46.5,52.4,162376,179544,345724,47.0,51.9,337531,47.033013263966865,52.96698673603314,341920,47.48947122133833,52.51052877866168,-6.1993762908052545,-4.9308489880428965
90,FL-03,"Yoho, Ted",(R),122708,202003,328512,37.4,61.5,131054,196377,331924,39.5,59.2,324711,37.7899116445085,62.2100883554915,327431,40.024921281124875,59.97507871887512,-13.663926231018706,-14.173950607501261
91,FL-04,"Crenshaw, Ander",(R),123938,222443,349660,35.4,63.6,126926,217160,347461,36.5,62.5,346381,35.78083093472217,64.21916906527782,344086,36.88787105549194,63.11212894450806,-16.80097645665164,-16.183031317287593
92,FL-05,"Brown, Corrine",(D),196608,77414,276025,71.2,28.0,200601,81903,284654,70.5,28.8,274022,71.74898365824643,28.251016341753584,282504,71.008198114009,28.99180188599099,17.319350601865423,19.78512140623667
93,FL-06,"DeSantis, Ron",(R),149955,209150,362481,41.4,57.7,164545,193615,362480,45.4,53.4,359105,41.75798164882137,58.24201835117863,358160,45.94175787357606,54.05824212642395,-7.747089638567523,-10.20588060318839
94,FL-07,"Mica, John",(R),156382,172042,332061,47.1,51.8,163106,165848,332170,49.1,49.9,328424,47.61588678050325,52.384113219496754,328954,49.58322440219605,50.416775597803955,-4.10562310994753,-4.347975471506508
95,FL-08,"Posey, Bill",(R),153138,206074,363051,42.2,56.8,160787,201287,366753,43.8,54.9,359212,42.631649276750224,57.36835072324978,362074,44.40722062340847,55.59277937659153,-9.281626888735111,-9.332212975259537
96,FL-09,"Grayson, Alan",(D),170093,102173,274613,61.9,37.2,157249,102036,261405,60.2,39.0,272266,62.473096163310885,37.526903836689115,259285,60.64716431725707,39.35283568274293,6.9583168051134905,10.509233911301123
97,FL-10,"Webster, Dan",(R),149532,174484,327037,45.7,53.4,149038,164233,315942,47.2,52.0,324016,46.14957286059948,53.85042713940052,313271,47.574783494163206,52.4252165058368,-6.114064017980375,-5.814289391410284
98,FL-11,"Nugent, Rich",(R),143380,209720,356382,40.2,58.8,151906,196790,353215,43.0,55.7,353100,40.60606060606061,59.3939393939394,348696,43.56402138252231,56.43597861747769,-10.124826129621269,-11.357801645949152
99,FL-12,"Bilirakis, Gus",(R),153386,185157,342626,44.8,54.0,159963,178700,343118,46.6,52.1,338543,45.30768617280523,54.69231382719477,338663,47.23368067961366,52.766319320386344,-6.455166832529919,-6.656176079204535
100,FL-13,"Jolly, David",(R),171102,166087,341397,50.1,48.6,176429,163342,345146,51.1,47.3,337189,50.74364822102737,49.25635177897262,339771,51.925855944150626,48.07414405584938,-1.7629915679929553,-1.2202140309823903
101,FL-14,"Castor, Kathy",(D),191255,99834,293992,65.1,34.0,183249,95695,281789,65.0,34.0,291089,65.70327288217693,34.296727117823075,278944,65.69383101984629,34.30616898015372,12.004983507702704,13.739410630167171
102,FL-15,"Ross, Dennis",(R),138145,161622,303053,45.6,53.3,137852,158983,300279,45.9,52.9,299767,46.08412533734534,53.91587466265466,296835,46.44061515656846,53.55938484343154,-7.248232355575119,-5.87973691466442
103,FL-16,"Buchanan, Vern",(R),161079,194525,358795,44.9,54.2,171359,180935,356383,48.1,50.8,355604,45.29729699328466,54.70270300671534,352294,48.640907878079105,51.35909212192089,-5.047939634064477,-6.6665652587251
104,FL-17,"Rooney, Tom",(R),122440,172038,297209,41.2,57.9,127254,164927,296000,43.0,55.7,294478,41.57865782842861,58.42134217157139,292181,43.55314000568141,56.44685999431859,-10.135707506462168,-10.38520442358115
105,FL-18,"Murphy, Patrick",(D),163067,177320,342845,47.6,51.7,172943,162776,338787,51.0,48.0,340387,47.9063536504038,52.09364634959619,335719,51.5142127791397,48.4857872208603,-2.1746347330038844,-4.05750860160596
106,FL-19,"Clawson, Curt",(R),124296,194306,320681,38.8,60.6,135937,182403,321165,42.3,56.8,318602,39.01293777189095,60.98706222810905,318340,42.70182823396368,57.29817176603631,-10.9870192781799,-12.950924480118815
107,FL-20,"Hastings, Alcee",(D),216641,44526,262252,82.6,17.0,204791,48508,254703,80.4,19.0,261167,82.95113854353727,17.048861456462724,253299,80.8495098677847,19.150490132215285,27.160662355641122,30.987276291527508
108,FL-21,"Deutch, Ted",(D),196227,125822,323843,60.6,38.9,203177,114765,319953,63.5,35.9,322049,60.93079003505678,39.06920996494323,317942,63.90379377370715,36.09620622629285,10.214946261563568,8.96692778304702
109,FL-22,"Frankel, Lois",(D),178229,147262,327763,54.4,44.9,183173,137458,323214,56.7,42.5,325491,54.756967166526884,45.24303283347312,320631,57.12891142777835,42.87108857222165,3.4400639156347665,2.793104914517123
110,FL-23,"Wasserman Schultz, Debbie",(D),176266,108696,286662,61.5,37.9,173355,105237,280666,61.8,37.5,284962,61.85596676048034,38.14403323951965,278592,62.225404893177114,37.77459510682288,8.536557381033532,9.892104508470581
111,FL-24,"Wilson, Frederica",(D),227960,31710,260481,87.5,12.2,215801,33737,250473,86.2,13.5,259670,87.78834674779527,12.211653252204721,249538,86.48021543812966,13.519784561870338,32.79136792598608,35.82448449578551
112,FL-25,"Diaz-Balart, Mario",(R),115565,120524,237269,48.7,50.8,104168,123297,228771,45.5,53.9,236089,48.949760471686524,51.050239528313476,227465,45.79517728002111,54.20482271997889,-7.893670232122474,-3.0141017803232373
113,FL-26,"Curbelo, Carlos",(R),141449,123521,266473,53.1,46.4,130750,131802,264189,49.5,49.9,264970,53.38302449333887,46.61697550666113,262552,49.799658734269784,50.200341265730216,-3.889188777873798,1.4191622413291114
114,FL-27,"Ros-Lehtinen, Ileana",(R),129350,113241,243809,53.1,46.4,116754,122474,240628,48.5,50.9,242591,53.320197369234634,46.67980263076536,239228,48.80448776899025,51.195512231009744,-4.8843597431533325,1.356335117224873
115,GA-01,"Carter, Buddy",(R),111949,145460,260148,43.0,55.9,116029,143603,261140,44.4,55.0,257409,43.49070933805733,56.50929066194267,259632,44.68979170518272,55.31020829481727,-8.999055806960861,-8.473152913952433
116,GA-02,"Bishop, Sanford",(D),153998,107242,262837,58.6,40.8,155809,112005,269039,57.9,41.6,261240,58.94885928647986,41.051140713520134,267814,58.17806388015563,41.82193611984437,4.489216368012045,6.984997034470098
117,GA-03,"Westmoreland, Lynn",(R),97746,195071,296218,33.0,65.9,100498,193264,296017,34.0,65.3,292817,33.38125860178883,66.61874139821117,293762,34.21068756340166,65.78931243659834,-19.47815994874192,-18.582603650220932
118,GA-04,"Johnson, Hank",(D),218499,75951,296933,73.6,25.6,225977,81136,308702,73.2,26.3,294450,74.20580743759551,25.794192562404483,307113,73.58105974022591,26.418940259774086,19.89221222808233,22.24194518558575
119,GA-05,"Lewis, John",(D),241217,45887,290359,83.1,15.8,262388,46724,311008,84.4,15.0,287104,84.01728990191708,15.982710098082926,309112,84.8844431791713,15.115556820828695,31.195595667027717,32.05342764990732
120,GA-06,"Price, Tom",(R),115017,186807,307096,37.5,60.8,120560,177477,300950,40.1,59.0,301824,38.10730756997455,61.89269243002544,298037,40.451353355455865,59.548646644544135,-13.237494156687717,-13.85655468203521
121,GA-07,"Woodall, Rob",(R),101065,158854,263742,38.3,60.2,99165,152310,253576,39.1,60.1,259919,38.88326747948399,61.116732520516,251475,39.43334327467939,60.56665672532061,-14.255504237464194,-13.080594772525771
122,GA-08,"Scott, Austin",(R),99677,163908,265963,37.5,61.6,100004,162850,264482,37.8,61.6,263585,37.81588481893886,62.18411518106114,262854,38.04545489130848,61.95454510869152,-15.643392620835101,-14.1479774330709
123,GA-09,"Collins, Doug",(R),54388,207498,265551,20.5,78.1,64381,198004,265060,24.3,74.7,261886,20.767815003474794,79.2321849965252,262385,24.53684471292185,75.46315528707814,-29.15200279922173,-31.196047248534967
124,GA-10,"Hice, Jodi",(R),107039,184160,294851,36.3,62.5,113346,176532,292252,38.8,60.4,291199,36.75802458112837,63.24197541887163,289878,39.101277088982265,60.898722911017735,-14.587570423161317,-15.205837670881394
125,GA-11,"Loudermilk, Barry",(R),94447,201014,300276,31.5,66.9,102718,190544,296160,34.7,64.3,295461,31.965978589390815,68.03402141060918,293262,35.02601769066568,64.9739823093343,-18.6628298214779,-19.997883662618946
126,GA-12,"Allen, Rick",(R),117085,148688,268283,43.6,55.4,116658,147742,265819,43.9,55.6,265773,44.05451268563774,55.94548731436225,264400,44.12178517397882,55.87821482602118,-9.56706233816476,-7.909349566372022
127,GA-13,"Scott, David",(D),202794,87785,292880,69.2,30.0,199839,96244,297602,67.1,32.3,290579,69.78962691729271,30.210373082707285,296083,67.49424992316344,32.50575007683656,13.805402411019855,17.825764665282946
128,GA-14,"Graves, Tom",(R),58906,170364,232702,25.3,73.2,66752,170324,239806,27.8,71.0,229270,25.692851223448336,74.30714877655167,237076,28.15637179638597,71.84362820361403,-25.532475715757613,-26.271011028561425
