,district,incumbent,party,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,dem_08,rep_08,tot_08,dem_pct_08,rep_pct_08,2p_tot_16,dem_2p_16,rep_2p_16,2p_tot_12,dem_2p_12,rep_2p_12,2p_tot_08,dem_2p_08,rep_2p_08,lean_08,lean_12
90,FL-03,"Yoho, Ted",(R),141362,197478,"351,688",40.2%,56.2%,137649,186258,323907,,,147210,182117,332479,,,338840,41.71939558493684,58.28060441506315,323907,42.496457316451945,57.50354268354806,329327,44.70025233278778,55.29974766721223,-8.988595179355805,-9.467404935557816
91,FL-04,"Rutherford, John",(R),143675,261826,"421,618",34.1%,62.1%,123377,248340,371717,,,124889,232404,359883,,,405501,35.43147859068165,64.56852140931835,371717,33.19111044154558,66.80888955845442,357293,34.95422524370754,65.04577475629245,-18.73462226843604,-18.77275181046418
92,FL-05,"Lawson, Al",(D),191194,111892,"312,071",61.3%,35.9%,199964,110989,310953,,,204539,115468,321904,,,303086,63.08242545020225,36.91757454979775,310953,64.30682450402473,35.693175495975275,320007,63.91703931476499,36.08296068523501,10.22819180262141,12.34296225201497
93,FL-06,,(R),151453,215941,"379,804",39.9%,56.9%,158711,178245,336956,,,174083,169142,346168,,,367394,41.223591022172386,58.77640897782762,336956,47.1014019634611,52.89859803653889,343225,50.719790225071016,49.280209774928984,-2.969057287072566,-4.862460288548661
94,FL-07,"Murphy, Stephanie",(D),186658,160178,"363,186",51.4%,44.1%,164738,164364,329102,,,169434,159082,330985,,,346836,53.81736613269672,46.18263386730328,329102,50.05682128944826,49.94317871055174,328516,51.575570139658346,48.424429860341654,-2.1132773724852356,-1.9070409625615028
95,FL-08,"Posey, Bill",(R),151412,234648,"401,911",37.7%,58.4%,153020,205877,358897,,,160138,200862,364396,,,386060,39.21981039216702,60.78018960783298,358897,42.636188098535236,57.363811901464764,361000,44.3595567867036,55.6404432132964,-9.329290725439982,-9.327674153474526
96,FL-09,"Soto, Darren",(D),195368,149352,"356,530",54.8%,41.9%,153222,115093,268315,,,148946,121203,272007,,,344720,56.674402413553025,43.325597586446975,268315,57.10526806179305,42.89473193820696,270149,55.134758966348194,44.8652410336518,1.4459114542046123,5.141405809783286
97,FL-10,"Demings, Val",(D),194934,110062,"315,611",61.8%,34.9%,165230,103617,268847,,,163284,103019,267783,,,304996,63.91362509672258,36.08637490327742,268847,61.4587479123814,38.54125208761861,266303,61.31511849284461,38.68488150715538,7.62627098070103,9.494885660371637
98,FL-11,"Webster, Dan",(R),133448,266256,"410,998",32.5%,64.8%,146428,217453,363881,,,154893,203598,362118,,,399704,33.386706162560294,66.6132938374397,363881,40.240628117434,59.759371882566,358491,43.206942433701265,56.793057566298735,-10.481905078442317,-11.723234134575762
99,FL-12,"Bilirakis, Gus",(R),147759,218487,"380,357",38.8%,57.4%,156978,182945,339923,,,164289,177266,345163,,,366246,40.344194885404896,59.655805114595104,339923,46.180458515605004,53.819541484394996,341555,48.10030595365314,51.89969404634686,-5.588541558490441,-5.7834037364047575
100,FL-13,"Crist, Charlie",(D),178892,167348,"360,760",49.6%,46.4%,182971,147065,330036,,,188696,146603,338995,,,346240,51.667051756007396,48.332948243992604,330036,55.43970960743676,44.56029039256323,335299,56.276934914807384,43.72306508519262,2.5880874026638025,3.4758473554269997
101,FL-14,"Castor, Kathy",(D),188870,128797,"330,433",57.2%,39.0%,178047,127006,305053,,,171187,121046,294474,,,317667,59.45534159985142,40.54465840014858,305053,58.36592329857435,41.634076701425656,292233,58.57894214547981,41.42105785452019,4.890094633336226,6.40206104656459
102,FL-15,"Ross, Dennis",(R),144225,177635,"334,518",43.1%,53.1%,143468,163966,307434,,,136157,151614,290138,,,321860,44.80985521655378,55.190144783446215,307434,46.66627633898658,53.33372366101342,287771,47.31435759683915,52.68564240316085,-6.37448991530443,-5.297585913023184
103,FL-16,"Buchanan, Vern",(R),170442,213271,"396,807",43.0%,53.7%,155827,185382,341209,,,160570,172499,335797,,,383713,44.41913617729918,55.58086382270082,341209,45.66907672423646,54.33092327576353,333069,48.20922991932603,51.79077008067397,-5.479617592817554,-6.2947855277733
104,FL-17,"Rooney, Tom",(R),123919,220156,"353,861",35.0%,62.2%,127960,178932,306892,,,138899,173402,315335,,,344075,36.01511298408777,63.98488701591223,306892,41.69544986509912,58.30455013490088,312301,44.47600231827628,55.52399768172373,-9.212845193867302,-10.26841238691064
105,FL-18,"Mast, Brian",(R),168558,203771,"382,474",44.1%,53.3%,163274,175617,338891,,,172152,161158,335738,,,372329,45.27125203784825,54.72874796215176,338891,48.17891298382075,51.82108701617925,333310,51.649215445081154,48.350784554918846,-2.0396320670624277,-3.78494926818901
106,FL-19,"Rooney, Francis",(R),143001,227097,"381,158",37.5%,59.6%,124513,197050,321563,,,135312,181609,319110,,,370098,38.638684888867274,61.36131511113273,321563,38.721183718276045,61.278816281723955,316921,42.69581378324567,57.30418621675434,-10.993033728897913,-13.242678533733717
107,FL-20,"Hastings, Alcee",(D),231596,52251,"288,811",80.2%,18.1%,219688,45988,265676,,,205255,47247,253426,,,283847,81.59184349314947,18.40815650685052,265676,82.69019407097366,17.309805929026332,252502,81.28846504186106,18.711534958138945,27.599617529717477,30.7263318189639
108,FL-21,"Frankel, Lois",(D),206239,137490,"351,661",58.6%,39.1%,191934,123286,315220,,,199404,112829,313891,,,343729,60.000465482982236,39.999534517017764,315220,60.88890298838906,39.11109701161094,312233,63.863845269398176,36.136154730601824,10.174997757254594,8.925040736379302
109,FL-22,"Deutch, Ted",(D),202355,146228,"356,482",56.8%,41.0%,182553,139743,322296,,,185583,130719,318023,,,348583,58.05073684029342,41.94926315970658,322296,56.64141038051977,43.358589619480234,316302,58.672724168674236,41.327275831325764,4.983876656530654,4.677548128510011
110,FL-23,"Wasserman Schultz, Debbie",(D),209079,120967,"337,782",61.9%,35.8%,186021,114317,300338,,,184843,111431,297812,,,330046,63.34844233834072,36.65155766165928,300338,61.93721740172739,38.06278259827261,296274,62.389207287848414,37.61079271215159,8.700359775704833,9.973355149717626
111,FL-24,"Wilson, Frederica",(D),219783,40817,"265,174",82.9%,15.4%,215022,34507,249529,,,209842,38472,249040,,,260600,84.33729854182656,15.662701458173444,249529,86.17114643989275,13.828853560107243,248314,84.50671327432204,15.49328672567797,30.817865762178457,34.20728418788299
112,FL-25,"Diaz-Balart, Mario",(R),126668,131319,"264,353",47.9%,49.7%,98116,117181,215297,,,87744,129129,217863,,,257987,49.098597991371655,50.90140200862834,215297,45.57239534224815,54.42760465775185,216873,40.4587016364416,59.54129836355839,-13.230145875701979,-6.391466909761611
113,FL-26,"Curbelo, Carlos",(R),164252,117205,"289,225",56.8%,40.5%,136601,108130,244731,,,126494,117305,244959,,,281457,58.35775979989839,41.64224020010162,244731,55.816794766498724,44.18320523350127,243799,51.88454423521015,48.11545576478985,-1.8043032769334317,3.8529325144889626
114,FL-27,"Ros-Lehtinen, Ileana",(R),174132,115814,"297,564",58.5%,38.9%,144535,126283,270818,,,133902,131999,267089,,,289946,60.05670021314313,39.94329978685686,270818,53.36979078200119,46.630209217998804,265901,50.35783994795055,49.64216005204945,-3.3310075641930297,1.405928529991428
115,GA-01,"Carter, Buddy",(R),110190,151996,"269,568",40.9%,56.4%,111949,145460,260148,43.0,55.9,116029,143603,261140,44.4,55.0,262186,42.02741565148406,57.972584348515944,257409,43.49070933805733,56.50929066194267,259632,44.68979170518272,55.31020829481727,-8.999055806960861,-8.473152913952433
116,GA-02,"Bishop, Sanford",(D),136455,107361,"248,103",55.0%,43.3%,153998,107242,262837,58.6,40.8,155809,112005,269039,57.9,41.6,243816,55.966384486662065,44.03361551333793,261240,58.94885928647986,41.051140713520134,267814,58.17806388015563,41.82193611984437,4.489216368012045,6.984997034470098
117,GA-03,"Ferguson, Drew",(R),102155,200624,"311,865",32.8%,64.3%,97746,195071,296218,33.0,65.9,100498,193264,296017,34.0,65.3,302779,33.73912986039323,66.26087013960678,292817,33.38125860178883,66.61874139821117,293762,34.21068756340166,65.78931243659834,-19.47815994874192,-18.582603650220932
118,GA-04,"Johnson, Hank",(D),224907,66433,"298,663",75.3%,22.2%,218499,75951,296933,73.6,25.6,225977,81136,308702,73.2,26.3,291340,77.19743255303082,22.802567446969178,294450,74.20580743759551,25.794192562404483,307113,73.58105974022591,26.418940259774086,19.89221222808233,22.24194518558575
119,GA-05,"Lewis, John",(D),259805,36385,"305,754",85.0%,11.9%,241217,45887,290359,83.1,15.8,262388,46724,311008,84.4,15.0,296190,87.71565549140755,12.284344508592456,287104,84.01728990191708,15.982710098082926,309112,84.8844431791713,15.115556820828695,31.195595667027717,32.05342764990732
120,GA-06,"Handel, Karen",(R),155077,160022,"331,246",46.8%,48.3%,115017,186807,307096,37.5,60.8,120560,177477,300950,40.1,59.0,315099,49.21532597691519,50.78467402308481,301824,38.10730756997455,61.89269243002544,298037,40.451353355455865,59.548646644544135,-13.237494156687717,-13.85655468203521
121,GA-07,"Woodall, Rob",(R),132012,150845,"294,972",44.8%,51.1%,101065,158854,263742,38.3,60.2,99165,152310,253576,39.1,60.1,282857,46.6709326620872,53.3290673379128,259919,38.88326747948399,61.116732520516,251475,39.43334327467939,60.56665672532061,-14.255504237464194,-13.080594772525771
122,GA-08,"Scott, Austin",(R),91360,168193,"265,514",34.4%,63.3%,99677,163908,265963,37.5,61.6,100004,162850,264482,37.8,61.6,259553,35.19897670225349,64.80102329774651,263585,37.81588481893886,62.18411518106114,262854,38.04545489130848,61.95454510869152,-15.643392620835101,-14.1479774330709
123,GA-09,"Collins, Doug",(R),57468,231194,"297,215",19.3%,77.8%,54388,207498,265551,20.5,78.1,64381,198004,265060,24.3,74.7,288662,19.908404985761894,80.09159501423811,261886,20.767815003474794,79.2321849965252,262385,24.53684471292185,75.46315528707814,-29.15200279922173,-31.196047248534967
124,GA-10,"Hice, Jodi",(R),112691,193030,"315,073",35.8%,61.3%,107039,184160,294851,36.3,62.5,113346,176532,292252,38.8,60.4,305721,36.86073249793112,63.139267502068876,291199,36.75802458112837,63.24197541887163,289878,39.101277088982265,60.898722911017735,-14.587570423161317,-15.205837670881394
125,GA-11,"Loudermilk, Barry",(R),116457,198813,"329,615",35.3%,60.3%,94447,201014,300276,31.5,66.9,102718,190544,296160,34.7,64.3,315270,36.938814349605096,63.061185650394904,295461,31.965978589390815,68.03402141060918,293262,35.02601769066568,64.9739823093343,-18.6628298214779,-19.997883662618946
126,GA-12,"Allen, Rick",(R),108937,152204,"267,674",40.7%,56.9%,117085,148688,268283,43.6,55.4,116658,147742,265819,43.9,55.6,261141,41.715778066255396,58.284221933744604,265773,44.05451268563774,55.94548731436225,264400,44.12178517397882,55.87821482602118,-9.56706233816476,-7.909349566372022
127,GA-13,"Scott, David",(D),213936,80157,"301,238",71.0%,26.6%,202794,87785,292880,69.2,30.0,199839,96244,297602,67.1,32.3,294093,72.74433597535473,27.255664024645267,290579,69.78962691729271,30.210373082707285,296083,67.49424992316344,32.50575007683656,13.805402411019855,17.825764665282946
128,GA-14,"Graves, Tom",(R),56513,191849,"255,872",22.1%,75.0%,58906,170364,232702,25.3,73.2,66752,170324,239806,27.8,71.0,248362,22.754286082411962,77.24571391758803,229270,25.692851223448336,74.30714877655167,237076,28.15637179638597,71.84362820361403,-25.532475715757613,-26.271011028561425
129,HI-01,"Hanabusa, Colleen",(D),132009,63916,"209,300",63.1%,30.5%,151023,62875,216671,69.7,29.0,156408,63007,222577,70.3,28.3,195925,67.3773127472247,32.62268725277529,213898,70.60514824823046,29.394851751769536,219415,71.28409634710479,28.715903652895197,17.59524883496121,18.641285996220702
130,HI-02,"Gabbard, Tulsi",(D),134882,64931,"219,637",61.4%,29.6%,155635,58140,218026,71.4,26.7,169463,57559,230991,73.4,24.9,199813,67.50411634878611,32.49588365121389,213775,72.80318091451292,27.19681908548708,227022,74.64606954392086,25.353930456079148,20.957222031777277,20.83931866250316
131,IA-01,"Blum, Rod",(R),176535,190410,"390,934",45.2%,48.7%,225585,170753,401501,56.2,42.5,227310,156980,388667,58.5,40.4,366945,48.10938969055308,51.89061030944691,396338,56.917328139113586,43.08267186088642,384290,59.150641442660486,40.849358557339514,5.4617939305169045,4.953465887103825
132,IA-02,"Loebsack, David",(D),170796,186384,"379,959",45.0%,49.1%,219946,168534,394310,55.8,42.7,219565,159959,384369,57.1,41.6,357180,47.81790693767849,52.18209306232152,388480,56.617071663920925,43.38292833607908,379524,57.85273131606961,42.14726868393039,4.163883803926026,4.653209411911163
133,IA-03,"Young, David",(R),181524,195740,"403,191",45.0%,48.5%,203622,186645,395798,51.4,47.2,197112,173967,375933,52.4,46.3,377264,48.11590822341915,51.88409177658085,390267,52.175049389264274,47.824950610735726,371079,53.118608166994086,46.88139183300591,-0.5702393451494956,0.21118713725451244
134,IA-04,"King, Steve",(R),127401,231229,"379,900",33.5%,60.9%,173391,204685,383129,45.3,53.4,184953,191473,381114,48.5,50.2,358630,35.524356579204195,64.4756434207958,378076,45.86141410721653,54.13858589278347,376426,49.13395992837902,50.86604007162098,-4.554887583764561,-6.102448144793229
135,ID-01,"Labrador, Raul",(R),91284,229034,"359,661",25.4%,63.7%,105645,213080,328258,32.2,64.9,115925,206273,329856,35.1,62.5,320318,28.497930181881753,71.50206981811824,318725,33.14612910816535,66.85387089183466,322198,35.97942879844071,64.02057120155928,-17.709418713702874,-18.817733143844414
136,ID-02,"Simpson, Mike",(R),98481,180021,"330,594",29.8%,54.5%,107142,207831,324016,33.1,64.1,120515,196739,325176,37.1,60.5,278502,35.360966887131866,64.63903311286813,314973,34.01624901182006,65.98375098817993,317254,37.986912694560196,62.013087305439804,-15.701934817583385,-17.947613240189703
137,IL-01,"Rush, Bobby",(D),245908,69956,"326,175",75.4%,21.4%,262668,67367,332726,78.9,20.2,288077,66262,356028,80.9,18.6,315864,77.85249347820582,22.147506521794188,330035,79.58792249306892,20.412077506931084,354339,81.29982869511964,18.700171304880357,27.61098118297606,27.624060241059155
138,IL-02,"Kelly, Robin",(D),236726,58024,"303,622",78.0%,19.1%,251147,57674,311173,80.7,18.5,269943,60734,332652,81.1,18.3,294750,80.31416454622561,19.685835453774388,308821,81.32445656221566,18.67554343778435,330677,81.63343685832399,18.366563141676014,27.944589346180408,29.360594310205897
139,IL-03,"Lipinski, Dan",(D),157383,113779,"284,970",55.2%,39.9%,143676,109396,256893,55.9,42.6,159475,110701,273174,58.4,40.5,271162,58.04021212411769,41.95978787588231,253072,56.77277612695202,43.22722387304799,270176,59.02633838682932,40.97366161317068,5.3374908746857415,4.808913874942256
140,IL-04,"Gutierrez, Luis",(D),172374,27807,"209,931",82.1%,13.2%,137065,28899,169434,80.9,17.1,144949,32767,180051,80.5,18.2,200181,86.1090712904821,13.890928709517885,165964,82.5871875828493,17.412812417150707,177716,81.56215534898377,18.437844651016228,27.873307836840183,30.623325330839535
141,IL-05,"Quigley, Mike",(D),229937,78069,"326,036",70.5%,23.9%,188324,90747,285239,66.0,31.8,214869,88466,307613,69.9,28.8,308006,74.65341584254853,25.34658415745148,279071,67.48246861909693,32.51753138090307,303335,70.83554485964363,29.16445514035637,17.14669734750005,15.518606367087173
142,IL-06,"Roskam, Peter",(R),177578,152909,"353,766",50.2%,43.2%,151937,179606,336936,45.1,53.3,179195,165272,349055,51.3,47.3,330487,53.73221942164139,46.267780578358604,331543,45.82723809581261,54.1727619041874,344467,52.02094830564321,47.97905169435679,-1.6678992065003726,-6.136624156197151
143,IL-07,"Davis, Danny",(D),271100,28580,"310,159",87.4%,9.2%,264185,35713,302887,87.2,11.8,284117,31528,317655,89.4,9.9,299680,90.46316070475173,9.536839295248264,299898,88.09161781672435,11.908382183275647,315645,90.01156362369117,9.988436376308828,36.32271611154759,36.12775556471459
144,IL-08,"Krishnamoorthi, Raja",(D),148233,92926,"255,064",58.1%,36.4%,133206,95031,232123,57.4,40.9,150851,91057,245234,61.5,37.1,241159,61.46691601806277,38.533083981937224,228237,58.36301738981848,41.63698261018152,241908,62.358830629826215,37.641169370173785,8.669983117682634,6.3991551378087195
145,IL-09,"Schakowsky, Jan",(D),238096,84456,"339,587",70.1%,24.9%,200656,102689,308492,65.0,33.3,222256,98111,324117,68.6,30.3,322552,73.81631488876212,26.183685111237875,303345,66.14778552473256,33.85221447526743,320367,69.3754350479294,30.624564952070592,15.686587535785819,14.183923272722794
146,IL-10,"Schneider, Brad",(D),178857,94108,"288,303",62.0%,32.6%,157397,112555,273616,57.5,41.1,180786,103178,287009,63.0,35.9,272965,65.52378510065392,34.47621489934607,269952,58.305550616405874,41.69444938359412,283964,63.665112479046634,36.334887520953366,9.976264966903052,6.341688364396113
147,IL-11,"Foster, Bill",(D),164632,99104,"279,620",58.9%,35.4%,152265,107028,263345,57.8,40.6,168654,102909,273024,61.8,37.7,263736,62.42302908969576,37.57697091030424,259293,58.72314331663407,41.27685668336592,271563,62.10492592879,37.89507407121,8.416078416646421,6.759281064624311
148,IL-12,"Bost, Mike",(R),126817,173693,"315,846",40.2%,55.0%,154346,149339,310294,49.7,48.1,179180,142724,327336,54.7,43.6,300510,42.20059232637849,57.7994076736215,303685,50.824373940102404,49.175626059897596,321904,55.66255778120185,44.33744221879815,1.973710269058266,-1.1394883119073569
149,IL-13,"Davis, Rodney",(R),141541,159013,"319,979",44.2%,49.7%,146442,147377,301088,48.6,48.9,175215,139650,320653,54.6,43.6,300554,47.09336758120005,52.90663241879995,293819,49.84088843812007,50.15911156187993,314865,55.64765852031823,44.35234147968177,1.9588110081746493,-2.1229738138896934
150,IL-14,"Hultgren, Randy",(R),153989,167348,"343,417",44.8%,48.7%,139858,171582,316591,44.2,54.2,163089,155194,326086,50.0,47.6,321337,47.92134114652219,52.07865885347781,311440,44.90688415104033,55.09311584895967,318283,51.24024845813317,48.759751541866834,-2.4485990540104083,-7.056978100969431
151,IL-15,"Shimkus, John",(R),78574,226605,"320,442",24.5%,70.7%,105065,197243,308463,34.1,63.9,139536,180694,325930,42.8,55.4,305179,25.74685676275235,74.25314323724764,302308,34.75429032642206,65.24570967357795,320230,43.573681416481904,56.426318583518096,-10.115166095661678,-17.209571925587703
152,IL-16,"Kinzinger, Adam",(R),119542,173093,"311,988",38.3%,55.5%,137165,160606,303685,45.2,52.9,161286,155210,322096,50.1,48.2,292635,40.85020588788081,59.14979411211919,297771,46.063921604185765,53.936078395814235,316496,50.95988574895102,49.04011425104899,-2.728961763192565,-5.899940647823996
153,IL-17,"Bustos, Cheri",(D),133999,136017,"287,103",46.7%,47.4%,169702,119753,294701,57.6,40.6,185705,119094,309647,60.0,38.5,270016,49.626318440388715,50.373681559611285,289455,58.62811145083001,41.371888549169995,304799,60.92703716219542,39.07296283780459,7.238189650051837,6.664249198820251
154,IL-18,"LaHood, Darin",(R),115442,210529,"347,134",33.3%,60.6%,125036,202785,334302,37.4,60.7,152164,187626,345204,44.1,54.4,325971,35.414806838645156,64.58519316135485,327821,38.14154675874944,61.85845324125056,339790,44.78177697989935,55.21822302010065,-8.907070532244234,-13.82231549326032
155,IN-01,"Visclosky, Pete",(D),162358,124638,"300,283",54.1%,41.5%,182021,111217,297470,61.2,37.4,194518,109940,307118,63.3,35.8,286996,56.57152016055973,43.42847983944027,293238,62.07278729223361,37.92721270776639,304458,63.889928988563284,36.110071011436716,10.201081476419702,10.108925040223852
156,IN-02,"Walorski, Jackie",(R),99496,163539,"275,940",36.1%,59.3%,116324,154841,276012,42.1,56.1,145652,144955,293830,49.6,49.3,263035,37.82614480962609,62.17385519037391,271165,42.89786661257906,57.10213338742094,290607,50.119921405884924,49.880078594115076,-3.568926106258658,-9.065995639430703
157,IN-03,"Banks, Jim",(R),87699,189587,"291,189",30.1%,65.1%,102534,179628,287231,35.7,62.5,126595,164895,294424,43.0,56.0,277286,31.62763356245898,68.37236643754102,282162,36.33869904522934,63.66130095477066,291490,43.430306356993384,56.56969364300662,-10.258541155150198,-15.625163206780421
158,IN-04,"Rokita, Todd",(R),91269,194408,"302,381",30.2%,64.3%,103103,170245,279662,36.9,60.9,134036,162956,300714,44.6,54.2,285677,31.948319255662867,68.05168074433713,273348,37.718585831979745,62.281414168020255,296992,45.13118198469993,54.86881801530008,-8.557665527443653,-14.245276420030017
159,IN-05,"Brooks, Susan",(R),150095,193022,"363,624",41.3%,53.1%,139300,196744,342165,40.7,57.5,159614,180400,342865,46.6,52.6,343117,43.744553607078636,56.25544639292136,336044,41.452904976729236,58.54709502327077,340014,46.94336115571712,53.05663884428288,-6.745486356426461,-10.510957275280525
160,IN-06,"Messer, Luke",(R),82498,204129,"301,524",27.4%,67.7%,106371,172456,285361,37.3,60.4,133163,167842,305271,43.6,55.0,286627,28.782354767694603,71.2176452323054,278827,38.14946185269002,61.85053814730998,301005,44.23946446072324,55.76053553927676,-9.449383051420341,-13.814400399319744
161,IN-07,"Carson, Andre",(D),156039,95662,"264,389",59.0%,36.2%,164902,92674,262188,62.9,35.3,185588,91870,279737,66.3,32.8,251701,61.99379422409923,38.00620577590077,257576,64.0207162157965,35.979283784203496,277458,66.88868225100735,33.11131774899264,13.199834738863771,12.056853963786736
162,IN-08,"Bucshon, Larry",(R),92891,194319,"300,787",30.9%,64.6%,116465,171648,294054,39.6,58.4,149097,156720,309712,48.1,50.6,287210,32.34253681974862,67.65746318025138,288113,40.423375550565225,59.57662444943477,305817,48.75366640834224,51.24633359165776,-4.935181103801341,-11.540486701444536
163,IN-09,"Hollingsworth, Trey",(R),110858,198117,"324,509",34.2%,61.1%,123436,173433,303390,40.7,57.2,145776,166069,315274,46.2,52.7,308975,35.8792782587588,64.1207217412412,296869,41.57928244444519,58.4207175555548,311845,46.746300245314174,53.253699754685826,-6.942547266829408,-10.38457980756457
164,KS-01,"Marshall, Roger",(R),64389,183448,"264,764",24.3%,69.3%,72699,184288,263027,27.6,70.1,87634,189890,282699,31.0,67.2,247837,25.98038226737735,74.01961773262265,256987,28.28897959818979,71.71102040181022,277524,31.577088828353585,68.42291117164642,-22.111758683789997,-23.67488265381997
165,KS-02,"Jenkins, Lynn",(R),110596,165000,"295,657",37.4%,55.8%,124370,163082,294487,42.2,55.4,145750,170059,322079,45.3,52.8,275596,40.129755148841056,59.87024485115894,287452,43.26635403476058,56.73364596523941,315809,46.151312977147576,53.84868702285242,-7.537534534996006,-8.69750821724918
166,KS-03,"Yoder, Kevin",(R),161479,157304,"341,967",47.2%,46.0%,146406,177886,330486,44.3,53.8,168907,172831,346297,48.8,49.9,318783,50.65483416618829,49.34516583381171,324292,45.14634958617542,54.853650413824575,341738,49.425875963457386,50.574124036542614,-4.262971548686195,-6.817512665834343
167,KS-04,"Estes, Ron",(R),90541,165266,"274,547",33.0%,60.2%,96433,164553,267116,36.1,61.6,112474,166876,284727,39.5,58.6,255807,35.39426208039655,64.60573791960346,260986,36.94949154360771,63.05050845639229,279350,40.26275281904421,59.73724718095579,-13.426094693099373,-15.014370708402055
168,KY-01,"Comer, James",(R),74179,224657,"310,299",23.9%,72.4%,95273,197074,296791,32.1,66.4,111030,185529,301253,36.9,61.6,298836,24.822645196696516,75.17735480330349,292347,32.58901237228362,67.41098762771638,296559,37.43943026514117,62.56056973485883,-16.249417247002413,-19.374849879726142
169,KY-02,"Guthrie, Brett",(R),89563,219152,"324,512",27.6%,67.5%,103432,186207,294280,35.1,63.3,111139,183813,299109,37.2,61.5,308715,29.011547867774485,70.9884521322255,289639,35.71066051187858,64.28933948812143,294952,37.68036833111829,62.31963166888171,-16.008479181025294,-16.253201740131182
170,KY-03,"Yarmuth, John",(D),186549,135714,"340,043",54.9%,39.9%,183015,140539,328389,55.7,42.8,193236,147121,343778,56.2,42.8,322263,57.88719151748727,42.11280848251273,323554,56.563973865258966,43.436026134741034,340357,56.77450441742054,43.22549558257947,3.085656905276956,4.600111613249204
171,KY-04,"Massie, Thomas",(R),98664,219749,"337,149",29.3%,65.2%,108328,197131,311035,34.8,63.4,115487,191855,312017,37.0,61.5,318413,30.98617204699557,69.01382795300444,305459,35.46400662609385,64.53599337390615,307342,37.57605533900345,62.42394466099655,-16.11279217314013,-16.499855625915913
172,KY-05,"Rogers, Hal",(R),48628,221558,"278,383",17.5%,79.6%,60785,196167,261483,23.2,75.0,82637,174307,261555,31.6,66.6,270186,17.997971767597136,82.00202823240286,256952,23.656169245617857,76.34383075438214,256944,32.16148265769973,67.83851734230026,-21.527364854443853,-28.307693006391904
173,KY-06,"Barr, Andy",(R),131271,182141,"333,012",39.4%,54.7%,128537,170076,304861,42.2,55.8,138456,165837,308776,44.8,53.7,313412,41.88448432095772,58.11551567904228,298613,43.04467655460412,56.95532344539588,304293,45.50088237323895,54.49911762676105,-8.18796513890463,-8.919185697405638
174,LA-01,"Scalise, Steve",(R),95169,244907,"356,482",26.7%,68.7%,89418,235877,332923,26.9,70.9,81515,233789,321682,25.3,72.7,340076,27.98462696573707,72.01537303426294,325295,27.48827986904195,72.51172013095805,315304,25.852827747190016,74.14717225281,-27.836019764953566,-24.47558238296781
175,LA-02,"Richmond, Cedric",(D),247490,73779,"331,702",74.6%,22.2%,248982,74893,328306,75.8,22.8,235554,81703,321114,73.4,25.4,321269,77.03513255247161,22.964867447528395,323875,76.87595522964106,23.124044770358935,317257,74.24706153055725,25.752938469442753,20.558214018413665,24.912092977631303
176,LA-03,"Higgins, Clay",(R),100241,231017,"343,025",29.2%,67.3%,107611,220490,333573,32.3,66.1,111831,210951,328353,34.1,64.2,331258,30.26070313773554,69.73929686226445,328101,32.79813228243742,67.20186771756258,322782,34.64598397680168,65.35401602319833,-19.0428635353419,-19.16572996957234
177,LA-04,"Johnson, Mike",(R),116599,192977,"318,462",36.6%,60.6%,128612,191416,324250,39.7,59.0,126899,187020,317749,39.9,58.9,309576,37.664095407912754,62.335904592087246,320028,40.187733573312336,59.812266426687664,313919,40.42412214615872,59.57587785384128,-13.264725365984859,-11.776128678697425
178,LA-05,"Abraham, Ralph",(R),110259,205258,"323,409",34.1%,63.5%,124102,201058,329531,37.7,61.0,124119,209705,338332,36.7,62.0,315517,34.9455021441,65.0544978559,325160,38.166441136671175,61.83355886332882,333824,37.18096961273007,62.81903038726993,-16.507877899413515,-13.797421115338587
179,LA-06,"Graves, Garret",(R),110395,230700,"355,951",31.0%,64.8%,110416,228528,345482,32.0,66.1,103071,225094,333531,30.9,67.5,341095,32.3648836834313,67.6351163165687,338944,32.57647280966767,67.42352719033232,328165,31.408285466152698,68.59171453384731,-22.280562045990884,-19.38738944234209
180,MA-01,"Neal, Richard",(D),194036,123953,"339,326",57.2%,36.5%,213423,114339,333678,64.0,34.3,213130,112067,332362,64.1,33.7,317989,61.019720807952474,38.980279192047526,327762,65.11523605543047,34.884763944569535,325197,65.53873498218003,34.46126501781997,11.84988747003645,13.15137380342071
181,MA-02,"McGovern, Jim",(D),197492,129437,"351,423",56.2%,36.8%,199549,133195,339921,58.7,39.2,200553,124192,333290,60.2,37.3,326929,60.40822319219158,39.59177680780842,332744,59.97072824754165,40.02927175245834,324745,61.757070932577875,38.24292906742213,8.068223420434293,8.00686599553189
182,MA-03,"Tsongas, Niki",(D),202952,123347,"348,563",58.2%,35.4%,189461,137869,332925,56.9,41.4,188491,126175,320411,58.8,39.4,326299,62.19816793799552,37.80183206200448,327330,57.88073198301409,42.11926801698592,314666,59.90192775832153,40.09807224167848,6.213080246177945,5.916869731004326
183,MA-04,"Kennedy, Joe",(D),225976,133705,"381,767",59.2%,35.0%,211895,152845,370160,57.2,41.3,219573,137933,362027,60.7,38.1,359681,62.82678262126717,37.17321737873282,364740,58.09480725996601,41.905192740033996,357506,61.417990187577274,38.58200981242273,7.7291426754336925,6.1309450079562495
