,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,2p_tot_16,dem_2p_16,rep_2p_16,lean_16,2p_tot_20,dem_2p_20,rep_2p_20,lean_20
2,AL-02,Barry Moore,(R),111264,205435,319817,34.8,64.2,96668,193978,299195,290646,33.2597042450266,66.7402957549734,-17.85358468568628,316699,35.13241279574612,64.86758720425388,-17.13742212846035
3,AL-03,Mike Rogers,(R),102772,210797,316695,32.5,66.6,88876,187604,285575,276480,32.14554398148148,67.85445601851852,-18.967744949231395,313569,32.774923541549065,67.22507645845093,-19.494911382657406
4,AL-04,Robert Aderholt,(R),60733,262359,326261,18.6,80.4,53761,235439,298177,289200,18.589557399723375,81.41044260027662,-32.5237315309895,323092,18.79743231030171,81.20256768969828,-33.47240261390476
5,AL-05,Dale Strong,(R),123032,216584,345255,35.6,62.7,91722,189922,297866,281644,32.5666444163554,67.43335558364461,-18.546644514357475,339616,36.22679732403656,63.77320267596344,-16.04303760016991
6,AL-06,Gary Palmer,(R),122189,228267,354698,34.4,64.4,91781,215098,321992,306879,29.90787900116984,70.09212099883015,-21.205409929543038,350456,34.86571780765631,65.13428219234369,-17.40411711655016
7,AL-07,Terri Sewell,(D),214068,109612,326206,65.6,33.6,204960,107062,319782,312022,65.68767586900923,34.31232413099076,14.57438693829635,323680,66.13568956994563,33.864310430054374,13.865854645739155
8,AR-01,Rick Crawford,(R),80516,197832,286792,28.1,69.0,82710,178526,274701,261236,31.66102681100614,68.33897318899386,-19.452262119706738,278348,28.926379927285268,71.07362007271473,-23.343454996921203
9,AR-02,French Hill,(R),140254,183964,333041,42.1,55.2,120843,166843,306119,287686,42.005172305916865,57.99482769408313,-9.108116624796011,324218,43.259165129634994,56.740834870365,-9.010669794571477
10,AR-03,Steve Womack,(R),110479,180794,300274,36.8,60.2,82476,156678,259373,239154,34.486565142126,65.513434857874,-16.62672378858688,291273,37.92970855520422,62.07029144479578,-14.340126369002249
11,AR-04,Bruce Westerman,(R),92683,198057,298962,31.0,66.2,94416,182697,290299,277113,34.07129943380498,65.92870056619502,-17.041989496907895,290740,31.878310517988577,68.12168948201142,-20.391524406217894
12,AZ-01,David Schweikert,(R),231887,225013,462784,50.1,48.6,165645,181468,371758,347113,47.72077104574014,52.27922895425985,-3.392517884972733,456900,50.75224337929525,49.24775662070475,-1.5175915449112196
13,AZ-02,Eli Crane,(R),183714,215659,405633,45.3,53.2,130295,162484,317058,292779,44.50285027273131,55.49714972726869,-6.610438657981568,399373,46.00060594982635,53.99939405017364,-6.26922897438012
14,AZ-03,Ruben Gallego,(D),170840,54754,229285,74.5,23.9,121424,36498,170143,157922,76.88859057002824,23.111409429971758,25.775301639315366,225594,75.72896442281267,24.271035577187337,23.459129498606195
15,AZ-04,Greg Stanton,(D),201238,162975,371497,54.2,43.9,136013,128842,292378,264855,51.35375960431179,48.6462403956882,0.24047067359891372,364213,55.252832820355124,44.747167179644876,2.982997896148653
16,AZ-05,Andy Biggs,(R),171278,239646,417419,41.0,57.4,103832,166365,293915,270197,38.428257900716886,61.571742099283114,-12.68503102999599,410924,41.68118678879793,58.31881321120207,-10.58864813540854
17,AZ-06,Juan Ciscomani,(R),214896,214580,436079,49.3,49.2,155070,173737,354405,328807,47.16140471461982,52.83859528538017,-3.951884216093056,429476,50.03678901731412,49.96321098268588,-2.2330459068923503
18,AZ-07,Raúl Grijalva,(D),194860,97580,296840,65.6,32.9,149723,70427,236125,220150,68.00953895071542,31.99046104928458,16.896250020002547,292440,66.6324716181097,33.3675283818903,14.362636693903234
19,AZ-08,Debbie Lesko,(R),171266,225761,402630,42.5,56.1,116708,176019,313776,292727,39.869229691828906,60.1307703081711,-11.24405923888397,397027,43.137116619272746,56.86288338072726,-9.132718304933725
20,AZ-09,Paul Gosar,(R),132165,225719,363126,36.4,62.2,82457,156561,255099,239018,34.4982386263796,65.5017613736204,-16.615050304333273,357884,36.929563769266025,63.07043623073398,-15.340271154940446
21,CA-01,Doug LaMalfa,(R),136550,203077,348189,39.2,58.3,106000,170897,297539,276897,38.28138260797336,61.718617392026644,-12.831906322739513,339627,40.20587291351983,59.79412708648017,-12.063962010686637
22,CA-02,Jared Huffman,(D),310592,101570,422441,73.5,24.0,251091,85392,364279,336483,74.62219488057346,25.37780511942654,23.508905949860583,412162,75.35677718955168,24.643222810448318,23.086942265345208
23,CA-03,Kevin Kiley,(R),211790,219762,442451,47.9,49.7,148225,175609,349009,323834,45.77190782931996,54.22809217068004,-5.341381101392919,431552,49.07635696277622,50.92364303722378,-3.193477961430254
24,CA-04,Mike Thompson,(D),250308,113844,373278,67.1,30.5,199588,91994,313567,291582,68.4500414977605,31.549958502239505,17.33675256704762,364152,68.73723060699928,31.262769393000724,16.467395682792805
25,CA-05,Tom McClintock,(R),171424,220770,401076,42.7,55.0,126636,175706,321883,302342,41.88501762904261,58.11498237095739,-9.228271301670269,392194,43.70898075952208,56.29101924047792,-8.560854164684393
26,CA-06,Ami Bera,(D),192873,131468,333336,57.9,39.4,139951,97012,255192,236963,59.060275232842265,40.93972476715774,7.946986302129389,324341,59.466117450461084,40.533882549538916,7.196282526254613
27,CA-07,Doris Matsui,(D),228897,102737,339420,67.4,30.3,173116,72303,261124,245419,70.538955826566,29.461044173434004,19.42566689585312,331634,69.0209688994494,30.979031100550607,16.75113397524293
28,CA-08,John Garamendi,(D),244070,70550,321343,76.0,22.0,192312,49541,255375,241853,79.51606967868912,20.48393032131088,28.402780747976244,314620,77.57612357764923,22.423876422350773,25.306288653442756
29,CA-09,Josh Harder,(D),157640,121642,285397,55.2,42.6,118734,89925,220655,208659,56.90336865411988,43.09663134588012,5.790079723407004,279282,56.44474044156086,43.55525955843914,4.174905517354389
30,CA-10,Mark DeSaulnier,(D),280973,119815,409383,68.6,29.3,211297,93720,324554,305017,69.27384375297115,30.72615624702885,18.16055482225827,400788,70.10514286854895,29.89485713145104,17.835307944342482
31,CA-11,Nancy Pelosi,(D),339795,46210,393814,86.3,11.7,312188,32219,363048,344407,90.64507980383674,9.35492019616326,39.53179087312386,386005,88.02865247859484,11.971347521405164,35.758817554388365
32,CA-12,Barbara Lee,(D),328830,31734,368206,89.3,8.6,285851,21158,326129,307009,93.10834535795367,6.8916546420463245,41.99505642724079,360564,91.19878856458216,8.801211435417846,38.92895364037569
33,CA-13,John Duarte,(R),125261,100222,230706,54.3,43.4,95740,73456,179395,169196,56.58526206293293,43.41473793706707,5.47197313222005,225483,55.55230327785243,44.44769672214757,3.2824683536459602
34,CA-14,Eric Swalwell,(D),239561,87626,334248,71.7,26.2,191587,63695,271329,255282,75.04916131963867,24.950838680361326,23.935872388925794,327187,73.21837359063778,26.78162640936223,20.94853866643131
35,CA-15,Kevin Mullin,(D),272883,71552,351079,77.7,20.4,222841,51514,288191,274355,81.22359716425798,18.77640283574201,30.110308233545105,344435,79.22626910737876,20.773730892621252,26.956434183172284
36,CA-16,Anna Eshoo,(D),288193,85593,382082,75.4,22.4,244067,64281,327900,308348,79.15309974444459,20.84690025555541,28.039810813731712,373786,77.10106852584099,22.89893147415901,24.831233601634516
37,CA-17,Ro Khanna,(D),219542,76381,301898,72.7,25.3,180644,49348,243900,229992,78.54360151657448,21.45639848342551,27.430312585861607,295923,74.18889373249122,25.811106267508777,21.919058808284753
38,CA-18,Zoe Lofgren,(D),190117,72029,267951,71.0,26.9,149674,47503,209358,197177,75.90844773984796,24.091552260152046,24.79515880913508,262146,72.52332669581072,27.47667330418927,20.253491771604253
39,CA-19,Jimmy Panetta,(D),283245,119900,412573,68.7,29.1,228207,92925,343781,321132,71.06330107245618,28.936698927543812,19.950012141743308,403145,70.25883987151025,29.741160128489753,17.989004947303776
40,CA-20,Kevin McCarthy,(R),127496,214492,349862,36.4,61.3,86186,169533,270759,255719,33.703400998752535,66.29659900124746,-17.40988793196034,341988,37.28084026340105,62.71915973659894,-14.988994660805417
41,CA-21,Jim Costa,(D),133827,87856,226362,59.1,38.8,100670,63046,172953,163716,61.49063011556598,38.50936988443402,10.377341184853101,221683,60.36863449159385,39.63136550840615,8.098799567387381
42,CA-22,David Valadao,(R),103963,79681,188155,55.3,42.3,80935,57626,146731,138561,58.411096917603075,41.588903082396925,7.297807986890199,183644,56.6111607240095,43.388839275990506,4.34132579980303
43,CA-23,Jay Obernolte,(R),130953,160218,298346,43.9,53.7,94354,129659,237660,224013,42.11987697142577,57.88012302857424,-8.993411959287108,291171,44.97460255313888,55.02539744686112,-7.295232371067591
44,CA-24,Salud Carbajal,(D),240344,130117,379418,63.3,34.3,192277,110464,325104,302741,63.51204494931311,36.48795505068689,12.398756018600231,370461,64.87700459697511,35.12299540302488,12.607169672768642
45,CA-25,Raul Ruiz,(D),150324,109749,265268,56.7,41.4,115402,79731,204939,195133,59.14017618752339,40.85982381247662,8.026887256810511,260073,57.80069442041273,42.19930557958727,5.530859496206261
46,CA-26,Julia Brownley,(D),222994,147422,378303,58.9,39.0,172791,119201,310253,291992,59.17662127729527,40.82337872270473,8.063332346582392,370416,60.200963241328665,39.79903675867133,7.9311283171221945
47,CA-27,Mike Garcia,(R),188108,145890,341467,55.1,42.7,137453,111663,264932,249116,55.17630340885371,44.823696591146295,4.063014478140836,333998,56.32009772513607,43.67990227486392,4.050262800929602
48,CA-28,Judy Chu,(D),242549,117111,366847,66.1,31.9,187981,87369,291791,275350,68.26983838750681,31.73016161249319,17.156549456793933,359660,67.43841405772119,32.56158594227882,15.168579133514719
49,CA-29,Tony Cárdenas,(D),204924,63885,274903,74.5,23.2,167514,35752,215103,203266,82.41122470063857,17.58877529936143,31.297935769925694,268809,76.23405466334833,23.765945336651676,23.96421973914186
50,CA-30,Adam Schiff,(D),273895,98576,379374,72.2,26.0,227402,64161,308087,291563,77.9941213391274,22.005878660872607,26.880832408414527,372471,73.53458390049158,26.465416099508417,21.264748976285112
51,CA-31,Grace Napolitano,(D),198028,102679,307073,64.5,33.4,156396,67936,238158,224332,69.71631332132732,30.283686678672684,18.603024390614443,300707,65.8541370836063,34.145862916393696,13.584302159399833
52,CA-32,Brad Sherman,(D),271209,112044,390332,69.5,28.7,222716,79312,318390,302028,73.740183029388,26.259816970612,22.62689409867513,383253,70.76500379644777,29.23499620355222,18.4951688722413
53,CA-33,Pete Aguilar,(D),168266,99017,273478,61.5,36.2,129374,67186,207883,196560,65.81908831908831,34.18091168091168,14.705799388375432,267283,62.95424699662904,37.045753003370955,10.684412072422568
54,CA-34,Jimmy Gomez,(D),205043,42309,253290,81.0,16.7,166571,20440,198317,187011,89.07016164824529,10.92983835175471,37.95687271753241,247352,82.89522623629483,17.104773763705165,30.62539131208836
55,CA-35,Norma Torres,(D),173588,97138,276741,62.7,35.1,129417,60059,200403,189476,68.30258185733285,31.697418142667143,17.189292926619977,270726,64.11944179724149,35.880558202758515,11.849606873035022
56,CA-36,Ted Lieu,(D),299046,113323,421108,71.0,26.9,248098,88950,358360,337048,73.60910018751038,26.390899812489614,22.495811256797502,412369,72.51903028598173,27.480969714018272,20.249195361775257
57,CA-37,Sydney Kamlager-Dove,(D),239814,34760,279846,85.7,12.4,204880,16919,231849,221799,92.37192232607,7.628077673929999,41.25863339535713,274574,87.34038911186055,12.659610888139444,35.070554187654075
58,CA-38,Linda Sánchez,(D),217122,114836,338870,64.1,33.9,172158,77300,264220,249458,69.01281979331189,30.987180206688098,17.899530862599015,331958,65.40646708318522,34.59353291681478,13.136632158978749
59,CA-39,Mark Takano,(D),165291,95616,266730,62.0,35.8,126358,67163,205670,193521,65.29420579678691,34.70579420321309,14.180916866074035,260907,63.35245892214467,36.64754107785533,11.0826239979382
60,CA-40,Young Kim,(R),212169,204203,424992,49.9,48.0,153235,167909,340682,321144,47.71535510549785,52.28464489450215,-3.397933825215027,416372,50.95659650504837,49.04340349495163,-1.313238419158104
61,CA-41,Ken Calvert,(R),178995,182973,368474,48.6,49.7,120855,137273,271090,258128,46.81979483047171,53.18020516952829,-4.293494100241169,361968,49.45050391194802,50.54949608805198,-2.819331012258452
62,CA-42,Robert Garcia,(D),207750,74998,289669,71.7,25.9,169862,50761,234937,220623,76.99197273176414,23.00802726823586,25.87868380105126,282748,73.4753207803415,26.52467921965849,21.205485856135034
63,CA-43,Maxine Waters,(D),218764,46043,270782,80.8,17.0,185173,25041,220096,210214,88.08785333041567,11.912146669584327,36.97456439970279,264807,82.61261975703059,17.387380242969407,30.342784832824115
64,CA-44,Nanette Barragán,(D),213507,72413,292791,72.9,24.7,177642,44780,235011,222422,79.86709947756967,20.132900522430337,28.75381054685679,285920,74.67368494683828,25.326315053161725,22.403850022631808
65,CA-45,Michelle Steel,(R),186196,164111,357137,52.1,46.0,147167,110889,273405,258056,57.02909446011718,42.970905539882814,5.915805529404302,350307,53.15223503955102,46.84776496044898,0.8824001153445522
66,CA-46,Lou Correa,(D),162579,85483,253538,64.1,33.7,129505,52908,193744,182413,70.99548826015689,29.004511739843103,19.882199329444013,248062,65.53966347122898,34.46033652877104,13.269828547022506
67,CA-47,Katie Porter,(D),212948,169641,390918,54.5,43.4,154198,131616,304040,285814,53.95047128552135,46.04952871447865,2.8371823548084762,382589,55.65972884740545,44.34027115259455,3.3898939231989758
68,CA-48,Darrell Issa,(R),167285,215540,391616,42.7,55.0,114587,175666,307909,290253,39.47831719224263,60.52168280775737,-11.634971738470249,382825,43.69751191797819,56.30248808202181,-8.572323006228281
69,CA-49,Mike Levin,(D),221230,174975,405298,54.6,43.2,160308,142290,322391,302598,52.97721729819761,47.02278270180239,1.863928367484732,396205,55.83725596597721,44.16274403402279,3.5674210417707357
70,CA-50,Scott Peters,(D),262795,129606,401947,65.4,32.2,197412,108457,326413,305869,64.54135593996122,35.45864406003877,13.428067009248345,392401,66.9710321839139,33.028967816086094,14.701197259707435
71,CA-51,Sara Jacobs,(D),231182,130132,370060,62.5,35.2,174545,105799,299006,280344,62.261007904574384,37.73899209542562,11.147718973861508,361314,63.983681783711674,36.016318216288326,11.713846859505203
72,CA-52,Juan Vargas,(D),205523,93111,304934,67.4,30.5,170895,58244,241869,229139,74.58136764147525,25.41863235852474,23.468078710762377,298634,68.82103176463498,31.17896823536503,16.55119684042851
73,CO-01,Diana DeGette,(D),315904,72379,397310,79.5,18.2,246634,63455,334973,310089,79.53652016034106,20.463479839658937,28.42323122962818,388283,81.35921479951479,18.64078520048521,29.089379875308317
74,CO-02,Joe Neguse,(D),306400,128491,446260,68.7,28.8,242986,121475,399225,364461,66.66995920002414,33.330040799975855,15.556670269311262,434891,70.4544357091777,29.545564290822295,18.18460078497123
75,CO-03,Lauren Boebert,(R),184181,218187,412128,44.7,52.9,139358,189660,357266,329018,42.355737376070614,57.644262623929386,-8.757551554642262,402368,45.77426634324797,54.22573365675203,-6.495568580958498
76,CO-04,Ken Buck,(R),174553,256585,442183,39.5,58.0,117337,217525,365046,334862,35.04040470402733,64.95959529597268,-16.072884226685545,431138,40.48657274468964,59.51342725531037,-11.783262179516832
77,CO-05,Doug Lamborn,(R),160880,198614,373408,43.1,53.2,107229,175679,314303,282908,37.902427644322536,62.097572355677464,-13.21086128639034,359494,44.75179001596688,55.24820998403312,-7.518044908239588
78,CO-06,Jason Crow,(D),232517,141195,383771,60.6,36.8,173994,130081,332723,304075,57.22075145934391,42.77924854065609,6.107462528631032,373712,62.2182322216038,37.781767778396194,9.948397297397328
79,CO-07,Brittany Pettersen,(D),256166,190987,459940,55.7,41.5,185568,173918,394772,359486,51.620369082523375,48.37963091747662,0.5070801518104986,447153,57.28822125760087,42.71177874239913,5.018386333394396
80,CO-08,Yadira Caraveo,(D),173751,158170,341951,50.8,46.3,125764,130691,281939,256455,49.039402624242065,50.960597375757935,-2.0738863064708113,331921,52.347094639989635,47.65290536001036,0.07725971578316404
81,CT-01,John Larson,(D),227830,126759,359895,63.3,35.2,194466,118324,327259,312790,62.1714249176764,37.8285750823236,11.05813598696352,354589,64.25185214431356,35.74814785568644,11.982017220107089
82,CT-02,Joe Courtney,(D),214158,169366,391348,54.7,43.3,172514,160603,353384,333117,51.78781028887748,48.21218971112252,0.6745213581646041,383524,55.83953025104035,44.16046974895965,3.5696953268338802
83,CT-03,Rosa DeLauro,(D),213122,142174,359820,59.2,39.5,179608,134228,326342,313836,57.22989077097592,42.77010922902408,6.116601840263044,355296,59.98435107628569,40.01564892371431,7.71451615207922
84,CT-04,Jim Himes,(D),230411,120230,355456,64.8,33.8,190493,113120,316448,303613,62.742043324890574,37.25795667510943,11.628754394177697,350641,65.71136860777833,34.288631392221674,13.441533683571855
85,CT-05,Jahana Hayes,(D),195160,156762,357217,54.6,43.9,160336,146834,321222,307170,52.19780577530357,47.80219422469642,1.084516844590695,351922,55.45547024624775,44.54452975375226,3.1856353220412785
86,DE-AL,Lisa Blunt Rochester,(D),296268,200603,504010,58.8,39.8,235603,185127,441590,420730,55.998621443681216,44.001378556318784,4.88533251296834,496871,59.626744164984466,40.37325583501553,7.356909240777995
87,FL-01,Matt Gaetz,(R),139194,275547,421983,33.0,65.3,103970,243249,367242,347219,29.9436378769595,70.0563621230405,-21.169651053753377,414741,33.56166860763706,66.43833139236295,-18.70816631656941
88,FL-02,Neal Dunn,(R),180607,225757,410746,44.0,55.0,159976,204914,381032,364890,43.84225382992135,56.157746170078646,-7.271035100791529,406364,44.44463584372632,55.55536415627369,-7.825199080480154
89,FL-03,Kat Cammack,(R),166687,222032,392680,42.4,56.5,141371,192669,348275,334040,42.321578254101304,57.6784217458987,-8.791710676611572,388719,42.881104345298276,57.11889565470173,-9.388730578908195
90,FL-04,Aaron Bean,(R),184152,210911,400004,46.0,52.7,149004,185561,347759,334565,44.53663712582009,55.4633628741799,-6.576651804892784,395063,46.61332496336028,53.38667503663973,-5.6565099608461935
91,FL-05,John Rutherford,(R),176903,244278,426534,41.5,57.3,131386,209914,358884,341300,38.495751538236156,61.504248461763844,-12.61753739247672,421181,42.001657244747506,57.998342755252494,-10.268177679458965
92,FL-06,Mike Waltz,(R),160980,262018,426794,37.7,61.4,133086,218572,365067,351658,37.845292869776884,62.154707130223116,-13.267996060935992,422998,38.056917526796816,61.943082473203184,-14.212917397409655
93,FL-07,Cory Mills,(R),202049,226044,432716,46.7,52.2,163729,192372,374512,356101,45.97824774431973,54.02175225568027,-5.1350411863931456,428093,47.19745475866225,52.802545241337754,-5.072380165544217
94,FL-08,Bill Posey,(R),186758,267849,459670,40.6,58.3,149043,231383,399442,380426,39.17792159316135,60.822078406838656,-11.935367337551526,454607,41.08119760584417,58.91880239415583,-11.188637318362304
95,FL-09,Darren Soto,(D),198451,139043,340752,58.2,40.8,171065,97224,280154,268289,63.76146618012666,36.238533819873346,12.648177249413784,337494,58.801341653481245,41.198658346518755,6.531506729274774
96,FL-10,Maxwell Frost,(D),218958,112414,335201,65.3,33.5,191868,94641,301864,286509,66.9675298158173,33.03247018418269,15.854240885104424,331372,66.0761923155849,33.923807684415095,13.806357391378434
97,FL-11,Daniel Webster,(R),188273,234657,426492,44.1,55.0,136944,187297,336343,324241,42.2352509398873,57.7647490601127,-8.878037990825575,422930,44.51635022344123,55.483649776558764,-7.753484700765242
98,FL-12,Gus Bilirakis,(R),150490,273483,428151,35.1,63.9,121582,223710,360696,345292,35.211357343929194,64.7886426560708,-15.901931586783682,423973,35.495184834883354,64.50481516511665,-16.774650089323117
99,FL-13,Anna Paulina Luna,(R),207951,238399,450980,46.1,52.9,176056,207561,403093,383617,45.89369084268945,54.10630915731055,-5.2195980880234245,446350,46.58922370337179,53.41077629662821,-5.6806112208346775
100,FL-14,Kathy Castor,(D),231590,156409,392644,59.0,39.8,198789,125050,340859,323839,61.38513273571127,38.61486726428874,10.27184380499839,387999,59.68829816571692,40.31170183428308,7.418463241510452
101,FL-15,Laurel Lee,(R),176040,187647,367849,47.9,51.0,144035,156076,314947,300111,47.99390892036613,52.00609107963386,-3.1193800103467453,363687,48.40425970683582,51.59574029316417,-3.8655752173706475
102,FL-16,Vern Buchanan,(R),184319,220728,409050,45.1,54.0,136445,178008,329225,314453,43.39122221762871,56.60877778237129,-7.722066713084168,405047,45.50558330267845,54.49441669732155,-6.764251621528018
103,FL-17,Greg Steube,(R),187427,259237,450114,41.6,57.6,151876,214866,380937,366742,41.41221894410785,58.58778105589215,-9.701069986605027,446664,41.961519173248796,58.038480826751204,-10.308315750957675
104,FL-18,Scott Franklin,(R),133424,213235,349949,38.1,60.9,111665,175415,298794,287080,38.89682318517487,61.10317681482513,-12.21646574553801,346659,38.48854349663502,61.51145650336498,-13.781291427571453
105,FL-19,Byron Donalds,(R),169589,260674,433251,39.1,60.2,134048,218191,363814,352239,38.0559790369607,61.94402096303931,-13.057309893752176,430263,39.41519489242626,60.584805107573736,-12.854640031780214
106,FL-20,Sheila Cherfilus-McCormick,(D),252405,78222,332578,75.9,23.5,228981,60010,295755,288991,79.2346474457682,20.765352554231793,28.121358515055327,330627,76.3413151376022,23.65868486239781,24.071480213395724
107,FL-21,Brian Mast,(R),199069,240849,442839,45.0,54.4,162089,200663,375659,362752,44.683144407198306,55.316855592801694,-6.430144523514571,439918,45.25138775862774,54.74861224137225,-7.018447165578728
108,FL-22,Lois Frankel,(D),229942,160705,393104,58.5,40.9,197951,129990,337434,327941,60.36177239198515,39.63822760801486,9.248483461272272,390647,58.86183690134572,41.13816309865428,6.5920019771392475
109,FL-23,Jared Moskowitz,(D),232548,177952,412845,56.3,43.1,199270,148433,358007,347703,57.3104057198241,42.689594280175896,6.19711678911122,410500,56.64993909866018,43.35006090133983,4.380104174453706
110,FL-24,Frederica Wilson,(D),245449,83302,330498,74.3,25.2,236598,50237,293373,286835,82.48574964700961,17.514250352990395,31.372460716296736,328751,74.66106566976222,25.338934330237777,22.391230745555752
111,FL-25,Debbie Wasserman Schultz,(D),229439,152844,384550,59.7,39.7,209145,114367,333718,323512,64.64829743564381,35.35170256435619,13.535008504930936,382283,60.018101772770436,39.981898227229564,7.748266848563965
112,FL-26,Mario Diaz-Balart,(R),126831,184088,312563,40.6,58.9,130371,120448,258392,250819,51.97811967992856,48.021880320071446,0.8648307492156846,310919,40.79229638587542,59.207703614124576,-11.477538538331054
113,FL-27,María Elvira Salazar,(R),178067,179207,359223,49.6,49.9,175743,122321,308545,298064,58.96149820172849,41.03850179827151,7.848209271015612,357274,49.8404585836081,50.1595414163919,-2.429376340598374
114,FL-28,Carlos Giménez,(R),159454,181199,342665,46.5,52.9,158889,114744,283595,273633,58.0664612820822,41.9335387179178,6.953172351369325,340653,46.808335755152605,53.191664244847395,-5.461499169053866
115,GA-01,Buddy Carter,(R),144314,189725,338574,42.6,56.0,110607,155973,274027,266580,41.49110961062345,58.508890389376546,-9.62217932008943,334039,43.202739799843734,56.79726020015627,-9.067095124362737
116,GA-02,Sanford Bishop,(D),173621,140787,317280,54.7,44.4,150531,124987,280721,275518,54.63563179175226,45.36436820824773,3.522342861039384,314408,55.22155924785629,44.77844075214371,2.9517243236498203
117,GA-03,Drew Ferguson,(R),132438,248375,385533,34.4,64.4,97676,210579,317474,308255,31.686752850724236,68.31324714927575,-19.42653607998864,380813,34.777699290727995,65.222300709272,-17.492135633478476
118,GA-04,Hank Johnson,(D),278793,73295,355992,78.3,20.6,222980,66892,298597,289872,76.92360766131257,23.07639233868742,25.810318730599697,352088,79.18276112789985,20.81723887210016,26.91292620369338
119,GA-05,Nikema Williams,(D),305738,59840,369993,82.6,16.2,250154,49348,310148,299502,83.52331537018117,16.476684629818834,32.41002643946829,365578,83.63140013895803,16.368599861041965,31.361565214751558
120,GA-06,Rich McCormick,(R),174012,236094,416666,41.8,56.7,113676,201677,330560,315353,36.04722327043028,63.95277672956971,-15.066065660282597,410106,42.4309812585039,57.5690187414961,-9.838853665702572
121,GA-07,Lucy McBath,(D),203070,118944,326147,62.3,36.5,142925,106635,259170,249560,57.27079660201956,42.72920339798045,6.157507671306682,322014,63.06247554454154,36.93752445545846,10.79264062033507
122,GA-08,Austin Scott,(R),117889,209159,330441,35.7,63.3,93873,179794,279771,273667,34.301907062232566,65.69809293776743,-16.81138186848031,327048,36.04639074386634,63.95360925613366,-16.22344418034013
123,GA-09,Andrew Clyde,(R),112848,253355,370973,30.4,68.3,74464,206635,290605,281099,26.490311242658283,73.50968875734172,-24.622977688054593,366203,30.815695119919827,69.18430488008018,-21.454139804286644
124,GA-10,Mike Collins,(R),142395,230837,378086,37.7,61.1,102371,189254,300847,291625,35.103643377625374,64.89635662237463,-16.009645553087502,373232,38.151873365627814,61.84812663437219,-14.117961558578656
125,GA-11,Barry Loudermilk,(R),158591,217159,382041,41.5,56.8,109108,185196,307552,294304,37.073230401217785,62.92676959878221,-14.040058529495091,375750,42.20652029274784,57.79347970725216,-10.063314631458631
126,GA-12,Rick Allen,(R),151146,185743,340948,44.3,54.5,121481,159486,287771,280967,43.23675022333583,56.76324977666416,-7.876538707377044,336889,44.86522266978144,55.134777330218554,-7.404612254425032
127,GA-13,David Scott,(D),274153,66470,344049,79.7,19.3,214727,60920,281922,275647,77.89926971815402,22.100730281845983,26.78598078744114,340623,80.48575698059145,19.514243019408553,28.215922056384976
128,GA-14,Marjorie Taylor Greene,(R),104624,232070,340992,30.7,68.1,73390,191728,273208,265118,27.68201329219442,72.31798670780559,-23.431275638518457,336694,31.073912811039108,68.92608718896089,-21.195922113167363
129,HI-01,Ed Case,(D),178660,96350,279670,63.9,34.5,131565,63534,208431,195099,67.43499454123292,32.56500545876709,16.32170561052005,275010,64.96491036689575,35.03508963310425,12.69507544268928
130,HI-02,Jill Tokuda,(D),187470,100514,294799,63.6,34.1,135326,65313,220506,200639,67.44750522081948,32.55249477918052,16.334216290106603,287984,65.09736652036224,34.90263347963776,12.827531596155772
131,IA-01,Mariannette Miller-Meeks,(R),203400,215742,426927,47.6,50.5,177850,189883,396628,367733,48.36389445603196,51.63610554396805,-2.749394474680919,419142,48.527706600627,51.472293399373,-3.742128323579472
132,IA-02,Ashley Hinson,(R),203246,222312,433378,46.9,51.3,180282,198955,408684,379237,47.53808304569438,52.46191695430562,-3.575205885018498,425558,47.75988231921383,52.24011768078617,-4.509952604992641
133,IA-03,Zach Nunn,(R),205591,207043,420101,48.9,49.3,165874,177109,370226,342983,48.36216372240024,51.63783627759977,-2.7511252083126365,412634,49.82405715476669,50.1759428452333,-2.445777769439779
134,IA-04,Randy Feenstra,(R),146824,252575,406128,36.2,62.2,129663,235036,390493,364699,35.553428992127756,64.44657100787225,-15.55985993858512,399399,36.761233753714954,63.23876624628504,-15.508601170491517
135,ID-01,Russ Fulcher,(R),132085,302868,447457,29.5,67.7,86263,221000,344543,307263,28.074646150040845,71.92535384995915,-23.03864278067203,434953,30.367648918388884,69.63235108161112,-21.902186005817587
136,ID-02,Mike Simpson,(R),154936,251251,419904,36.9,59.8,103499,188058,345881,291557,35.498718946895465,64.50128105310455,-15.614569983817411,406187,38.144007563019,61.855992436981,-14.125827361187469
137,IL-01,Jonathan Jackson,(D),260631,103984,369753,70.5,28.1,258515,86153,359512,344668,75.00406187983799,24.995938120162013,23.890772949125115,364615,71.48115135142548,28.518848648574526,19.21131642721901
138,IL-02,Robin Kelly,(D),231924,98000,334668,69.3,29.3,228009,88360,330104,316369,72.07058845841406,27.929411541585935,20.95729952770119,329924,70.29618942544343,29.703810574556567,18.02635450123696
139,IL-03,Delia Ramirez,(D),207342,84147,297395,69.7,28.3,184409,65684,267054,250093,73.73617014470616,26.263829855293828,22.62288121399329,291489,71.13201527330362,28.867984726696378,18.86218034909715
140,IL-04,Chuy Garcia,(D),175301,62731,242543,72.3,25.9,164935,49530,227807,214465,76.90532254680251,23.09467745319749,25.792033616089633,238032,73.64598037238692,26.354019627613095,21.376145448180445
