"GEO_ID","NAME","P002001","P002002","P002003","P002004","P002005","P002006",
"5001300US3906","Congressional District 6 (113th Congress), Ohio","721032","307769","129796","177973","413263","0",
"5001300US3907","Congressional District 7 (113th Congress), Ohio","721031","428997","293752","135245","292034","0",
"5001300US3908","Congressional District 8 (113th Congress), Ohio","721032","545679","465144","80535","175353","0",
"5001300US3909","Congressional District 9 (113th Congress), Ohio","721032","694889","632550","62339","26143","0",
"5001300US3910","Congressional District 10 (113th Congress), Ohio","721032","664625","633980","30645","56407","0",
"5001300US3911","Congressional District 11 (113th Congress), Ohio","721032","713536","713536","0","7496","0",
"5001300US3912","Congressional District 12 (113th Congress), Ohio","721031","550479","503445","47034","170552","0",
"5001300US3913","Congressional District 13 (113th Congress), Ohio","721031","652137","624320","27817","68894","0",
"5001300US3914","Congressional District 14 (113th Congress), Ohio","721032","548350","477692","70658","172682","0",
"5001300US3915","Congressional District 15 (113th Congress), Ohio","721031","456166","276863","179303","264865","0",
"5001300US3916","Congressional District 16 (113th Congress), Ohio","721031","607913","560535","47378","113118","0",
"5001300US4001","Congressional District 1 (113th Congress), Oklahoma","750270","675964","623366","52598","74306","0",
"5001300US4002","Congressional District 2 (113th Congress), Oklahoma","750270","260107","5104","255003","490163","0",
"5001300US4003","Congressional District 3 (113th Congress), Oklahoma","750270","392695","97346","295349","357575","0",
"5001300US4004","Congressional District 4 (113th Congress), Oklahoma","750270","498758","381412","117346","251512","0",
"5001300US4005","Congressional District 5 (113th Congress), Oklahoma","750271","657505","610344","47161","92766","0",
"5001300US4101","Congressional District 1 (113th Congress), Oregon","766216","673623","548597","125026","92593","0",
"5001300US4102","Congressional District 2 (113th Congress), Oregon","766215","515734","295448","220286","250481","0",
"5001300US4103","Congressional District 3 (113th Congress), Oregon","766215","719439","702009","17430","46776","0",
"5001300US4104","Congressional District 4 (113th Congress), Oregon","766214","549946","358435","191511","216268","0",
"5001300US4105","Congressional District 5 (113th Congress), Oregon","766214","645640","488904","156736","120574","0",
"5001300US4201","Congressional District 1 (113th Congress), Pennsylvania","705688","705688","705688","0","0","0",
"5001300US4202","Congressional District 2 (113th Congress), Pennsylvania","705688","705688","705688","0","0","0",
"5001300US4203","Congressional District 3 (113th Congress), Pennsylvania","705688","418189","254630","163559","287499","0",
"5001300US4204","Congressional District 4 (113th Congress), Pennsylvania","705687","539344","502247","37097","166343","0",
"5001300US4205","Congressional District 5 (113th Congress), Pennsylvania","705688","358049","135971","222078","347639","0",
"5001300US4206","Congressional District 6 (113th Congress), Pennsylvania","705688","628548","628548","0","77140","0",
"5001300US4207","Congressional District 7 (113th Congress), Pennsylvania","705688","618515","614664","3851","87173","0",
"5001300US4208","Congressional District 8 (113th Congress), Pennsylvania","705688","638517","638129","388","67171","0",
"5001300US4209","Congressional District 9 (113th Congress), Pennsylvania","705688","374784","250874","123910","330904","0",
"5001300US4210","Congressional District 10 (113th Congress), Pennsylvania","705687","280769","120007","160762","424918","0",
"5001300US4211","Congressional District 11 (113th Congress), Pennsylvania","705688","458741","382545","76196","246947","0",
"5001300US4212","Congressional District 12 (113th Congress), Pennsylvania","705688","527003","480421","46582","178685","0",
"5001300US4213","Congressional District 13 (113th Congress), Pennsylvania","705687","705687","705687","0","0","0",
"5001300US4214","Congressional District 14 (113th Congress), Pennsylvania","705688","704616","704616","0","1072","0",
"5001300US4215","Congressional District 15 (113th Congress), Pennsylvania","705687","584963","574961","10002","120724","0",
"5001300US4216","Congressional District 16 (113th Congress), Pennsylvania","705688","603149","596070","7079","102539","0",
"5001300US4217","Congressional District 17 (113th Congress), Pennsylvania","705687","565672","418785","146887","140015","0",
"5001300US4218","Congressional District 18 (113th Congress), Pennsylvania","705688","573365","558006","15359","132323","0",
"5001300US4401","Congressional District 1 (113th Congress), Rhode Island","526283","510351","510351","0","15932","0",
"5001300US4402","Congressional District 2 (113th Congress), Rhode Island","526284","444692","441750","2942","81592","0",
"5001300US4501","Congressional District 1 (113th Congress), South Carolina","660766","578094","524057","54037","82672","0",
"5001300US4502","Congressional District 2 (113th Congress), South Carolina","660766","484874","470631","14243","175892","0",
"5001300US4503","Congressional District 3 (113th Congress), South Carolina","660767","333030","220622","112408","327737","0",
"5001300US4504","Congressional District 4 (113th Congress), South Carolina","660766","560975","554023","6952","99791","0",
"5001300US4505","Congressional District 5 (113th Congress), South Carolina","660766","366411","248749","117662","294355","0",
"5001300US4506","Congressional District 6 (113th Congress), South Carolina","660766","368054","277381","90673","292712","0",
"5001300US4507","Congressional District 7 (113th Congress), South Carolina","660767","376371","284582","91789","284396","0",
"5001300US4600","Congressional District (at Large) (113th Congress), South Dakota","814180","461247","243587","217660","352933","0",
"5001300US4701","Congressional District 1 (113th Congress), Tennessee","705123","405169","324283","80886","299954","0",
"5001300US4702","Congressional District 2 (113th Congress), Tennessee","705123","522819","506018","16801","182304","0",
"5001300US4703","Congressional District 3 (113th Congress), Tennessee","705122","442558","359726","82832","262564","0",
"5001300US4704","Congressional District 4 (113th Congress), Tennessee","705123","396028","274108","121920","309095","0",
"5001300US4705","Congressional District 5 (113th Congress), Tennessee","705123","625276","605299","19977","79847","0",
"5001300US4706","Congressional District 6 (113th Congress), Tennessee","705123","340074","160710","179364","365049","0",
"5001300US4707","Congressional District 7 (113th Congress), Tennessee","705123","357571","257210","100361","347552","0",
"5001300US4708","Congressional District 8 (113th Congress), Tennessee","705122","428896","268507","160389","276226","0",
"5001300US4709","Congressional District 9 (113th Congress), Tennessee","705123","694854","694854","0","10269","0",
"5001300US4801","Congressional District 1 (113th Congress), Texas","698488","396754","225963","170791","301734","0",
"5001300US4802","Congressional District 2 (113th Congress), Texas","698488","685317","685317","0","13171","0",
"5001300US4803","Congressional District 3 (113th Congress), Texas","698488","676690","674505","2185","21798","0",
"5001300US4804","Congressional District 4 (113th Congress), Texas","698488","341211","191336","149875","357277","0",
"5001300US4805","Congressional District 5 (113th Congress), Texas","698488","469096","325628","143468","229392","0",
"5001300US4806","Congressional District 6 (113th Congress), Texas","698498","619476","578619","40857","79022","0",
"5001300US4807","Congressional District 7 (113th Congress), Texas","698488","698426","698426","0","62","0",
"5001300US4808","Congressional District 8 (113th Congress), Texas","698488","471795","365839","105956","226693","0",
"5001300US4809","Congressional District 9 (113th Congress), Texas","698488","698277","698277","0","211","0",
"5001300US4810","Congressional District 10 (113th Congress), Texas","698487","541082","449654","91428","157405","0",
"5001300US4811","Congressional District 11 (113th Congress), Texas","698488","500567","337196","163371","197921","0",
"5001300US4812","Congressional District 12 (113th Congress), Texas","698488","604437","548851","55586","94051","0",
"5001300US4813","Congressional District 13 (113th Congress), Texas","698488","481085","296088","184997","217403","0",
"5001300US4814","Congressional District 14 (113th Congress), Texas","698472","604690","545018","59672","93782","0",
"5001300US4815","Congressional District 15 (113th Congress), Texas","698488","605358","558913","46445","93130","0",
"5001300US4816","Congressional District 16 (113th Congress), Texas","698488","687011","687011","0","11477","0",
"5001300US4817","Congressional District 17 (113th Congress), Texas","698487","525846","475646","50200","172641","0",
"5001300US4818","Congressional District 18 (113th Congress), Texas","698488","698075","698075","0","413","0",
"5001300US4819","Congressional District 19 (113th Congress), Texas","698487","518613","347777","170836","179874","0",
"5001300US4820","Congressional District 20 (113th Congress), Texas","698488","695810","695810","0","2678","0",
"5001300US4821","Congressional District 21 (113th Congress), Texas","698488","545871","487153","58718","152617","0",
"5001300US4822","Congressional District 22 (113th Congress), Texas","698504","650206","644434","5772","48298","0",
"5001300US4823","Congressional District 23 (113th Congress), Texas","698488","545454","311116","234338","153034","0",
"5001300US4824","Congressional District 24 (113th Congress), Texas","698488","697724","697724","0","764","0",
"5001300US4825","Congressional District 25 (113th Congress), Texas","698478","471257","341681","129576","227221","0",
"5001300US4826","Congressional District 26 (113th Congress), Texas","698488","652394","623004","29390","46094","0",
"5001300US4827","Congressional District 27 (113th Congress), Texas","698487","523787","383752","140035","174700","0",
"5001300US4828","Congressional District 28 (113th Congress), Texas","698488","577986","483449","94537","120502","0",
"5001300US4829","Congressional District 29 (113th Congress), Texas","698488","698072","698072","0","416","0",
"5001300US4830","Congressional District 30 (113th Congress), Texas","698487","688406","688406","0","10081","0",
"5001300US4831","Congressional District 31 (113th Congress), Texas","698487","601426","584337","17089","97061","0",
"5001300US4832","Congressional District 32 (113th Congress), Texas","698488","697432","697432","0","1056","0",
"5001300US4833","Congressional District 33 (113th Congress), Texas","698488","698346","698346","0","142","0",
"5001300US4834","Congressional District 34 (113th Congress), Texas","698487","586426","459032","127394","112061","0",
"5001300US4835","Congressional District 35 (113th Congress), Texas","698488","670495","659292","11203","27993","0",
"5001300US4836","Congressional District 36 (113th Congress), Texas","698488","473141","406778","66363","225347","0",
"5001300US4901","Congressional District 1 (113th Congress), Utah","690971","590969","532240","58729","100002","0",
"5001300US4902","Congressional District 2 (113th Congress), Utah","690971","601416","469099","132317","89555","0",
"5001300US4903","Congressional District 3 (113th Congress), Utah","690972","647235","600121","47114","43737","0",
"5001300US4904","Congressional District 4 (113th Congress), Utah","690971","663975","641981","21994","26996","0",
"5001300US5000","Congressional District (at Large) (113th Congress), Vermont","625741","243385","108740","134645","382356","0",
"5001300US5101","Congressional District 1 (113th Congress), Virginia","727366","505842","475585","30257","221524","0",
"5001300US5102","Congressional District 2 (113th Congress), Virginia","708087","655471","655471","0","52616","0",
"5001300US5103","Congressional District 3 (113th Congress), Virginia","746645","709387","709387","0","37258","0",
"5001300US5104","Congressional District 4 (113th Congress), Virginia","727366","537024","502902","34122","190342","0",
"5001300US5105","Congressional District 5 (113th Congress), Virginia","727365","256773","131710","125063","470592","0",
"5001300US5106","Congressional District 6 (113th Congress), Virginia","727366","467988","390560","77428","259378","0",
"5001300US5107","Congressional District 7 (113th Congress), Virginia","727366","526436","494522","31914","200930","0",
"5001300US5108","Congressional District 8 (113th Congress), Virginia","727366","725242","725242","0","2124","0",
"5001300US5109","Congressional District 9 (113th Congress), Virginia","727366","303644","167376","136268","423722","0",
"5001300US5110","Congressional District 10 (113th Congress), Virginia","727365","622134","604131","18003","105231","0",
"5001300US5111","Congressional District 11 (113th Congress), Virginia","727366","727153","727153","0","213","0",
"5001300US5301","Congressional District 1 (113th Congress), Washington","672444","541793","492602","49191","130651","0",
"5001300US5302","Congressional District 2 (113th Congress), Washington","672454","573422","505434","67988","99032","0",
"5001300US5303","Congressional District 3 (113th Congress), Washington","672448","490184","421160","69024","182264","0",
"5001300US5304","Congressional District 4 (113th Congress), Washington","672456","498044","352370","145674","174412","0",
"5001300US5305","Congressional District 5 (113th Congress), Washington","672455","520339","455011","65328","152116","0",
"5001300US5306","Congressional District 6 (113th Congress), Washington","672448","514688","394145","120543","157760","0",
"5001300US5307","Congressional District 7 (113th Congress), Washington","672457","661833","661833","0","10624","0",
"5001300US5308","Congressional District 8 (113th Congress), Washington","672463","560599","498766","61833","111864","0",
"5001300US5309","Congressional District 9 (113th Congress), Washington","672460","672286","672286","0","174","0",
"5001300US5310","Congressional District 10 (113th Congress), Washington","672455","618681","587868","30813","53774","0",
"5001300US5401","Congressional District 1 (113th Congress), West Virginia","615991","337507","213978","123529","278484","0",
"5001300US5402","Congressional District 2 (113th Congress), West Virginia","620862","317839","247533","70306","303023","0",
"5001300US5403","Congressional District 3 (113th Congress), West Virginia","616141","247464","153743","93721","368677","0",
"5001300US5501","Congressional District 1 (113th Congress), Wisconsin","710874","601032","502255","98777","109842","0",
"5001300US5502","Congressional District 2 (113th Congress), Wisconsin","710874","538924","447086","91838","171950","0",
"5001300US5503","Congressional District 3 (113th Congress), Wisconsin","710873","372656","196893","175763","338217","0",
"5001300US5504","Congressional District 4 (113th Congress), Wisconsin","710873","710873","710873","0","0","0",
"5001300US5505","Congressional District 5 (113th Congress), Wisconsin","710873","598565","522881","75684","112308","0",
"5001300US5506","Congressional District 6 (113th Congress), Wisconsin","710873","469613","329826","139787","241260","0",
"5001300US5507","Congressional District 7 (113th Congress), Wisconsin","710873","247264","103422","143842","463609","0",
"5001300US5508","Congressional District 8 (113th Congress), Wisconsin","710873","450711","360146","90565","260162","0",
"5001300US5600","Congressional District (at Large) (113th Congress), Wyoming","563626","364993","138136","226857","198633","0",
"5001300US7298","Resident Commissioner District (at Large) (113th Congress), Puerto Rico","3725789","3493256","3379977","113279","232533","0",
