year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
40,2014,California,CA,False,20,106034.0,,141044,Sam Farr,[],True,[],359873.9,[],,,,359873.9,0.0,359873.9,100.0,0.0
41,2014,California,CA,False,21,33470.0,45907.0,79377,Amanda Renteria,David G Valadao,False,True,1215389.38,1366015.78,79377.0,42.16586668682364,57.83413331317636,1215389.38,1366015.78,2581405.16,47.08247271032804,52.91752728967195
42,2014,California,CA,False,22,37289.0,96053.0,133342,"Suzanna \""Sam\"" Aguilera-Marrero",Devin Nunes,False,True,19297.08,638227.29,133342.0,27.96493227940184,72.03506772059815,19297.08,638227.29,657524.37,2.934808332655412,97.06519166734459
43,2014,California,CA,False,23,33726.0,100317.0,134043,Raul Garcia,Kevin Mccarthy,False,True,2545.0,1538176.55,134043.0,25.16058279805734,74.83941720194267,2545.0,1538176.55,1540721.55,0.16518234589501263,99.834817654105
44,2014,California,CA,False,24,103228.0,95566.0,198794,Lois Capps,Chris Mitchum,True,False,1226405.3,251923.49,198794.0,51.92712053683712,48.07287946316287,1226405.3,251923.49,1478328.79,82.958899826337,17.04110017366299
45,2014,California,CA,False,25,,114072.0,114072,[],"['Steve Knight', 'Tony Strickland']",[],"[False, False]",[],"[382588.03, 1305235.5]",,,,0.0,1687823.53,1687823.53,0.0,100.0
46,2014,California,CA,False,26,87176.0,82653.0,169829,Julia Brownley,Jeff Gorell,True,False,2396083.74,1037626.0,169829.0,51.33163358437016,48.66836641562984,2396083.74,1037626.0,3433709.74,69.78119647352604,30.218803526473963
47,2014,California,CA,False,27,75728.0,51852.0,127580,Judy Chu,Jack Orswell,True,False,788305.14,157789.57,127580.0,59.357266029158176,40.642733970841824,788305.14,157789.57,946094.71,83.32201117581558,16.67798882418442
48,2014,California,CA,False,28,91996.0,,120264,Adam B Schiff,[],True,[],467175.94,[],,,,467175.94,0.0,467175.94,100.0,0.0
49,2014,California,CA,False,29,50096.0,17045.0,67141,Tony Cardenas,William O'Callaghan Leader,True,False,545353.08,0,67141.0,74.6131275971463,25.386872402853694,545353.08,0.0,545353.08,100.0,0.0
50,2014,California,CA,False,30,86568.0,45315.0,131883,Brad Sherman,Mark S Reed,True,False,733147.08,9116.06,131883.0,65.63999909010259,34.36000090989741,733147.08,9116.06,742263.14,98.77185602938602,1.2281439706139792
51,2014,California,CA,False,31,51622.0,48162.0,99784,Pete Aguilar,Paul Chabot,False,False,1497569.09,224502.77,99784.0,51.73374488896015,48.26625511103985,1497569.09,224502.77,1722071.86,86.96321708665515,13.036782913344858
52,2014,California,CA,False,32,50353.0,34053.0,84406,Grace F Napolitano,Arturo Enrique Alas,True,False,76686.13,60319.64,84406.0,59.65571167926451,40.344288320735494,76686.13,60319.64,137005.77000000002,55.97291997264057,44.027080027359425
53,2014,California,CA,False,33,108331.0,74700.0,183031,Ted Lieu,Elan Carr,False,False,1686439.43,1526113.05,183031.0,59.187241505537315,40.812758494462685,1686439.43,1526113.05,3212552.48,52.495311454024865,47.504688545975135
54,2014,California,CA,False,34,61621.0,,61621,"['Adrienne Nicole Edwards', 'Xavier Becerra']",[],"[False, True]",[],"[0, 636641.21]",[],,,,636641.21,0.0,636641.21,100.0,0.0
55,2014,California,CA,False,35,62255.0,,62255,"['Christina Gagnier', 'Norma J Torres']",[],"[False, False]",[],"[61533.28, 134873.75]",[],,,,196407.03,0.0,196407.03,100.0,0.0
56,2014,California,CA,False,36,72682.0,61457.0,134139,Raul Ruiz,Brian Nestande,True,False,2251391.28,1016724.39,134139.0,54.18409262034159,45.81590737965841,2251391.28,1016724.39,3268115.67,68.8895837031374,31.110416296862592
57,2014,California,CA,False,37,96787.0,18051.0,114838,Karen Bass,R Adam King,True,False,574135.22,14585.0,114838.0,84.281335446455,15.718664553544995,574135.22,14585.0,588720.22,97.52259231048663,2.4774076895133654
58,2014,California,CA,False,38,58192.0,40288.0,98480,Linda T Sanchez,Benjamin Campos,True,False,332989.91,6140.0,98480.0,59.090170593013816,40.90982940698619,332989.91,6140.0,339129.91,98.18948437783031,1.8105156221696874
59,2014,California,CA,False,39,41906.0,91319.0,133225,Peter O Anderson,Edward R Royce,False,True,1279.0,2005523.8,133225.0,31.455057234002627,68.54494276599738,1279.0,2005523.8,2006802.8,0.0637332178328633,99.93626678216714
60,2014,California,CA,False,40,49379.0,,49379,"['David Sanchez', 'Lucille Roybal-Allard']",[],"[False, True]",[],"[0, 160846.65]",[],,,,160846.65,0.0,160846.65,100.0,0.0
61,2014,California,CA,False,41,46948.0,35936.0,82884,Mark Takano,Steve Adams,True,False,981913.21,225908.99,82884.0,56.64301915930699,43.35698084069301,981913.21,225908.99,1207822.2,81.29617173786009,18.703828262139908
62,2014,California,CA,False,42,38850.0,74540.0,113390,Tim Sheridan,Ken Calvert,False,True,62537.52,543163.2,113390.0,34.26228062439369,65.73771937560632,62537.52,543163.2,605700.72,10.324821803084532,89.67517819691547
63,2014,California,CA,False,43,69681.0,28521.0,98202,Maxine Waters,John Wood Jr,True,False,333104.02,8673.0,98202.0,70.95680332376124,29.043196676238775,333104.02,8673.0,341777.02,97.46238058954344,2.53761941045656
64,2014,California,CA,False,44,59670.0,,68862,Janice Hahn,[],True,[],218627.33,[],,,,218627.33,0.0,218627.33,100.0,0.0
65,2014,California,CA,False,45,56819.0,106083.0,162902,Drew E Leavens,Mimi Walters,False,False,26936.89,817863.95,162902.0,34.87925255675191,65.12074744324808,26936.89,817863.95,844800.84,3.1885491496433644,96.81145085035664
66,2014,California,CA,False,46,49738.0,33577.0,83315,Loretta Sanchez,Adam Nick,True,False,718983.13,6712.46,83315.0,59.69873372141872,40.30126627858129,718983.13,6712.46,725695.59,99.07503089553018,0.9249691044698232
67,2014,California,CA,False,47,69091.0,54309.0,123400,Alan S Lowenthal,Andy Whallon,True,False,361717.37,3227.0,123400.0,55.989465153970826,44.010534846029174,361717.37,3227.0,364944.37,99.11575564242845,0.8842443575715389
