,year,state,state_po,special,district,dem,rep,dem_2p_pct,dem_2p_12
206,2012,MICHIGAN,MI,False,MI-09,208846.0,114760.0,64.53712230304754,57.72678638558746
207,2012,MICHIGAN,MI,False,MI-10,97734.0,226075.0,30.182607648335903,44.1645193732482
208,2012,MICHIGAN,MI,False,MI-11,158879.0,181788.0,46.63762559919217,47.283614934563424
209,2012,MICHIGAN,MI,False,MI-12,216884.0,92472.0,70.10822482835309,66.88624614428893
210,2012,MICHIGAN,MI,False,MI-13,235336.0,38769.0,85.85615001550501,85.63441347067439
211,2012,MICHIGAN,MI,False,MI-14,270450.0,51395.0,84.03113299880377,81.31486859645781
212,2012,MINNESOTA,MN,False,MN-01,193211.0,142164.0,57.610436079016026,50.69280594590252
213,2012,MINNESOTA,MN,False,MN-02,164338.0,193587.0,45.91408814695816,50.030591968119374
214,2012,MINNESOTA,MN,False,MN-03,159937.0,222335.0,41.838533818851495,50.41669304498664
215,2012,MINNESOTA,MN,False,MN-04,216685.0,109659.0,66.39772755129556,63.77151325502985
216,2012,MINNESOTA,MN,False,MN-05,262102.0,88753.0,74.7037950150347,75.39159652792648
217,2012,MINNESOTA,MN,False,MN-06,174944.0,179240.0,49.393535563435954,42.37664266300541
218,2012,MINNESOTA,MN,False,MN-07,197791.0,114151.0,63.40633835777164,45.03419855890564
219,2012,MINNESOTA,MN,False,MN-08,191976.0,160520.0,54.46189460305932,52.79641994922796
220,2012,MISSISSIPPI,MS,False,MS-01,114076.0,186760.0,37.91966387001556,37.430393588309286
221,2012,MISSISSIPPI,MS,False,MS-02,214978.0,99160.0,68.43425500894512,66.76403646498947
222,2012,MISSISSIPPI,MS,False,MS-03,0.0,234717.0,0.0,39.43905940417858
223,2012,MISSISSIPPI,MS,False,MS-04,82344.0,182998.0,31.03315720843289,31.60651980746601
224,2012,MISSOURI,MO,False,MO-01,267927.0,60832.0,81.496476142098,80.86873701223736
225,2012,MISSOURI,MO,False,MO-02,146272.0,236971.0,38.16690715812161,42.03493740074602
226,2012,MISSOURI,MO,False,MO-03,111189.0,214843.0,34.10370761152279,36.76958098551929
227,2012,MISSOURI,MO,False,MO-04,113120.0,192237.0,37.04516352990107,37.287144722930535
228,2012,MISSOURI,MO,False,MO-05,200290.0,122149.0,62.11717565182872,59.94231284005498
229,2012,MISSOURI,MO,False,MO-06,108503.0,216906.0,33.34357685251484,38.70191374558441
230,2012,MISSOURI,MO,False,MO-07,98498.0,203565.0,32.60842936738362,30.995324818570374
231,2012,MISSOURI,MO,False,MO-08,73755.0,216083.0,25.446973826758395,32.684986317134694
232,2012,MONTANA,MT,False,MT-AL,204939.0,255468.0,44.51257257165943,42.96576813611854
233,2012,NEBRASKA,NE,False,NE-01,81206.0,174889.0,31.709326617075696,41.517630595580435
234,2012,NEBRASKA,NE,False,NE-02,129767.0,133964.0,49.20430286921143,46.40309528972688
235,2012,NEBRASKA,NE,False,NE-03,65266.0,187423.0,25.828587710584948,28.372243073751463
236,2012,NEVADA,NV,False,NV-01,113967.0,56521.0,66.84752006006288,66.95268941081851
237,2012,NEVADA,NV,False,NV-02,102019.0,162213.0,38.6096309303945,45.8767686561178
238,2012,NEVADA,NV,False,NV-03,116823.0,137244.0,45.981178193153774,50.40593530148275
239,2012,NEVADA,NV,False,NV-04,120501.0,101261.0,54.33798396479108,55.45804916603518
240,2012,NEW HAMPSHIRE,NH,False,NH-01,171650.0,158659.0,51.966491981750416,50.81246968661276
241,2012,NEW HAMPSHIRE,NH,False,NH-02,169275.0,152977.0,52.528766307113685,54.887983119638406
242,2012,NEW JERSEY,NJ,False,NJ-01,210470.0,92459.0,69.47832660458391,65.78656160787074
243,2012,NEW JERSEY,NJ,False,NJ-02,116462.0,166677.0,41.13244731386351,54.122606482157046
244,2012,NEW JERSEY,NJ,False,NJ-03,145506.0,174253.0,45.50489587470564,52.31203485365148
245,2012,NEW JERSEY,NJ,False,NJ-04,107991.0,195145.0,35.624604138076634,45.16548603450424
246,2012,NEW JERSEY,NJ,False,NJ-05,130100.0,167501.0,43.716250953457816,48.47949915021611
247,2012,NEW JERSEY,NJ,False,NJ-06,151782.0,84360.0,64.27573239830272,62.159653347637686
248,2012,NEW JERSEY,NJ,False,NJ-07,123057.0,175662.0,41.19490223253292,46.89340663263485
249,2012,NEW JERSEY,NJ,False,NJ-08,130853.0,31763.0,80.46748167461996,79.03577831475563
250,2012,NEW JERSEY,NJ,False,NJ-09,162822.0,55091.0,74.71880980024139,68.94790724725435
251,2012,NEW JERSEY,NJ,False,NJ-10,201435.0,24271.0,89.24663057251469,88.41513390582658
252,2012,NEW JERSEY,NJ,False,NJ-11,123897.0,182237.0,40.47149287566882,47.07977700220003
253,2012,NEW JERSEY,NJ,False,NJ-12,189926.0,80906.0,70.12686831689018,67.22211105043769
254,2012,NEW MEXICO,NM,False,NM-01,162924.0,112473.0,59.15968583535768,58.250268993962585
