year,state,state_po,special,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
67,2016,Vermont,VT,False,192243.0,103637.0,320467.0,Patrick J. Leahy,Scott Milne,True,False,2489178.11,94577.0,295880.0,64.97329998648101,35.026700013519,2489178.11,94577.0,2583755.11,96.33955247407329,3.6604475259267124
68,2016,Washington,WA,False,1913979.0,1329338.0,3243317.0,Patty Murray,Chris Vance,True,False,6164164.35,441019.0,3243317.0,59.01301044578745,40.986989554212556,6164164.35,441019.0,6605183.35,93.32313765370344,6.6768623462965655
69,2016,Wisconsin,WI,False,1380335.0,1479471.0,2948741.0,Russ Feingold,Ron Johnson,False,True,23148551.0,14640881.63,2859806.0,48.26673557576983,51.73326442423017,23148551.0,14640881.63,37789432.63,61.2566778301482,38.7433221698518
70,2018,Arizona,AZ,False,1191100.0,1135200.0,2384308.0,Kyrsten Sinema,Martha Mcsally,False,False,18692195.36,16892830.21,2326300.0,51.20147874306839,48.79852125693161,18692195.36,16892830.21,35585025.57,52.528261707245974,47.471738292754026
71,2018,California,CA,False,11113364.0,,11113364.0,"['Dianne Feinstein', 'Kevin De Leon']",[],"[True, False]",[],"[5142725.39, 1594165.04]",[],,,,6736890.43,0.0,6736890.43,100.0,0.0
72,2018,Connecticut,CT,False,787685.0,545717.0,1386840.0,Christopher S Murphy,Matthew Corey,True,False,10749015.64,170543.61,1333402.0,59.07333272336474,40.92666727663526,10749015.64,170543.61,10919559.25,98.4381822920188,1.561817707981208
73,2018,Delaware,DE,False,217385.0,137127.0,362592.0,Thomas R Carper,Robert B Arlett,True,False,1260577.33,199552.0,354512.0,61.31950399422305,38.68049600577695,1260577.33,199552.0,1460129.33,86.33326542382379,13.666734576176207
74,2018,Florida,FL,False,4089472.0,4099505.0,8190005.0,Bill Nelson,Rick Scott,True,False,25495018.04,18341671.21,8188977.0,49.938740821961034,50.061259178038966,25495018.04,18341671.21,43836689.25,58.15908654643667,41.84091345356333
75,2018,Hawaii,HI,False,276316.0,112035.0,388351.0,Mazie K. Hirono,Ron Curtis,True,False,1908750.81,5285.0,388351.0,71.15109784705074,28.848902152949265,1908750.81,5285.0,1914035.81,99.72388186404935,0.27611813595065393
76,2018,Indiana,IN,False,1023553.0,1158000.0,2282565.0,Joe Donnelly,Mike Braun,True,False,10595662.29,6375844.41,2181553.0,46.91854839190246,53.08145160809753,10595662.29,6375844.41,16971506.7,62.432066152382326,37.56793384761767
77,2018,Maine,ME,False,66268.0,223502.0,634409.0,Zak Ringelstein,Eric L. Brakey,False,False,129458.3,924143.68,289770.0,22.86917210201194,77.13082789798807,129458.3,924143.68,1053601.98,12.287211153494605,87.71278884650539
78,2018,Maryland,MD,False,1491614.0,697017.0,2299889.0,Ben Cardin,Tony Campbell,True,False,2444480.75,178863.5,2188631.0,68.15283161026231,31.847168389737696,2444480.75,178863.5,2623344.25,93.181851752777,6.818148247222987
79,2018,Massachusetts,MA,False,1633371.0,979210.0,2707090.0,Elizabeth A. Warren,Geoff Diehl,True,False,21286956.58,2989978.56,2612581.0,62.519439588667304,37.4805604113327,21286956.58,2989978.56,24276935.139999997,87.68387136696862,12.316128633031395
80,2018,Michigan,MI,False,2214478.0,1938818.0,4237271.0,Debbie Stabenow,John James,True,False,9550645.22,11952393.98,4153296.0,53.31856915567781,46.6814308443222,9550645.22,11952393.98,21503039.200000003,44.41532720639787,55.58467279360212
81,2018,Minnesota,MN,False,1566174.0,940437.0,2596879.0,Amy Klobuchar,Jim Newberger,True,False,6031518.94,246768.76,2506611.0,62.48173330444972,37.51826669555028,6031518.94,246768.76,6278287.7,96.06948945649624,3.9305105435037646
82,2018,Minnesota,MN,True,1370540.0,1095777.0,2587356.0,Tina Smith,Karin Housley,True,False,7313957.35,3829946.46,2466317.0,55.57030989933573,44.429690100664274,7313957.35,3829946.46,11143903.809999999,65.63191386699523,34.36808613300477
83,2018,Mississippi,MS,False,369567.0,547619.0,936215.0,David Baria,Roger F. Wicker,False,True,871838.22,3429620.6,917186.0,40.29357186001531,59.70642813998469,871838.22,3429620.6,4301458.82,20.268431164476425,79.73156883552357
84,2018,Mississippi,MS,True,420819.0,486769.0,907588.0,Mike Espy,Cindy Hyde-Smith,False,False,6412012.12,3325210.39,907588.0,46.36674350035479,53.63325649964521,6412012.12,3325210.39,9737222.51,65.85052476119291,34.14947523880709
85,2018,Missouri,MO,False,1112935.0,1254927.0,2442289.0,Claire Mccaskill,Josh Hawley,True,False,32029648.51,9314786.77,2367862.0,47.001683375129126,52.99831662487088,32029648.51,9314786.77,41344435.28,77.47027693831885,22.529723061681153
86,2018,Montana,MT,False,253876.0,235963.0,504384.0,Jon Tester,Matt Rosendale,True,False,15034106.42,4549340.98,489839.0,51.828457921888614,48.17154207811138,15034106.42,4549340.98,19583447.4,76.7694579658125,23.23054203418751
87,2018,Nebraska,NE,False,269917.0,403151.0,698883.0,Jane Raybould,Deb Fischer,False,True,1859140.17,2294909.33,673068.0,40.102485930099185,59.897514069900815,1859140.17,2294909.33,4154049.5,44.754887249176974,55.245112750823026
88,2018,Nevada,NV,False,490071.0,441202.0,972132.0,Jacky Rosen,Dean Heller,False,True,22909611.89,8687150.0,931273.0,52.6237741242364,47.37622587576361,22909611.89,8687150.0,31596761.89,72.50620164736128,27.49379835263872
89,2018,New Jersey,NJ,False,1711654.0,1357355.0,3169310.0,Robert Menendez,Bob Hugin,True,False,6322437.03,2938411.51,3069009.0,55.77220529493396,44.22779470506603,6322437.03,2938411.51,9260848.54,68.27060179951935,31.72939820048067
90,2018,New Mexico,NM,False,376998.0,212813.0,697012.0,Martin T Heinrich,Mick Rich,True,False,3944623.76,638773.49,589811.0,63.918441670297774,36.081558329702226,3944623.76,638773.49,4583397.25,86.06331820790788,13.936681792092099
91,2018,New York,NY,False,3755489.0,1730439.0,6055151.0,Kirsten E. Gillibrand,Chele Chiavacci Farley,True,False,16290311.45,1126578.28,5485928.0,68.45676793424923,31.54323206575077,16290311.45,1126578.28,17416889.73,93.5316908043604,6.4683091956396055
92,2018,North Dakota,ND,False,144376.0,179720.0,326138.0,Heidi Heitkamp,Kevin Cramer,True,False,25588061.79,3721721.43,324096.0,44.54729462875198,55.45270537124802,25588061.79,3721721.43,29309783.22,87.30211887933575,12.697881120664256
93,2018,Ohio,OH,False,2355923.0,2053963.0,4410898.0,Sherrod Brown,Jim Renacci,True,False,17427954.58,1928213.96,4409886.0,53.42367126950675,46.57632873049326,17427954.58,1928213.96,19356168.54,90.03824565788783,9.96175434211217
