"GEO_ID","NAME","B05003E_001E","B05003E_001M","B05003E_002E","B05003E_002M","B05003E_003E","B05003E_003M","B05003E_004E","B05003E_004M","B05003E_005E","B05003E_005M","B05003E_006E","B05003E_006M","B05003E_007E","B05003E_007M","B05003E_008E","B05003E_008M","B05003E_009E","B05003E_009M","B05003E_010E","B05003E_010M","B05003E_011E","B05003E_011M","B05003E_012E","B05003E_012M","B05003E_013E","B05003E_013M","B05003E_014E","B05003E_014M","B05003E_015E","B05003E_015M","B05003E_016E","B05003E_016M","B05003E_017E","B05003E_017M","B05003E_018E","B05003E_018M","B05003E_019E","B05003E_019M","B05003E_020E","B05003E_020M","B05003E_021E","B05003E_021M","B05003E_022E","B05003E_022M","B05003E_023E","B05003E_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US5309","Congressional District 9 (114th Congress), Washington","8097","969","4241","520","1344","299","1248","280","96","98","0","28","96","98","2897","325","2107","311","790","223","416","165","374","136","3856","545","1169","219","1110","225","59","54","0","28","59","54","2687","421","1833","337","854","217","494","172","360","130",
"5001400US5310","Congressional District 10 (114th Congress), Washington","11260","693","5555","429","1815","253","1796","252","19","25","11","19","8","16","3740","291","3304","320","436","157","88","68","348","144","5705","405","1876","195","1719","214","157","103","47","65","110","84","3829","308","3094","335","735","247","308","130","427","189",
"5001400US5401","Congressional District 1 (114th Congress), West Virginia","278","162","176","106","70","69","70","69","0","27","0","27","0","27","106","72","90","68","16","23","0","27","16","23","102","87","9","14","9","14","0","27","0","27","0","27","93","77","90","77","3","5","0","27","3","5",
"5001400US5402","Congressional District 2 (114th Congress), West Virginia","139","94","118","90","34","45","34","45","0","27","0","27","0","27","84","76","84","76","0","27","0","27","0","27","21","22","21","22","21","22","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"5001400US5403","Congressional District 3 (114th Congress), West Virginia","228","140","96","105","28","34","28","34","0","27","0","27","0","27","68","76","68","76","0","27","0","27","0","27","132","77","0","27","0","27","0","27","0","27","0","27","132","77","117","76","15","21","0","27","15","21",
"5001400US5501","Congressional District 1 (114th Congress), Wisconsin","221","131","130","90","33","35","33","35","0","20","0","20","0","20","97","84","85","81","12","15","9","14","3","6","91","73","19","21","19","21","0","20","0","20","0","20","72","55","72","55","0","20","0","20","0","20",
"5001400US5502","Congressional District 2 (114th Congress), Wisconsin","142","91","77","51","12","17","12","17","0","20","0","20","0","20","65","40","46","35","19","29","10","14","9","15","65","58","29","27","27","27","2","3","2","3","0","20","36","36","36","36","0","20","0","20","0","20",
"5001400US5503","Congressional District 3 (114th Congress), Wisconsin","286","133","135","91","1","3","1","3","0","20","0","20","0","20","134","91","134","91","0","20","0","20","0","20","151","82","3","4","3","4","0","20","0","20","0","20","148","82","148","82","0","20","0","20","0","20",
"5001400US5504","Congressional District 4 (114th Congress), Wisconsin","204","67","100","23","6","10","6","10","0","20","0","20","0","20","94","22","94","22","0","20","0","20","0","20","104","57","35","35","35","35","0","20","0","20","0","20","69","33","59","28","10","18","5","9","5","10",
"5001400US5505","Congressional District 5 (114th Congress), Wisconsin","49","46","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","49","46","11","25","11","25","0","20","0","20","0","20","38","37","28","31","10","16","0","20","10","16",
"5001400US5506","Congressional District 6 (114th Congress), Wisconsin","164","70","84","49","30","23","30","23","0","20","0","20","0","20","54","43","49","44","5","7","0","20","5","7","80","39","20","14","18","14","2","4","0","20","2","4","60","34","60","34","0","20","0","20","0","20",
"5001400US5507","Congressional District 7 (114th Congress), Wisconsin","140","48","83","38","2","4","1","4","1","2","0","20","1","2","81","37","52","33","29","18","7","10","22","12","57","22","11","12","6","7","5","10","5","10","0","20","46","20","18","17","28","8","0","20","28","8",
"5001400US5508","Congressional District 8 (114th Congress), Wisconsin","97","58","34","21","14","11","4","5","10","10","10","10","0","20","20","16","17","14","3","7","0","20","3","7","63","52","5","7","5","7","0","20","0","20","0","20","58","50","47","45","11","23","11","23","0","20",
"5001400US5600","Congressional District (at Large) (114th Congress), Wyoming","332","190","246","194","23","19","7","8","16","18","10","17","6","7","223","195","206","191","17","16","14","15","3","6","86","46","15","13","10","13","5","7","0","27","5","7","71","42","61","40","10","13","10","13","0","27",
"5001400US7298","Resident Commissioner District (at Large) (114th Congress), Puerto Rico","129","73","62","50","7","11","7","11","0","30","0","30","0","30","55","49","55","49","0","30","0","30","0","30","67","49","0","30","0","30","0","30","0","30","0","30","67","49","56","46","11","18","11","18","0","30",
