"GEO_ID","NAME","B05003F_001E","B05003F_001M","B05003F_002E","B05003F_002M","B05003F_003E","B05003F_003M","B05003F_004E","B05003F_004M","B05003F_005E","B05003F_005M","B05003F_006E","B05003F_006M","B05003F_007E","B05003F_007M","B05003F_008E","B05003F_008M","B05003F_009E","B05003F_009M","B05003F_010E","B05003F_010M","B05003F_011E","B05003F_011M","B05003F_012E","B05003F_012M","B05003F_013E","B05003F_013M","B05003F_014E","B05003F_014M","B05003F_015E","B05003F_015M","B05003F_016E","B05003F_016M","B05003F_017E","B05003F_017M","B05003F_018E","B05003F_018M","B05003F_019E","B05003F_019M","B05003F_020E","B05003F_020M","B05003F_021E","B05003F_021M","B05003F_022E","B05003F_022M","B05003F_023E","B05003F_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US4102","Congressional District 2 (114th Congress), Oregon","21470","2261","12172","1282","4230","719","3499","598","731","339","85","104","646","336","7942","827","2941","440","5001","675","1084","245","3917","630","9298","1132","3021","584","2645","507","376","182","42","53","334","163","6277","713","2619","371","3658","537","957","250","2701","447",
"5001400US4103","Congressional District 3 (114th Congress), Oregon","26460","2459","14375","1524","4878","768","4418","754","460","194","7","17","453","196","9497","1055","2823","526","6674","968","1309","269","5365","964","12085","1112","4325","624","3686","569","639","268","22","32","617","267","7760","674","2349","345","5411","656","934","262","4477","583",
"5001400US4104","Congressional District 4 (114th Congress), Oregon","13067","1202","7005","639","1957","294","1746","277","211","122","0","28","211","122","5048","511","2136","381","2912","432","784","217","2128","435","6062","703","1798","384","1632","337","166","116","0","28","166","116","4264","489","1797","336","2467","396","454","166","2013","361",
"5001400US4105","Congressional District 5 (114th Congress), Oregon","41592","2648","22071","1566","8093","797","7184","817","909","289","51","57","858","288","13978","989","3704","434","10274","922","2159","432","8115","926","19521","1460","7746","740","6892","738","854","406","81","70","773","397","11775","900","4111","547","7664","836","1369","326","6295","809",
"5001400US4201","Congressional District 1 (114th Congress), Pennsylvania","47357","3264","23830","1949","8730","1070","8167","1011","563","223","221","180","342","159","15100","1194","11266","1012","3834","743","1127","292","2707","630","23527","1604","7755","740","7305","706","450","205","38","40","412","204","15772","1144","12544","1003","3228","593","1107","266","2121","512",
"5001400US4202","Congressional District 2 (114th Congress), Pennsylvania","15862","1977","7721","1021","2462","539","2379","524","83","60","18","28","65","54","5259","830","4269","709","990","291","277","118","713","265","8141","1265","2498","744","2432","733","66","55","27","34","39","44","5643","743","4627","664","1016","273","340","167","676","213",
"5001400US4203","Congressional District 3 (114th Congress), Pennsylvania","3554","502","2042","310","753","176","733","171","20","22","0","24","20","22","1289","228","971","169","318","145","154","66","164","115","1512","275","508","163","475","159","33","48","33","48","0","24","1004","174","823","175","181","77","66","41","115","66",
"5001400US4204","Congressional District 4 (114th Congress), Pennsylvania","16676","1512","8851","902","2840","498","2723","482","117","103","75","95","42","42","6011","556","3652","483","2359","364","486","147","1873","365","7825","757","2991","436","2797","418","194","97","88","70","106","67","4834","437","3134","427","1700","272","376","96","1324","258",
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","2440","342","1621","270","169","65","163","65","6","7","4","5","2","5","1452","253","894","169","558","208","102","57","456","198","819","181","141","66","129","67","12","12","5","9","7","9","678","170","448","141","230","102","165","96","65","40",
"5001400US4206","Congressional District 6 (114th Congress), Pennsylvania","12984","1299","6554","741","2320","352","2202","349","118","77","74","57","44","45","4234","617","2707","399","1527","455","444","161","1083","422","6430","733","2394","383","2128","338","266","137","81","62","185","116","4036","471","2826","390","1210","361","500","187","710","310",
"5001400US4207","Congressional District 7 (114th Congress), Pennsylvania","3482","742","1863","343","571","165","460","157","111","73","46","47","65","56","1292","258","800","176","492","142","186","95","306","142","1619","466","574","214","463","188","111","73","42","35","69","66","1045","300","479","178","566","212","206","109","360","168",
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","6332","1025","3368","618","1288","330","1177","316","111","100","23","34","88","96","2080","473","928","233","1152","448","348","152","804","413","2964","542","1035","256","885","239","150","126","22","27","128","120","1929","352","885","210","1044","287","370","135","674","221",
"5001400US4209","Congressional District 9 (114th Congress), Pennsylvania","2364","492","1455","328","314","140","234","114","80","102","0","24","80","102","1141","265","715","169","426","225","50","49","376","223","909","239","276","120","232","107","44","36","2","3","42","36","633","166","474","120","159","88","48","38","111","75",
"5001400US4210","Congressional District 10 (114th Congress), Pennsylvania","5001","710","3129","449","848","261","807","256","41","28","24","22","17","19","2281","345","1371","300","910","200","255","83","655","185","1872","407","545","161","482","162","63","42","12","13","51","42","1327","325","914","281","413","127","300","120","113","51",
"5001400US4211","Congressional District 11 (114th Congress), Pennsylvania","11040","1225","5498","762","1780","394","1587","348","193","168","33","48","160","162","3718","487","1610","258","2108","424","520","216","1588","404","5542","697","1799","403","1488","363","311","140","34","31","277","138","3743","395","1977","260","1766","337","674","201","1092","278",
"5001400US4212","Congressional District 12 (114th Congress), Pennsylvania","2149","415","1264","246","393","139","393","139","0","24","0","24","0","24","871","188","645","152","226","130","73","98","153","90","885","239","324","130","300","127","24","23","21","23","3","5","561","153","294","109","267","134","115","77","152","97",
"5001400US4213","Congressional District 13 (114th Congress), Pennsylvania","31446","2365","15655","1260","4808","563","4324","549","484","187","190","178","294","129","10847","1051","6620","798","4227","715","1047","332","3180","640","15791","1422","5118","676","4777","610","341","191","48","49","293","183","10673","913","7114","715","3559","634","1395","354","2164","456",
"5001400US4214","Congressional District 14 (114th Congress), Pennsylvania","3164","520","1791","338","553","235","523","228","30","29","16","19","14","22","1238","276","880","230","358","156","87","74","271","142","1373","271","411","150","382","135","29","40","5","7","24","39","962","168","666","142","296","131","137","94","159","104",
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","35447","2491","18106","1515","6163","767","5610","700","553","222","74","81","479","226","11943","1150","8222","1048","3721","629","1476","315","2245","563","17341","1310","5383","643","5302","644","81","52","29","34","52","45","11958","889","8412","759","3546","511","1800","400","1746","378",
"5001400US4216","Congressional District 16 (114th Congress), Pennsylvania","38098","2307","19658","1281","7217","634","6574","626","643","223","139","97","504","218","12441","856","8749","848","3692","477","1169","239","2523","400","18440","1298","6291","737","5872","685","419","205","67","58","352","194","12149","781","7997","790","4152","511","1314","245","2838","458",
"5001400US4217","Congressional District 17 (114th Congress), Pennsylvania","9898","1179","5197","684","1703","393","1528","358","175","152","121","141","54","66","3494","454","2185","370","1309","270","414","124","895","249","4701","650","1379","343","1311","348","68","46","39","39","29","25","3322","420","1757","289","1565","294","757","208","808","223",
"5001400US4218","Congressional District 18 (114th Congress), Pennsylvania","1853","385","1086","308","271","119","243","116","28","30","16","25","12","17","815","262","519","193","296","205","78","60","218","182","767","203","330","136","302","135","28","30","18","19","10","16","437","129","280","94","157","79","86","60","71","56",
"5001400US4401","Congressional District 1 (114th Congress), Rhode Island","34539","2162","17130","1273","4996","675","4558","640","438","196","127","84","311","137","12134","944","4165","511","7969","855","2863","460","5106","734","17409","1247","4941","577","4196","552","745","252","116","69","629","230","12468","878","4738","500","7730","733","3485","468","4245","517",
"5001400US4402","Congressional District 2 (114th Congress), Rhode Island","27455","2080","14000","1212","4474","630","3958","582","516","228","90","71","426","219","9526","869","3102","474","6424","730","2273","403","4151","625","13455","1134","4050","535","3699","515","351","145","127","83","224","132","9405","799","3195","389","6210","663","2726","474","3484","446",
"5001400US4501","Congressional District 1 (114th Congress), South Carolina","13421","1778","7470","976","2084","472","1837","414","247","211","38","55","209","203","5386","734","1005","267","4381","668","587","188","3794","636","5951","968","1950","453","1553","379","397","177","0","29","397","177","4001","625","1175","290","2826","566","393","173","2433","569",
"5001400US4502","Congressional District 2 (114th Congress), South Carolina","10933","1230","6219","812","1613","361","1491","346","122","92","51","58","71","67","4606","639","1456","313","3150","551","420","184","2730","517","4714","671","2097","455","1889","503","208","148","28","44","180","134","2617","333","847","195","1770","288","273","125","1497","241",
"5001400US4503","Congressional District 3 (114th Congress), South Carolina","9599","1122","5464","678","1889","391","1656","354","233","134","0","29","233","134","3575","439","628","169","2947","407","335","139","2612","373","4135","645","1605","396","1429","374","176","104","7","15","169","102","2530","386","667","204","1863","336","213","113","1650","323",
"5001400US4504","Congressional District 4 (114th Congress), South Carolina","10110","1252","5566","803","1661","359","1343","314","318","176","89","72","229","158","3905","635","830","228","3075","614","519","176","2556","535","4544","663","1636","351","1466","341","170","101","37","49","133","93","2908","435","960","314","1948","329","581","184","1367","265",
"5001400US4505","Congressional District 5 (114th Congress), South Carolina","8032","1036","4397","642","1241","343","1066","317","175","104","24","39","151","94","3156","497","591","203","2565","501","408","183","2157","520","3635","544","1500","332","1441","329","59","73","0","29","59","73","2135","334","687","225","1448","272","316","152","1132","265",
"5001400US4506","Congressional District 6 (114th Congress), South Carolina","11413","1421","7023","908","1842","458","1590","415","252","136","29","26","223","129","5181","701","1474","337","3707","605","281","115","3426","615","4390","726","1422","307","1306","312","116","75","1","2","115","75","2968","531","1060","262","1908","411","261","126","1647","363",
"5001400US4507","Congressional District 7 (114th Congress), South Carolina","10476","1268","6181","840","1717","321","1291","317","426","154","12","22","414","157","4464","659","837","331","3627","586","390","173","3237","581","4295","619","1852","366","1532","321","320","156","0","29","320","156","2443","364","863","363","1580","301","278","159","1302","258",
"5001400US4600","Congressional District (at Large) (114th Congress), South Dakota","7199","590","4151","374","1161","230","1062","219","99","59","26","41","73","46","2990","316","1405","242","1585","287","327","130","1258","266","3048","381","1112","211","1071","208","41","32","9","17","32","27","1936","248","885","222","1051","247","173","84","878","225",
"5001400US4701","Congressional District 1 (114th Congress), Tennessee","7098","884","4018","585","1481","323","1382","336","99","79","34","55","65","60","2537","392","718","286","1819","337","276","146","1543","313","3080","512","1208","288","1119","267","89","76","7","14","82","76","1872","319","549","190","1323","271","189","103","1134","248",
"5001400US4702","Congressional District 2 (114th Congress), Tennessee","4801","962","2817","609","656","232","558","209","98","94","0","29","98","94","2161","469","873","286","1288","424","340","229","948","307","1984","461","670","241","625","234","45","57","0","29","45","57","1314","281","676","223","638","203","152","101","486","180",
"5001400US4703","Congressional District 3 (114th Congress), Tennessee","5031","870","2541","546","670","248","526","213","144","105","14","23","130","102","1871","391","522","174","1349","341","139","99","1210","325","2490","467","1011","285","858","241","153","96","13","22","140","94","1479","257","659","200","820","275","175","105","645","235",
"5001400US4704","Congressional District 4 (114th Congress), Tennessee","8133","884","4462","581","1349","268","1051","251","298","139","133","127","165","84","3113","460","722","215","2391","444","347","131","2044","427","3671","459","1581","274","1406","259","175","111","0","29","175","111","2090","302","751","187","1339","281","270","110","1069","253",
"5001400US4705","Congressional District 5 (114th Congress), Tennessee","29478","1938","16035","1131","5342","559","4578","543","764","243","51","46","713","240","10693","873","1195","260","9498","865","1099","270","8399","888","13443","1123","5175","636","4202","538","973","373","52","67","921","364","8268","633","1329","298","6939","671","597","231","6342","654",
"5001400US4706","Congressional District 6 (114th Congress), Tennessee","7652","1080","3902","614","1647","360","1348","339","299","123","13","22","286","116","2255","380","497","194","1758","343","195","85","1563","339","3750","595","1457","287","1247","251","210","151","0","29","210","151","2293","395","605","222","1688","320","252","122","1436","334",
"5001400US4707","Congressional District 7 (114th Congress), Tennessee","7633","1232","4174","743","1295","342","1181","316","114","87","0","29","114","87","2879","556","1676","473","1203","307","231","102","972","280","3459","575","1133","257","953","232","180","116","66","83","114","80","2326","417","1185","304","1141","355","579","251","562","208",
"5001400US4708","Congressional District 8 (114th Congress), Tennessee","5002","757","2921","450","991","281","857","275","134","75","74","43","60","77","1930","300","723","227","1207","223","262","109","945","198","2081","429","845","234","697","208","148","80","83","46","65","83","1236","250","637","196","599","185","165","82","434","154",
"5001400US4709","Congressional District 9 (114th Congress), Tennessee","23412","1950","12847","1133","4378","617","3691","591","687","194","48","42","639","184","8469","774","1145","328","7324","762","757","283","6567","741","10565","1022","4556","516","4161","500","395","178","36","45","359","166","6009","628","1298","448","4711","528","746","437","3965","442",
"5001400US4801","Congressional District 1 (114th Congress), Texas","14757","1446","7922","808","2692","437","2316","416","376","122","121","65","255","101","5230","559","1325","248","3905","486","988","223","2917","437","6835","821","2687","454","2282","406","405","161","98","72","307","143","4148","490","1392","285","2756","397","736","193","2020","352",
"5001400US4802","Congressional District 2 (114th Congress), Texas","59221","4541","30576","2553","8577","1144","7248","973","1329","455","68","59","1261","451","21999","1876","7267","843","14732","1499","2965","592","11767","1464","28645","2420","8943","1281","7768","1156","1175","417","66","83","1109","397","19702","1512","7883","828","11819","1187","3569","619","8250","951",
"5001400US4803","Congressional District 3 (114th Congress), Texas","17343","1735","8828","998","2779","424","2626","442","153","93","9","15","144","91","6049","842","2206","370","3843","734","1187","268","2656","650","8515","923","2304","422","2129","418","175","106","22","27","153","106","6211","643","2532","422","3679","480","1153","262","2526","429",
"5001400US4804","Congressional District 4 (114th Congress), Texas","25049","1667","13657","936","4112","522","3593","442","519","275","38","31","481","275","9545","649","4249","386","5296","637","1353","318","3943","553","11392","926","4272","475","3700","412","572","224","131","130","441","181","7120","618","3303","435","3817","462","867","241","2950","400",
"5001400US4805","Congressional District 5 (114th Congress), Texas","36907","2530","18944","1564","6752","853","6206","796","546","186","34","42","512","177","12192","965","4125","550","8067","788","1276","289","6791","721","17963","1352","6860","753","6411","701","449","180","11","20","438","180","11103","863","4308","538","6795","660","1704","329","5091","523",
"5001400US4806","Congressional District 6 (114th Congress), Texas","25660","2603","13085","1418","3860","548","3496","506","364","175","47","48","317","171","9225","1200","4506","797","4719","736","1125","282","3594","727","12575","1355","4090","582","3786","562","304","114","0","30","304","114","8485","976","4642","773","3843","592","1135","303","2708","504",
"5001400US4807","Congressional District 7 (114th Congress), Texas","45981","3520","24178","2082","6324","1020","5509","946","815","242","73","93","742","239","17854","1669","5454","810","12400","1386","2382","434","10018","1269","21803","1793","6477","832","5566","741","911","346","140","131","771","344","15326","1288","4856","581","10470","1055","3271","599","7199","786",
"5001400US4808","Congressional District 8 (114th Congress), Texas","24952","2749","12790","1486","4394","764","3854","660","540","242","59","59","481","232","8396","1072","3213","543","5183","815","1371","335","3812","742","12162","1489","4950","911","4272","763","678","411","108","127","570","358","7212","814","2940","509","4272","593","1124","270","3148","556",
"5001400US4809","Congressional District 9 (114th Congress), Texas","84079","4710","44387","2727","14234","1429","12696","1310","1538","452","59","74","1479","444","30153","1715","6721","754","23432","1431","4156","525","19276","1392","39692","2440","11056","1120","10094","1033","962","268","134","104","828","234","28636","1733","6996","867","21640","1389","4636","464","17004","1327",
"5001400US4810","Congressional District 10 (114th Congress), Texas","39747","2917","20774","1768","6378","857","5585","724","793","318","76","91","717","296","14396","1207","5810","800","8586","955","1824","422","6762","899","18973","1656","6074","840","5262","809","812","273","28","33","784","278","12899","1129","5694","805","7205","808","1879","550","5326","624",
"5001400US4811","Congressional District 11 (114th Congress), Texas","37257","2719","19638","1403","5359","665","5021","679","338","218","0","30","338","218","14279","1021","8504","811","5775","700","1455","258","4320","677","17619","1570","5476","664","5133","652","343","181","26","29","317","182","12143","1068","8465","912","3678","456","1434","253","2244","360",
"5001400US4812","Congressional District 12 (114th Congress), Texas","31841","2740","16466","1498","5085","810","4396","690","689","359","77","105","612","342","11381","1008","5844","659","5537","729","1216","279","4321","648","15375","1487","5205","697","4424","607","781","280","147","101","634","266","10170","1007","5121","716","5049","663","1372","264","3677","599",
"5001400US4813","Congressional District 13 (114th Congress), Texas","21138","1482","11029","790","3030","407","2751","386","279","109","45","31","234","110","7999","603","4017","416","3982","509","958","167","3024","452","10109","848","3362","432","3082","414","280","124","43","34","237","118","6747","576","4062","436","2685","326","725","132","1960","297",
"5001400US4814","Congressional District 14 (114th Congress), Texas","21441","2077","11902","1376","3412","952","3042","908","370","135","47","63","323","139","8490","928","4014","638","4476","685","1103","283","3373","642","9539","970","2738","483","2398","422","340","154","0","30","340","154","6801","672","3255","444","3546","573","1228","328","2318","453",
"5001400US4815","Congressional District 15 (114th Congress), Texas","49546","3001","24702","1827","7317","928","6486","808","831","289","131","110","700","263","17385","1246","9995","984","7390","883","1779","400","5611","776","24844","1694","7338","728","6750","716","588","247","73","64","515","234","17506","1186","8956","881","8550","672","2210","358","6340","622",
"5001400US4816","Congressional District 16 (114th Congress), Texas","71943","3878","36818","2240","11199","1173","10391","1110","808","304","106","111","702","289","25619","1545","14275","1170","11344","1027","3490","414","7854","894","35125","1984","9306","799","8618","747","688","207","23","29","665","204","25819","1423","11860","934","13959","909","5064","534","8895","740",
"5001400US4817","Congressional District 17 (114th Congress), Texas","31876","2222","16752","1233","5326","685","4877","597","449","209","2","6","447","208","11426","803","5487","629","5939","727","936","277","5003","662","15124","1197","4529","556","4364","556","165","74","35","43","130","67","10595","789","5826","500","4769","561","1049","211","3720","496",
"5001400US4818","Congressional District 18 (114th Congress), Texas","62598","4338","33690","2474","10734","1069","9551","1026","1183","330","133","101","1050","309","22956","1797","6715","786","16241","1373","3541","516","12700","1220","28908","2227","9544","1055","9025","1051","519","189","110","89","409","141","19364","1408","7250","892","12114","914","3615","483","8499","756",
"5001400US4819","Congressional District 19 (114th Congress), Texas","47092","2781","24303","1509","6492","712","6176","700","316","160","7","11","309","160","17811","1112","13281","978","4530","583","1318","286","3212","515","22789","1571","6545","693","6329","676","216","132","56","68","160","104","16244","1160","13050","1047","3194","538","1184","241","2010","442",
"5001400US4820","Congressional District 20 (114th Congress), Texas","69356","4363","33415","2352","8142","858","7692","760","450","247","0","30","450","247","25273","1857","18048","1439","7225","861","1786","353","5439","777","35941","2420","10007","1044","9467","1026","540","244","46","48","494","239","25934","1655","18560","1243","7374","774","2721","385","4653","630",
"5001400US4821","Congressional District 21 (114th Congress), Texas","24758","2065","13247","1273","3194","595","3059","590","135","77","49","54","86","60","10053","1011","6771","774","3282","774","662","192","2620","713","11511","1084","2658","442","2544","397","114","114","12","18","102","115","8853","842","6157","721","2696","420","685","217","2011","362",
"5001400US4822","Congressional District 22 (114th Congress), Texas","28731","3036","13965","1570","3727","716","3209","651","518","212","36","42","482","218","10238","1138","4571","732","5667","810","1684","380","3983","719","14766","1722","3541","719","2842","612","699","369","82","88","617","351","11225","1323","4722","728","6503","936","2198","497","4305","734",
"5001400US4823","Congressional District 23 (114th Congress), Texas","62999","4275","32307","2247","9544","967","8690","894","854","303","69","61","785","291","22763","1587","14743","1180","8020","877","2606","472","5414","611","30692","2329","8896","1017","8362","992","534","236","51","62","483","231","21796","1457","12837","1091","8959","813","3369","507","5590","551",
"5001400US4824","Congressional District 24 (114th Congress), Texas","45412","3075","23802","1763","7872","1005","7372","970","500","194","51","43","449","179","15930","1243","5691","636","10239","1103","1760","309","8479","953","21610","1712","7342","1019","6856","999","486","196","34","37","452","194","14268","936","5014","489","9254","856","1915","388","7339","799",
"5001400US4825","Congressional District 25 (114th Congress), Texas","18563","2031","9149","1142","2690","562","2455","534","235","129","40","64","195","106","6459","773","3989","614","2470","476","651","141","1819","460","9414","1085","2806","561","2605","530","201","161","0","30","201","161","6608","717","4418","617","2190","370","759","179","1431","347",
"5001400US4826","Congressional District 26 (114th Congress), Texas","21188","1894","10722","1059","3431","612","3115","593","316","175","43","62","273","162","7291","733","3555","584","3736","569","1072","251","2664","519","10466","1087","3734","683","3368","690","366","203","15","31","351","195","6732","608","3523","490","3209","475","1016","257","2193","408",
"5001400US4827","Congressional District 27 (114th Congress), Texas","37848","2370","18928","1314","5438","600","5271","602","167","92","23","35","144","86","13490","1024","9583","864","3907","471","1038","262","2869","444","18920","1361","4781","540","4659","547","122","66","36","31","86","58","14139","1007","11234","922","2905","400","756","181","2149","381",
"5001400US4828","Congressional District 28 (114th Congress), Texas","42676","2963","21527","1656","7149","964","6635","845","514","275","115","85","399","245","14378","1008","8747","738","5631","653","2047","363","3584","489","21149","1537","5974","748","5690","713","284","116","60","42","224","115","15175","1046","8848","777","6327","631","2194","310","4133","531",
"5001400US4829","Congressional District 29 (114th Congress), Texas","108587","4564","57287","2468","17906","1221","16531","1139","1375","314","64","59","1311","307","39381","1978","15205","1050","24176","1527","6007","689","18169","1294","51300","2490","16647","1182","15441","1144","1206","312","116","86","1090","304","34653","1712","14039","962","20614","1256","5222","596","15392","1012",
"5001400US4830","Congressional District 30 (114th Congress), Texas","57780","3646","30685","2154","11800","1032","10433","999","1367","328","64","55","1303","323","18885","1571","6689","805","12196","1102","2583","452","9613","958","27095","1904","9847","1047","9216","989","631","197","15","24","616","195","17248","1136","6658","777","10590","827","2235","385","8355","757",
"5001400US4831","Congressional District 31 (114th Congress), Texas","21562","1937","11678","1136","3643","532","3385","517","258","140","47","44","211","115","8035","855","5283","647","2752","471","785","164","1967","449","9884","1017","2675","505","2469","467","206","134","32","33","174","128","7209","682","4874","564","2335","325","1086","252","1249","271",
"5001400US4832","Congressional District 32 (114th Congress), Texas","78717","4160","40556","2431","14235","1153","12744","1078","1491","371","71","65","1420","360","26321","1661","7373","834","18948","1316","2985","472","15963","1298","38161","2319","14910","1324","13187","1240","1723","446","93","89","1630","413","23251","1353","7171","754","16080","1071","2780","465","13300","973",
"5001400US4833","Congressional District 33 (114th Congress), Texas","112287","5218","59165","3175","20238","1555","18028","1427","2210","450","139","84","2071","421","38927","2102","11056","858","27871","1879","4301","509","23570","1743","53122","2539","19154","1340","17128","1214","2026","391","79","59","1947","385","33968","1600","11844","936","22124","1259","3929","459","18195","1037",
"5001400US4834","Congressional District 34 (114th Congress), Texas","44575","2595","21594","1429","6655","750","6217","722","438","155","14","24","424","151","14939","1041","9328","810","5611","579","1428","268","4183","541","22981","1441","6290","617","5893","621","397","195","6","9","391","195","16691","1118","9643","659","7048","934","1968","366","5080","742",
"5001400US4835","Congressional District 35 (114th Congress), Texas","101824","4982","52619","2788","15590","1318","14337","1333","1253","357","0","30","1253","357","37029","1944","21269","1311","15760","1380","2203","383","13557","1251","49205","2675","16459","1378","15422","1353","1037","296","9","14","1028","296","32746","1777","21492","1357","11254","911","2402","370","8852","784",
"5001400US4836","Congressional District 36 (114th Congress), Texas","36997","2885","19312","1587","6238","710","5688","659","550","303","40","63","510","292","13074","1213","5939","716","7135","831","1755","311","5380","743","17685","1567","6582","814","6025","758","557","211","65","67","492","194","11103","1010","4868","605","6235","701","1917","313","4318","613",
"5001400US4901","Congressional District 1 (114th Congress), Utah","28632","2053","15181","1138","5645","565","5116","546","529","183","0","27","529","183","9536","760","3457","417","6079","627","1669","294","4410","580","13451","1082","5186","602","4703","552","483","162","48","42","435","157","8265","677","3352","410","4913","523","1151","233","3762","476",
"5001400US4902","Congressional District 2 (114th Congress), Utah","40780","2853","21676","1667","7956","976","7201","903","755","256","43","55","712","257","13720","971","4027","457","9693","895","1741","305","7952","881","19104","1543","6972","841","6453","819","519","185","58","60","461","174","12132","906","3651","459","8481","801","1990","385","6491","737",
"5001400US4903","Congressional District 3 (114th Congress), Utah","15748","1407","8232","864","2635","398","2294","378","341","148","39","61","302","135","5597","647","2110","385","3487","493","841","223","2646","474","7516","739","2594","436","2325","427","269","138","58","37","211","135","4922","494","1556","312","3366","417","1252","200","2114","379",
"5001400US4904","Congressional District 4 (114th Congress), Utah","36852","2338","19017","1372","7159","764","6502","748","657","233","52","61","605","229","11858","850","3339","439","8519","768","1932","362","6587","723","17835","1280","6936","786","6244","733","692","244","114","77","578","235","10899","736","3441","476","7458","600","1665","286","5793","552",
"5001400US5000","Congressional District (at Large) (114th Congress), Vermont","1924","336","949","224","217","83","119","60","98","61","32","37","66","53","732","195","281","96","451","201","103","68","348","183","975","192","289","81","201","65","88","60","41","37","47","50","686","167","377","90","309","127","167","77","142","73",
"5001400US5101","Congressional District 1 (114th Congress), Virginia","17265","1599","8800","881","3069","470","2809","433","260","162","42","47","218","157","5731","628","2106","339","3625","502","1059","306","2566","474","8465","898","2931","384","2722","340","209","152","93","77","116","116","5534","632","2055","382","3479","512","1126","285","2353","370",
"5001400US5102","Congressional District 2 (114th Congress), Virginia","9799","1242","4822","697","1279","278","1220","272","59","52","0","28","59","52","3543","545","1818","342","1725","391","505","185","1220","335","4977","687","1453","341","1308","299","145","94","32","49","113","68","3524","468","1984","328","1540","324","464","146","1076","281",
"5001400US5103","Congressional District 3 (114th Congress), Virginia","10990","1353","5551","827","1414","340","1220","316","194","111","7","11","187","109","4137","605","1870","429","2267","446","484","179","1783","416","5439","773","1599","403","1431","372","168","151","10","19","158","149","3840","496","2120","396","1720","389","486","194","1234","305",
"5001400US5104","Congressional District 4 (114th Congress), Virginia","9458","1049","5052","664","1417","292","1213","253","204","135","113","108","91","91","3635","490","1462","328","2173","412","583","215","1590","351","4406","522","1467","259","1389","252","78","51","10","17","68","45","2939","378","1519","268","1420","294","419","156","1001","242",
"5001400US5105","Congressional District 5 (114th Congress), Virginia","6892","862","3734","508","1147","228","1035","216","112","62","41","44","71","52","2587","381","714","236","1873","309","384","143","1489","297","3158","508","1247","283","1079","269","168","68","36","42","132","51","1911","304","655","198","1256","262","340","141","916","243",
"5001400US5106","Congressional District 6 (114th Congress), Virginia","6171","903","3672","619","1054","279","807","241","247","154","77","96","170","111","2618","449","698","224","1920","387","580","179","1340","314","2499","410","868","202","742","195","126","86","42","52","84","71","1631","299","542","171","1089","278","221","120","868","241",
