"GEO_ID","NAME","B05003H_001E","B05003H_001M","B05003H_002E","B05003H_002M","B05003H_003E","B05003H_003M","B05003H_004E","B05003H_004M","B05003H_005E","B05003H_005M","B05003H_006E","B05003H_006M","B05003H_007E","B05003H_007M","B05003H_008E","B05003H_008M","B05003H_009E","B05003H_009M","B05003H_010E","B05003H_010M","B05003H_011E","B05003H_011M","B05003H_012E","B05003H_012M","B05003H_013E","B05003H_013M","B05003H_014E","B05003H_014M","B05003H_015E","B05003H_015M","B05003H_016E","B05003H_016M","B05003H_017E","B05003H_017M","B05003H_018E","B05003H_018M","B05003H_019E","B05003H_019M","B05003H_020E","B05003H_020M","B05003H_021E","B05003H_021M","B05003H_022E","B05003H_022M","B05003H_023E","B05003H_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US0905","Congressional District 5 (114th Congress), Connecticut","513888","3359","249241","1905","49640","1033","48600","1032","1040","281","550","196","490","177","199601","1650","181390","1807","18211","1084","10587","701","7624","713","264647","2116","46913","973","46177","1009","736","209","319","132","417","153","217734","1744","196455","1838","21279","1022","13099","711","8180","668",
"5001400US1000","Congressional District (at Large) (114th Congress), Delaware","590218","363","285924","238","54399","54","54113","110","286","100","186","84","100","48","231525","227","225557","538","5968","536","3850","406","2118","312","304294","200","51851","60","51603","115","248","100","162","72","86","50","252443","188","244854","644","7589","651","5105","476","2484","317",
"5001400US1198","Delegate District (at Large) (114th Congress), District of Columbia","224184","250","111425","156","10658","70","10269","154","389","142","114","64","275","126","100767","140","90672","695","10095","676","3912","359","6183","592","112759","148","10162","84","9675","216","487","196","59","41","428","190","102597","91","92372","697","10225","688","4515","409","5710","566",
"5001400US1201","Congressional District 1 (114th Congress), Florida","534947","642","269586","305","52634","182","52485","209","149","95","67","53","82","81","216952","214","212959","515","3993","465","2204","329","1789","332","265361","484","50161","198","49994","199","167","86","112","80","55","37","215200","348","208406","705","6794","628","4163","486","2631","435",
"5001400US1202","Congressional District 2 (114th Congress), Florida","462011","834","232923","505","42516","300","42396","318","120","111","110","110","10","14","190407","404","186523","664","3884","504","2070","333","1814","337","229088","532","39735","245","39539","268","196","112","145","105","51","43","189353","416","184381","682","4972","605","2903","424","2069","335",
"5001400US1203","Congressional District 3 (114th Congress), Florida","513407","2667","256023","1594","49008","634","48767","654","241","108","34","43","207","102","207015","1334","201332","1360","5683","711","3124","502","2559","515","257384","1572","45545","609","45211","604","334","157","60","55","274","141","211839","1290","204125","1365","7714","741","4736","591","2978","449",
"5001400US1204","Congressional District 4 (114th Congress), Florida","505561","2832","248168","1741","48880","741","48174","731","706","240","263","126","443","167","199288","1254","190415","1392","8873","860","5028","606","3845","601","257393","1533","47153","719","46373","705","780","290","238","122","542","267","210240","1195","198629","1668","11611","1123","6790","789","4821","744",
"5001400US1205","Congressional District 5 (114th Congress), Florida","219421","4499","109609","2782","17852","1303","17693","1277","159","105","64","62","95","73","91757","2025","88736","1947","3021","410","1598","304","1423","303","109812","2668","17453","1210","17336","1206","117","91","0","31","117","91","92359","2134","88016","2133","4343","567","2171","372","2172","379",
"5001400US1206","Congressional District 6 (114th Congress), Florida","568379","2384","276618","1594","47237","747","46893","760","344","169","253","154","91","61","229381","1377","219281","1537","10100","839","6540","640","3560","422","291761","1280","45841","724","45665","737","176","85","91","64","85","54","245920","1189","233396","1550","12524","890","8508","746","4016","497",
"5001400US1207","Congressional District 7 (114th Congress), Florida","467437","3167","229675","2066","43549","1063","43105","1069","444","148","111","56","333","141","186126","1788","177344","1968","8782","647","5173","515","3609","478","237762","2034","41423","1138","41174","1152","249","92","49","33","200","89","196339","1619","186438","1604","9901","687","6122","481","3779","520",
"5001400US1208","Congressional District 8 (114th Congress), Florida","537755","1105","262652","565","43662","297","43370","296","292","161","97","79","195","131","218990","412","210396","785","8594","649","5224","522","3370","401","275103","720","41256","321","41032","363","224","113","97","74","127","97","233847","547","221519","1036","12328","874","8131","755","4197","534",
"5001400US1209","Congressional District 9 (114th Congress), Florida","276710","3890","138999","2537","27004","1264","26355","1181","649","295","260","150","389","249","111995","1901","102758","2097","9237","890","4587","650","4650","728","137711","2187","24565","1032","23613","1055","952","386","189","232","763","307","113146","1870","103833","1949","9313","821","5060","631","4253","575",
"5001400US1210","Congressional District 10 (114th Congress), Florida","471097","3984","231016","2577","41643","1289","40824","1307","819","275","134","72","685","272","189373","2217","179034","2087","10339","849","4743","503","5596","791","240081","2424","39711","957","38986","927","725","246","141","87","584","243","200370","2028","188739","2019","11631","899","5449","596","6182","764",
"5001400US1211","Congressional District 11 (114th Congress), Florida","565132","2097","271832","1121","40779","646","40602","628","177","162","37","32","140","159","231053","917","224044","1056","7009","587","4455","438","2554","377","293300","1389","39434","599","39250","608","184","184","28","34","156","183","253866","1091","244431","1395","9435","778","6817","643","2618","365",
"5001400US1212","Congressional District 12 (114th Congress), Florida","558341","2686","269835","1626","51849","927","51333","906","516","218","179","91","337","175","217986","1135","205151","1273","12835","837","7559","628","5276","508","288506","1651","48346","721","47916","715","430","151","126","65","304","143","240160","1512","225270","1477","14890","896","9503","698","5387","523",
"5001400US1213","Congressional District 13 (114th Congress), Florida","555329","2542","266438","1507","38389","672","37731","719","658","224","149","89","509","210","228049","1270","210350","1463","17699","920","9983","671","7716","639","288891","1574","37043","649","36404","677","639","188","287","125","352","134","251848","1346","229913","1639","21935","1281","12580","899","9355","823",
"5001400US1214","Congressional District 14 (114th Congress), Florida","298590","3044","148670","2095","22283","892","21871","870","412","140","90","54","322","136","126387","1841","119251","1800","7136","620","3486","432","3650","495","149920","1950","21590","913","21248","918","342","171","73","72","269","151","128330","1575","120436","1597","7894","681","4365","452","3529","498",
"5001400US1215","Congressional District 15 (114th Congress), Florida","452162","4064","219663","2398","43944","1186","43449","1168","495","201","79","69","416","203","175719","1910","169201","2172","6518","732","3717","564","2801","378","232499","2593","41639","1255","41254","1263","385","163","125","71","260","156","190860","1994","182934","2095","7926","785","4493","498","3433","477",
"5001400US1216","Congressional District 16 (114th Congress), Florida","564891","761","269037","444","38584","189","38063","269","521","165","249","144","272","128","230453","324","214240","1081","16213","1038","8823","652","7390","692","295854","435","37038","165","36522","274","516","226","150","105","366","202","258816","371","238912","1060","19904","1042","11450","691","8454","695",
"5001400US1217","Congressional District 17 (114th Congress), Florida","499743","4082","244285","2363","38567","1110","38251","1100","316","136","48","41","268","133","205718","1866","198283","1987","7435","638","3862","475","3573","418","255458","2488","35049","1055","34690","1071","359","154","93","91","266","138","220409","1964","210889","2097","9520","746","5118","523","4402","431",
"5001400US1218","Congressional District 18 (114th Congress), Florida","491681","2581","237011","1914","37112","894","36815","900","297","136","85","67","212","123","199899","1564","189384","1699","10515","690","6498","541","4017","443","254670","1618","35591","667","35206","685","385","148","95","87","290","119","219079","1421","206145","1402","12934","818","8430","569","4504","529",
"5001400US1219","Congressional District 19 (114th Congress), Florida","517763","3051","249418","1843","33438","749","32959","749","479","204","167","121","312","132","215980","1532","201843","1641","14137","768","7361","631","6776","559","268345","1679","31616","745","31194","757","422","170","127","96","295","130","236729","1402","218403","1582","18326","984","10559","713","7767","708",
"5001400US1220","Congressional District 20 (114th Congress), Florida","174432","3400","87708","1879","10549","778","10294","786","255","120","23","23","232","120","77159","1676","67493","1641","9666","869","4953","531","4713","593","86724","2092","10306","715","10136","731","170","120","50","44","120","109","76418","1706","65764","1650","10654","759","6035","610","4619","507",
"5001400US1221","Congressional District 21 (114th Congress), Florida","437441","3968","207684","2725","37629","1442","36574","1416","1055","263","390","153","665","226","170055","2270","150878","2349","19177","1049","11643","822","7534","743","229757","2644","34247","1162","33278","1158","969","185","395","138","574","166","195510","2061","171026","2297","24484","1221","15820","942","8664","801",
"5001400US1222","Congressional District 22 (114th Congress), Florida","454520","3751","228918","2355","28363","1065","27829","1043","534","142","155","78","379","135","200555","2241","178684","2315","21871","1161","11982","782","9889","849","225602","2696","26481","1308","25782","1282","699","217","141","86","558","206","199121","2269","174920","2132","24201","1151","14347","842","9854","747",
"5001400US1223","Congressional District 23 (114th Congress), Florida","330505","3963","163076","2399","29947","1159","28401","1069","1546","414","180","101","1366","403","133129","2105","105783","1938","27346","1204","15429","878","11917","897","167429","2753","28997","1269","27661","1232","1336","300","462","194","874","223","138432","2370","108466","2091","29966","1349","17620","991","12346","979",
"5001400US1224","Congressional District 24 (114th Congress), Florida","87092","2623","44053","1595","7532","658","7358","649","174","104","90","69","84","69","36521","1386","28606","1339","7915","688","3984","477","3931","497","43039","1662","7437","696","7150","695","287","144","125","83","162","110","35602","1294","26738","1292","8864","798","4712","573","4152","581",
"5001400US1225","Congressional District 25 (114th Congress), Florida","141873","2909","69797","1896","14041","815","13735","834","306","140","107","80","199","114","55756","1619","50199","1640","5557","584","3031","425","2526","404","72076","1678","13716","895","13170","885","546","282","214","195","332","194","58360","1331","51696","1329","6664","664","3724","476","2940","488",
"5001400US1226","Congressional District 26 (114th Congress), Florida","144786","2961","76075","1642","15093","943","14806","960","287","205","57","55","230","186","60982","1247","54947","1182","6035","630","3927","532","2108","308","68711","1839","13267","904","12957","902","310","153","56","52","254","152","55444","1358","48920","1374","6524","589","4353","505","2171","291",
"5001400US1227","Congressional District 27 (114th Congress), Florida","127674","2713","64731","1654","14842","912","14316","918","526","237","97","63","429","239","49889","1341","41657","1295","8232","711","4418","492","3814","444","62943","1589","13782","891","13020","871","762","235","143","102","619","226","49161","1127","40866","1201","8295","657","4175","431","4120","511",
"5001400US1301","Congressional District 1 (114th Congress), Georgia","427465","1008","211782","626","46143","391","45882","399","261","102","102","57","159","85","165639","443","162690","649","2949","426","1375","241","1574","353","215683","646","43904","302","43555","330","349","186","117","75","232","174","171779","519","167435","764","4344","523","2350","332","1994","325",
"5001400US1302","Congressional District 2 (114th Congress), Georgia","286007","1630","143959","984","28124","458","28071","461","53","42","26","31","27","32","115835","799","114516","791","1319","217","693","135","626","159","142048","1082","26779","473","26708","476","71","61","15","20","56","59","115269","877","113068","869","2201","262","1421","199","780","178",
"5001400US1303","Congressional District 3 (114th Congress), Georgia","472680","1910","230944","1148","55211","610","55035","597","176","103","67","82","109","66","175733","849","172933","911","2800","402","1419","277","1381","330","241736","1071","51627","541","51419","536","208","116","62","65","146","94","190109","846","186478","900","3631","412","1802","307","1829","334",
"5001400US1304","Congressional District 4 (114th Congress), Georgia","186899","2938","89404","1783","16226","884","15974","883","252","138","96","70","156","123","73178","1309","69464","1161","3714","579","1817","327","1897","522","97495","1716","15680","739","15404","693","276","160","129","85","147","104","81815","1283","78055","1249","3760","618","2048","406","1712","372",
"5001400US1305","Congressional District 5 (114th Congress), Georgia","203059","2465","106105","1613","13589","801","13514","797","75","46","16","24","59","41","92516","1413","87950","1468","4566","495","1760","248","2806","442","96954","1646","12864","687","12792","699","72","70","0","30","72","70","84090","1504","80015","1473","4075","476","2101","315","1974","349",
"5001400US1306","Congressional District 6 (114th Congress), Georgia","447551","3399","219858","2151","49647","1219","48121","1282","1526","433","537","170","989","354","170211","1634","156192","1654","14019","842","8047","631","5972","644","227693","1924","47788","1047","46446","1070","1342","306","604","189","738","227","179905","1694","164121","1802","15784","1043","9814","805","5970","573",
"5001400US1307","Congressional District 7 (114th Congress), Georgia","352820","3096","174121","1903","42855","1159","41970","1123","885","247","370","159","515","183","131266","1225","120418","1536","10848","956","6660","704","4188","600","178699","1726","41241","958","40484","989","757","233","307","167","450","186","137458","1393","127283","1592","10175","915","6111","699","4064","522",
"5001400US1308","Congressional District 8 (114th Congress), Georgia","425642","1376","208733","843","46114","409","45976","448","138","115","33","40","105","106","162619","653","161022","649","1597","277","923","235","674","213","216909","862","43922","390","43871","390","51","39","29","34","22","21","172987","728","170575","813","2412","345","1334","235","1078","262",
"5001400US1309","Congressional District 9 (114th Congress), Georgia","550677","2194","269085","1165","58766","690","58682","686","84","66","59","59","25","27","210319","774","207608","780","2711","376","1552","294","1159","255","281592","1271","55229","592","55076","605","153","101","65","64","88","88","226363","947","223406","975","2957","393","1649","288","1308","238",
"5001400US1310","Congressional District 10 (114th Congress), Georgia","465940","2554","229292","1630","51297","915","51165","911","132","83","73","53","59","60","177995","1191","174852","1323","3143","475","1564","337","1579","313","236648","1650","48411","720","48266","689","145","161","44","46","101","157","188237","1279","184913","1384","3324","402","1689","291","1635","278",
"5001400US1311","Congressional District 11 (114th Congress), Georgia","483889","2969","236197","1662","54772","914","54098","940","674","257","209","98","465","225","181425","1377","173088","1851","8337","1089","4313","661","4024","666","247692","1841","53015","1003","52556","1031","459","187","164","92","295","171","194677","1303","186664","1715","8013","806","4705","590","3308","471",
"5001400US1312","Congressional District 12 (114th Congress), Georgia","396142","1400","197013","828","42548","505","42333","536","215","128","90","79","125","92","154465","583","152676","653","1789","284","1024","234","765","209","199129","932","40133","454","39853","458","280","154","142","107","138","122","158996","683","155788","790","3208","455","1792","284","1416","318",
"5001400US1313","Congressional District 13 (114th Congress), Georgia","206837","3144","101594","2002","20001","811","19788","802","213","140","67","68","146","124","81593","1547","79652","1598","1941","396","998","246","943","277","105243","1999","17652","934","17451","938","201","132","57","60","144","112","87591","1499","84938","1388","2653","398","1353","280","1300","280",
"5001400US1314","Congressional District 14 (114th Congress), Georgia","543109","695","264952","439","63867","302","63798","308","69","50","14","23","55","44","201085","285","199418","432","1667","295","777","205","890","217","278157","415","60461","302","60406","309","55","36","23","28","32","24","217696","311","215636","487","2060","360","1104","286","956","232",
"5001400US1501","Congressional District 1 (114th Congress), Hawaii","116862","1578","67697","1050","7813","448","7723","449","90","72","5","7","85","72","59884","896","56156","905","3728","396","1878","289","1850","326","49165","922","7042","367","6923","361","119","77","21","25","98","74","42123","773","37847","828","4276","432","2022","282","2254","295",
"5001400US1502","Congressional District 2 (114th Congress), Hawaii","201545","1535","106772","1029","13605","444","13385","459","220","98","41","37","179","96","93167","887","88023","962","5144","473","2662","314","2482","370","94773","883","13052","358","12886","365","166","82","24","24","142","85","81721","738","75975","921","5746","559","2940","377","2806","386",
"5001400US1601","Congressional District 1 (114th Congress), Idaho","685142","2119","341907","1478","84899","801","84697","787","202","127","131","105","71","78","257008","1073","253698","1153","3310","477","1853","337","1457","316","343235","1421","80863","690","80750","700","113","66","56","31","57","59","262372","1159","257138","1251","5234","519","3246","423","1988","332",
"5001400US1602","Congressional District 2 (114th Congress), Idaho","647919","2119","322822","1524","83255","838","82640","863","615","212","238","161","377","176","239567","1118","235180","1250","4387","559","2108","347","2279","416","325097","1421","77552","690","77202","709","350","150","51","39","299","154","247545","1159","241374","1197","6171","617","3573","416","2598","383",
"5001400US1701","Congressional District 1 (114th Congress), Illinois","255032","3045","124583","2029","26993","1048","26739","1030","254","138","143","113","111","95","97590","1626","91649","1585","5941","600","3806","476","2135","431","130449","1973","24276","1032","24196","1023","80","53","24","38","56","46","106173","1647","99680","1654","6493","555","4537","473","1956","318",
"5001400US1702","Congressional District 2 (114th Congress), Illinois","207949","2233","100475","1336","17806","667","17717","656","89","60","23","26","66","55","82669","1086","80317","1027","2352","378","1529","259","823","201","107474","1424","16951","595","16918","597","33","28","7","11","26","26","90523","1177","87352","1100","3171","326","2079","246","1092","199",
"5001400US1703","Congressional District 3 (114th Congress), Illinois","434466","3679","211762","2428","43387","1156","42562","1147","825","189","245","81","580","181","168375","2154","143533","2081","24842","1031","15601","877","9241","769","222704","2550","43493","1222","42340","1210","1153","248","476","146","677","196","179211","2268","152943","2287","26268","1045","17345","846","8923","630",
"5001400US1704","Congressional District 4 (114th Congress), Illinois","150039","2902","75257","1741","9292","663","9090","667","202","89","74","56","128","75","65965","1460","54690","1228","11275","716","5709","503","5566","579","74782","1934","9058","653","8816","626","242","109","73","54","169","87","65724","1657","54818","1472","10906","739","6155","535","4751","495",
"5001400US1705","Congressional District 5 (114th Congress), Illinois","503760","4109","246645","2698","39241","1324","37888","1290","1353","306","386","118","967","286","207404","2375","171554","2227","35850","1312","20465","940","15385","1056","257115","2679","37101","1086","36058","1081","1043","231","213","85","830","210","220014","2389","182299","2227","37715","1365","23772","1101","13943","882",
"5001400US1706","Congressional District 6 (114th Congress), Illinois","565285","3750","275978","2471","64882","1434","64024","1418","858","234","375","150","483","183","211096","1674","196145","1782","14951","984","10288","806","4663","500","289307","2309","61692","1105","60856","1142","836","222","340","117","496","178","227615","1792","210431","1766","17184","928","12660","740","4524","477",
"5001400US1707","Congressional District 7 (114th Congress), Illinois","195029","3236","95904","2087","11028","726","10746","723","282","151","74","49","208","140","84876","1848","75973","1756","8903","727","4323","547","4580","481","99125","2229","10474","762","10181","751","293","138","63","47","230","126","88651","2005","79793","1966","8858","845","5229","594","3629","500",
"5001400US1708","Congressional District 8 (114th Congress), Illinois","385908","4378","188533","2636","34848","1121","33951","1138","897","222","304","102","593","196","153685","2209","132823","1917","20862","1194","12805","786","8057","799","197375","2616","32317","1257","31425","1234","892","185","380","130","512","210","165058","2099","141441","2097","23617","1287","14860","1030","8757","697",
"5001400US1709","Congressional District 9 (114th Congress), Illinois","465000","3641","225335","2225","43406","1264","41816","1218","1590","327","523","143","1067","276","181929","2013","148275","1996","33654","1259","22526","1074","11128","855","239665","2759","41147","1229","39359","1172","1788","417","459","133","1329","423","198518","2174","159530","2074","38988","1408","28227","1222","10761","745",
"5001400US1710","Congressional District 10 (114th Congress), Illinois","427387","2652","209949","1873","45236","1043","44020","1082","1216","233","454","166","762","206","164713","1433","143747","1604","20966","956","15033","749","5933","581","217438","1724","42865","762","41884","738","981","230","422","130","559","178","174573","1440","149479","1575","25094","1122","18614","848","6480","652",
"5001400US1711","Congressional District 11 (114th Congress), Illinois","381743","3988","184636","2370","39979","1168","39489","1171","490","194","231","137","259","126","144657","1946","135496","1856","9161","729","5715","626","3446","452","197107","2392","40315","1183","39693","1153","622","206","265","158","357","126","156792","1775","146961","1854","9831","786","6187","544","3644","510",
"5001400US1712","Congressional District 12 (114th Congress), Illinois","545657","995","270445","872","57379","461","57254","484","125","62","62","50","63","35","213066","727","211406","798","1660","315","854","206","806","239","275212","677","53408","393","53288","401","120","67","64","47","56","42","221804","579","219352","711","2452","294","1421","229","1031","221",
"5001400US1713","Congressional District 13 (114th Congress), Illinois","568844","2240","279257","1480","54035","789","53795","796","240","129","74","41","166","110","225222","1242","221665","1262","3557","422","1843","269","1714","346","289587","1458","51473","812","51101","805","372","152","143","106","229","102","238114","1156","234005","1319","4109","521","2179","282","1930","408",
"5001400US1714","Congressional District 14 (114th Congress), Illinois","573422","3436","286066","1956","74168","1200","73723","1194","445","124","103","52","342","115","211898","1635","203534","1589","8364","837","5636","605","2728","510","287356","2437","67659","1222","67291","1235","368","166","183","130","185","102","219697","1991","210089","2065","9608","808","6669","634","2939","438",
"5001400US1715","Congressional District 15 (114th Congress), Illinois","645732","1919","316922","1363","72040","614","71896","612","144","87","106","80","38","39","244882","1297","243437","1350","1445","235","841","180","604","137","328810","961","68159","634","67993","638","166","96","126","90","40","37","260651","737","258798","783","1853","241","1249","218","604","134",
"5001400US1716","Congressional District 16 (114th Congress), Illinois","600751","1688","295333","1055","63607","612","63332","610","275","104","105","68","170","79","231726","890","227644","1060","4082","477","2596","382","1486","247","305418","1113","61807","582","61624","589","183","72","100","49","83","56","243611","923","239070","1013","4541","438","3216","378","1325","224",
"5001400US1717","Congressional District 17 (114th Congress), Illinois","543055","1783","265248","998","53783","651","53571","619","212","106","28","29","184","102","211465","792","208523","865","2942","309","1725","261","1217","216","277807","1259","50041","700","49736","709","305","111","60","42","245","101","227766","995","224623","1016","3143","338","1830","241","1313","245",
"5001400US1718","Congressional District 18 (114th Congress), Illinois","639571","1741","312047","1272","70144","711","69899","709","245","91","121","59","124","64","241903","1132","239266","1217","2637","385","1365","276","1272","315","327524","1158","67238","690","66983","683","255","103","173","87","82","55","260286","1058","257416","1063","2870","407","1597","285","1273","278",
"5001400US1801","Congressional District 1 (114th Congress), Indiana","455412","660","224640","488","46431","379","46258","384","173","114","69","42","104","106","178209","365","172530","693","5679","591","3994","450","1685","393","230772","460","43857","288","43601","306","256","134","132","72","124","118","186915","350","180453","695","6462","663","4443","529","2019","366",
"5001400US1802","Congressional District 2 (114th Congress), Indiana","585318","812","287533","619","67331","411","67015","434","316","146","87","58","229","127","220202","474","217122","742","3080","468","1632","275","1448","342","297785","611","63389","347","63069","364","320","99","112","66","208","72","234396","539","230940","677","3456","386","2068","286","1388","295",
"5001400US1803","Congressional District 3 (114th Congress), Indiana","612677","721","301110","429","75063","343","74859","359","204","76","144","65","60","42","226047","319","223553","451","2494","349","1642","270","852","196","311567","481","72106","285","71895","317","211","88","164","77","47","43","239461","388","236237","553","3224","430","2161","306","1063","231",
"5001400US1804","Congressional District 4 (114th Congress), Indiana","635640","861","316021","684","72023","434","71727","465","296","113","176","99","120","69","243998","496","241044","620","2954","376","1402","220","1552","330","319619","531","68165","409","67692","559","473","410","82","50","391","393","251454","448","248262","608","3192","444","1673","283","1519","355",
"5001400US1805","Congressional District 5 (114th Congress), Indiana","605963","2458","294726","1523","72097","699","71330","722","767","314","261","122","506","300","222629","1263","218231","1343","4398","450","2695","336","1703","320","311237","1495","67994","774","67295","792","699","211","218","112","481","183","243243","1136","237953","1222","5290","511","3192","417","2098","321",
"5001400US1806","Congressional District 6 (114th Congress), Indiana","664793","414","326307","269","75710","219","75628","234","82","65","51","44","31","47","250597","219","249323","294","1274","213","705","133","569","166","338486","308","71970","236","71863","243","107","53","73","40","34","35","266516","228","264994","339","1522","246","947","203","575","144",
"5001400US1807","Congressional District 7 (114th Congress), Indiana","410654","2372","198486","1480","41816","695","41733","691","83","43","63","35","20","24","156670","1191","154837","1219","1833","291","872","214","961","229","212168","1415","40133","597","39985","605","148","100","50","44","98","89","172035","1094","169465","1078","2570","416","1292","227","1278","321",
"5001400US1808","Congressional District 8 (114th Congress), Indiana","657268","411","324609","221","73672","105","73430","174","242","122","128","82","114","95","250937","176","249114","299","1823","276","1036","205","787","203","332659","250","69475","159","69293","181","182","89","57","31","125","78","263184","144","261228","327","1956","319","1209","228","747","208",
"5001400US1809","Congressional District 9 (114th Congress), Indiana","659005","695","324201","518","72940","331","72568","388","372","197","196","134","176","119","251261","405","248718","516","2543","377","1277","279","1266","283","334804","487","68794","353","68571","381","223","114","102","67","121","87","266010","384","262973","523","3037","390","1593","277","1444","226",
"5001400US1901","Congressional District 1 (114th Congress), Iowa","688492","154","339372","100","75361","52","75003","159","358","150","151","73","207","126","264011","73","260851","371","3160","370","1741","245","1419","269","349120","98","72050","35","71859","88","191","76","49","28","142","72","277070","83","273882","322","3188","308","2037","254","1151","179",
"5001400US1902","Congressional District 2 (114th Congress), Iowa","671561","262","331725","222","72725","69","72333","167","392","145","125","68","267","136","259000","215","255259","530","3741","490","1703","314","2038","356","339836","88","68757","72","68394","141","363","132","94","66","269","102","271079","56","267027","435","4052","431","2017","256","2035","320",
"5001400US1903","Congressional District 3 (114th Congress), Iowa","664395","417","324680","186","77616","163","76931","293","685","249","300","110","385","211","247064","108","242799","484","4265","468","2680","392","1585","266","339715","275","73599","181","73000","262","599","161","130","76","469","146","266116","121","261206","504","4910","471","3040","320","1870","344",
"5001400US1904","Congressional District 4 (114th Congress), Iowa","678196","139","336244","105","73351","85","73211","99","140","53","76","41","64","36","262893","55","261119","295","1774","274","786","138","988","231","341952","64","69322","34","69136","89","186","85","76","49","110","70","272630","48","270732","222","1898","215","1045","171","853","207",
"5001400US2001","Congressional District 1 (114th Congress), Kansas","562065","256","280650","278","61061","217","60834","242","227","94","8","11","219","92","219589","146","217361","484","2228","453","848","153","1380","406","281415","236","57609","178","57364","193","245","91","51","57","194","74","223806","136","220712","279","3094","253","1546","201","1548","213",
"5001400US2002","Congressional District 2 (114th Congress), Kansas","596598","580","294504","386","65757","255","65474","321","283","156","138","139","145","100","228747","229","226482","484","2265","420","1028","220","1237","394","302094","350","62435","166","62145","209","290","121","84","60","206","104","239659","297","236614","590","3045","463","1648","326","1397","253",
"5001400US2003","Congressional District 3 (114th Congress), Kansas","534774","510","260752","331","63841","228","63509","268","332","124","154","76","178","118","196911","192","192380","474","4531","458","2668","350","1863","345","274022","349","60189","168","59725","233","464","162","198","96","266","143","213833","274","209265","566","4568","489","3095","345","1473","270",
"5001400US2004","Congressional District 4 (114th Congress), Kansas","537745","177","265344","106","62096","60","61937","128","159","98","79","82","80","54","203248","90","200495","417","2753","411","1477","281","1276","237","272401","112","59142","48","58913","95","229","83","78","46","151","74","213259","98","210472","402","2787","403","1616","319","1171","214",
"5001400US2101","Congressional District 1 (114th Congress), Kentucky","636898","396","312973","245","70454","163","70282","199","172","148","20","24","152","148","242519","130","241384","266","1135","219","537","149","598","155","323925","215","67408","159","67308","170","100","74","45","58","55","51","256517","111","255162","243","1355","227","609","134","746","181",
"5001400US2102","Congressional District 2 (114th Congress), Kentucky","646964","873","317601","544","74549","283","74265","291","284","126","149","84","135","89","243052","387","240056","695","2996","549","1277","237","1719","457","329363","536","70795","265","70429","290","366","175","173","112","193","121","258568","387","255018","562","3550","366","1915","303","1635","262",
