District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Nevada's 2nd,NV-02,66.8,1.8,22.4,4.3,2.0,2.7,70.8,1.9,18.9,4.6,2.0,1.9,70.8,1.8,18.8,3.6,2.2,2.8,76.1,1.9,14.1,3.8,2.1,1.9,"708,355","473,045","12,710","158,750","30,700","14,315","18,835","551,565","390,595","10,275","104,075","25,450","10,910","10,260","661,965","468,740","12,235","124,245","24,090","14,310","18,340","508,235","386,525","9,895","71,540","19,545","10,905","9,820"
Nevada's 3rd,NV-03,56.5,7.0,17.5,14.3,0.3,4.3,59.5,6.8,15.4,14.9,0.4,3.0,59.0,7.1,16.6,12.5,0.4,4.5,62.8,6.9,14.0,12.7,0.4,3.2,"785,285","443,660","54,810","137,555","112,630","2,610","34,020","612,490","364,725","41,480","94,120","91,290","2,220","18,655","732,615","431,915","52,115","121,440","91,255","2,595","33,290","563,430","353,660","39,100","78,710","71,685","2,205","18,065"
Nevada's 4th,NV-04,45.4,14.6,29.5,6.1,0.8,3.6,50.0,14.3,25.4,6.9,0.8,2.7,48.9,15.7,25.0,5.6,0.9,3.9,55.0,15.7,19.1,6.4,0.9,2.9,"739,825","335,810","107,755","218,560","44,780","6,030","26,895","551,625","275,565","78,725","140,330","38,100","4,280","14,620","677,395","331,455","106,420","169,495","37,650","6,005","26,365","493,015","271,350","77,525","94,075","31,675","4,255","14,130"
New Hampshire's 1st,NH-01,90.6,1.5,3.4,2.6,0.1,1.8,92.0,1.3,2.9,2.6,0.1,1.2,92.1,1.3,3.1,1.6,0.1,1.8,93.7,1.1,2.4,1.4,0.1,1.3,"677,000","613,290","9,880","23,305","17,625",630,"12,275","544,360","500,640","6,900","15,555","13,945",565,"6,765","658,925","607,115","8,430","20,100","10,535",620,"12,125","528,005","494,935","5,615","12,775","7,490",560,"6,625"
New Hampshire's 2nd,NH-02,90.4,1.2,3.8,2.9,0.2,1.6,91.5,1.2,3.2,2.8,0.2,1.2,92.0,1.0,3.4,1.8,0.2,1.6,93.3,1.0,2.7,1.6,0.2,1.2,"666,620","602,535","8,020","25,050","19,055","1,220","10,735","536,695","491,030","6,205","16,970","14,865",970,"6,655","648,320","596,705","6,395","21,745","11,760","1,175","10,545","520,195","485,455","4,955","13,870","8,490",930,"6,490"
New Jersey's 1st,NJ-01,62.8,16.5,13.5,5.2,0.1,1.9,66.0,16.0,11.4,5.2,0.1,1.2,64.8,16.9,12.0,4.3,0.1,2.0,68.4,16.5,9.6,4.1,0.1,1.3,"726,200","456,340","119,515","98,050","38,080",600,"13,625","562,955","371,650","90,175","64,355","29,360",435,"6,980","697,025","451,650","117,530","83,805","29,860",575,"13,610","536,815","367,315","88,340","51,765","22,020",410,"6,970"
New Jersey's 2nd,NJ-02,65.8,11.8,16.2,3.9,0.2,2.1,69.4,11.6,13.5,3.8,0.3,1.4,68.6,12.1,13.6,3.3,0.2,2.2,73.0,11.9,10.3,3.0,0.3,1.4,"719,650","473,430","85,000","116,265","28,185","1,705","15,065","564,520","392,030","65,360","76,450","21,375","1,455","7,855","684,615","469,675","82,825","93,150","22,435","1,685","14,850","532,200","388,435","63,545","54,930","16,195","1,435","7,660"
New Jersey's 3rd,NJ-03,75.4,10.4,8.1,3.7,0.0,2.3,77.6,10.2,6.9,3.6,0.0,1.6,76.8,10.3,7.4,3.0,0.0,2.4,79.4,10.1,5.9,2.8,0.0,1.7,"735,635","554,575","76,635","59,640","27,245",330,"17,210","583,900","453,360","59,645","40,000","21,010",280,"9,605","714,365","548,830","73,810","52,900","21,480",330,"17,015","563,945","447,885","57,150","33,500","15,710",280,"9,415"
New Jersey's 4th,NJ-04,77.6,6.3,10.4,4.3,0.0,1.3,78.9,6.5,9.2,4.5,0.0,0.8,80.6,6.0,8.3,3.7,0.0,1.3,82.7,6.2,6.5,3.7,0.0,0.8,"739,920","574,375","46,285","77,230","32,070",320,"9,635","559,970","441,915","36,485","51,655","25,015",260,"4,630","702,625","566,330","41,860","58,535","26,130",320,"9,445","525,460","434,350","32,580","34,315","19,510",260,"4,445"
New Jersey's 5th,NJ-05,69.6,4.6,13.8,10.5,0.2,1.3,71.4,4.6,12.6,10.4,0.2,0.8,73.0,4.6,12.4,8.5,0.2,1.3,75.5,4.6,10.9,8.0,0.2,0.8,"737,640","513,675","33,945","101,660","77,765","1,125","9,470","575,265","410,780","26,660","72,695","59,635",900,"4,605","688,190","502,635","31,650","85,145","58,405","1,110","9,250","530,545","400,755","24,535","57,585","42,390",885,"4,395"
New Jersey's 6th,NJ-06,47.7,9.8,21.9,19.0,0.1,1.3,50.8,9.9,19.5,18.7,0.1,0.9,53.3,10.7,19.5,14.8,0.2,1.5,57.9,10.9,16.1,14.0,0.1,1.0,"736,045","351,280","72,465","161,560","139,830",995,"9,915","575,730","292,465","56,735","112,390","107,935",770,"5,435","639,370","341,040","68,500","124,650","94,735",960,"9,485","488,750","282,985","53,060","78,690","68,270",730,"5,015"
New Jersey's 7th,NJ-07,71.5,4.7,12.2,10.2,0.1,1.4,73.6,4.6,11.0,9.9,0.1,0.8,75.3,4.8,10.1,8.2,0.1,1.5,78.4,4.8,8.2,7.6,0.1,0.9,"739,895","528,930","34,580","90,145","75,490",445,"10,305","570,410","419,980","26,485","62,510","56,285",315,"4,835","686,645","517,370","32,850","69,270","56,635",435,"10,090","522,280","409,720","24,855","43,025","39,685",300,"4,695"
New Jersey's 8th,NJ-08,26.2,9.0,54.5,9.0,0.1,1.2,28.2,8.7,52.4,9.8,0.1,0.9,30.7,10.5,51.0,6.3,0.1,1.5,34.6,10.4,47.3,6.5,0.1,1.1,"760,950","199,090","68,335","414,870","68,390",775,"9,490","594,895","167,835","51,505","311,560","58,015",600,"5,380","574,560","176,155","60,135","292,935","35,955",715,"8,675","422,615","146,055","44,035","199,890","27,415",540,"4,685"
New Jersey's 9th,NJ-09,38.6,9.4,37.5,13.1,0.1,1.2,41.1,9.4,34.9,13.7,0.1,0.8,42.7,10.6,34.6,10.6,0.1,1.3,46.6,10.9,30.9,10.6,0.1,1.0,"751,755","290,520","70,755","282,060","98,835",780,"8,800","582,570","239,450","54,745","203,075","79,705",670,"4,930","632,525","270,200","67,150","219,160","66,905",755,"8,355","474,650","220,965","51,515","146,465","50,475",645,"4,585"
New Jersey's 10th,NJ-10,19.5,51.2,20.5,7.4,0.2,1.3,21.3,50.9,18.6,7.9,0.2,1.0,20.7,53.7,18.6,5.4,0.2,1.4,23.0,54.0,16.0,5.7,0.2,1.1,"749,830","146,255","383,875","153,840","55,160","1,285","9,415","575,210","122,750","293,020","107,010","45,690",990,"5,745","652,810","135,035","350,585","121,470","35,460","1,150","9,115","488,240","112,480","263,440","78,010","27,985",855,"5,470"
New Jersey's 11th,NJ-11,73.5,3.6,11.2,10.2,0.1,1.5,75.4,3.6,10.1,10.0,0.1,0.9,76.7,3.5,10.0,8.1,0.1,1.6,79.2,3.6,8.6,7.6,0.1,0.9,"735,775","540,910","26,155","82,290","74,810",375,"11,230","580,465","437,425","21,015","58,890","57,780",295,"5,060","690,425","529,750","24,085","69,065","56,075",375,"11,075","539,110","427,125","19,250","46,530","41,005",295,"4,905"
New Jersey's 12th,NJ-12,47.1,17.1,17.4,16.8,0.1,1.4,50.7,16.7,15.6,16.1,0.1,0.9,52.2,18.5,14.0,13.5,0.1,1.6,57.4,18.3,11.0,12.2,0.1,1.0,"748,550","352,935","127,720","130,410","125,675","1,005","10,810","582,545","295,185","97,040","90,895","93,545",640,"5,235","648,965","338,935","120,010","90,915","87,500",965,"10,645","493,010","282,930","90,055","54,270","60,030",600,"5,120"
New Mexico's 1st,NM-01,39.9,2.4,49.8,2.4,3.8,1.7,44.1,2.4,45.8,2.5,3.7,1.4,41.9,2.4,48.0,1.9,4.1,1.7,46.9,2.5,43.2,1.9,4.0,1.4,"695,520","277,375","16,585","346,660","16,530","26,715","11,660","543,655","239,740","13,315","249,110","13,560","20,345","7,590","652,845","273,705","15,565","313,310","12,400","26,700","11,160","504,125","236,460","12,580","217,800","9,795","20,330","7,165"
New Mexico's 2nd,NM-02,36.6,1.7,54.9,0.8,4.8,1.2,40.9,1.8,50.8,0.9,4.7,0.9,39.1,1.7,52.3,0.5,5.2,1.3,44.3,1.9,47.1,0.6,5.2,0.9,"700,175","256,440","12,125","384,240","5,455","33,520","8,400","525,530","214,780","9,705","267,085","4,590","24,830","4,535","646,860","252,665","11,160","338,050","3,285","33,520","8,180","476,940","211,430","8,910","224,740","2,635","24,830","4,400"
New Mexico's 3rd,NM-03,37.1,1.4,40.9,1.3,17.8,1.5,41.0,1.4,38.4,1.3,16.7,1.1,38.3,1.4,39.3,0.9,18.5,1.6,42.6,1.4,36.4,0.9,17.5,1.2,"696,740","258,495","10,000","284,855","8,980","123,775","10,630","529,090","217,075","7,410","203,325","7,140","88,180","5,955","669,605","256,140","9,580","263,200","6,340","123,770","10,565","504,425","214,800","7,135","183,640","4,755","88,175","5,915"
New York's 1st,NY-01,74.9,5.1,14.7,4.1,0.2,1.1,77.7,4.7,12.5,4.2,0.2,0.7,78.3,5.1,12.2,3.0,0.2,1.1,81.9,4.7,9.4,2.9,0.2,0.8,"717,385","537,390","36,480","105,125","29,205","1,470","7,715","567,180","440,680","26,670","70,810","23,570","1,250","4,195","676,385","529,690","34,650","82,680","20,330","1,455","7,580","528,705","433,210","24,995","49,825","15,365","1,235","4,065"
New York's 2nd,NY-02,62.4,9.6,23.5,3.2,0.1,1.2,65.3,9.4,21.0,3.2,0.1,0.9,66.6,9.6,19.4,2.9,0.1,1.3,70.7,9.4,16.0,2.8,0.1,1.0,"715,030","445,870","68,450","167,875","23,160",775,"8,900","557,350","364,145","52,330","117,160","17,935",600,"5,175","659,705","439,650","63,640","127,960","18,965",775,"8,705","506,315","358,050","47,755","80,885","14,035",600,"4,995"
New York's 3rd,NY-03,68.4,2.9,10.9,16.3,0.1,1.3,70.6,3.0,9.6,15.9,0.1,0.8,72.4,2.9,9.3,13.9,0.1,1.3,75.4,3.0,7.6,13.0,0.1,0.8,"727,480","497,895","21,320","79,275","118,500",790,"9,700","571,485","403,350","16,945","55,070","90,730",595,"4,800","675,565","489,265","19,850","62,700","93,915",765,"9,065","524,035","395,360","15,575","39,970","68,295",580,"4,265"
New York's 4th,NY-04,56.6,14.5,20.8,6.8,0.1,1.2,59.0,14.4,18.8,6.8,0.1,0.9,61.3,14.7,16.5,6.1,0.1,1.3,64.9,14.7,13.3,6.0,0.1,1.0,"722,625","409,255","104,460","150,030","48,925",980,"8,975","564,390","332,810","81,380","105,975","38,400",700,"5,125","657,040","402,525","96,455","108,405","40,045",945,"8,670","502,775","326,265","74,130","66,785","30,090",665,"4,850"
New York's 5th,NY-05,11.5,50.1,19.3,16.7,0.5,1.9,11.9,50.7,18.3,16.9,0.5,1.7,12.8,52.1,18.1,14.7,0.5,1.9,13.6,53.2,16.5,14.6,0.5,1.7,"772,340","88,660","387,100","149,270","129,325","3,590","14,390","601,110","71,715","304,900","109,830","101,560","2,760","10,350","661,515","84,475","344,705","119,520","97,390","3,130","12,300","499,845","67,845","265,910","82,390","72,900","2,325","8,480"
New York's 6th,NY-06,34.5,3.6,19.8,40.0,0.3,1.9,35.5,3.8,18.5,40.6,0.3,1.3,40.3,4.1,20.1,33.1,0.3,2.1,42.9,4.4,18.5,32.4,0.3,1.5,"732,435","252,400","26,205","144,960","293,265","1,985","13,625","593,050","210,585","22,240","109,980","240,795","1,520","7,935","578,330","232,990","23,740","116,020","191,495","1,985","12,105","447,820","192,240","19,895","82,675","144,915","1,520","6,575"
New York's 7th,NY-07,31.3,8.4,40.3,18.2,0.1,1.7,31.3,8.7,39.0,19.7,0.2,1.2,35.1,9.5,38.5,14.9,0.2,1.9,36.2,10.2,36.4,15.7,0.2,1.3,"734,210","229,535","61,495","295,650","133,960","1,080","12,495","564,370","176,670","48,850","220,050","111,045",875,"6,880","601,805","210,995","57,175","231,715","89,655",975,"11,285","439,895","159,085","44,875","160,150","69,120",785,"5,875"
New York's 8th,NY-08,24.1,50.4,18.0,5.5,0.1,1.7,26.4,49.8,16.6,5.7,0.1,1.5,24.8,51.5,17.3,4.6,0.1,1.7,27.4,51.1,15.5,4.5,0.1,1.4,"771,345","186,020","389,110","139,060","42,755",940,"13,455","604,410","159,425","301,040","100,125","34,215",820,"8,780","684,680","169,485","352,885","118,670","31,210",855,"11,565","524,680","143,900","267,915","81,305","23,555",735,"7,275"
New York's 9th,NY-09,32.4,46.8,11.4,7.2,0.1,2.0,32.3,47.7,10.9,7.3,0.1,1.6,34.7,46.2,10.7,6.2,0.1,2.0,35.2,47.1,9.9,6.1,0.1,1.5,"733,270","237,850","342,890","83,780","53,125",945,"14,680","570,485","184,535","272,255","62,390","41,690",705,"8,920","627,365","217,845","289,940","67,105","39,000",895,"12,585","474,025","166,725","223,450","46,965","29,080",660,"7,155"
New York's 10th,NY-10,62.7,3.4,12.8,18.9,0.1,2.0,62.4,3.8,12.6,19.6,0.1,1.6,67.2,3.7,11.6,15.3,0.2,2.1,67.8,4.1,11.0,15.4,0.1,1.6,"730,760","458,325","24,940","93,500","138,120","1,030","14,850","587,780","366,845","22,045","73,845","115,140",710,"9,195","620,875","417,095","22,680","72,215","95,085",995,"12,805","484,550","328,440","19,795","53,440","74,695",675,"7,515"
New York's 11th,NY-11,59.7,7.0,17.3,14.1,0.1,1.8,62.1,6.7,15.4,14.4,0.1,1.2,62.8,7.0,16.3,12.2,0.1,1.7,66.1,6.8,13.8,12.1,0.2,1.1,"730,635","436,220","50,790","126,195","103,155",980,"13,290","570,290","354,080","38,445","87,805","82,095",765,"7,095","653,390","410,170","45,730","106,240","79,435",965,"10,850","498,885","330,000","33,775","68,825","60,205",755,"5,320"
New York's 12th,NY-12,65.3,4.6,13.7,14.2,0.2,2.2,66.8,4.4,12.8,14.2,0.1,1.6,68.6,4.9,13.0,11.0,0.2,2.4,70.7,4.8,12.0,10.7,0.1,1.6,"719,070","469,285","32,725","98,210","101,785","1,130","15,930","634,210","423,945","28,075","81,450","90,025",755,"9,955","621,940","426,765","30,430","80,635","68,310","1,085","14,715","541,940","383,110","25,870","65,225","58,255",705,"8,775"
New York's 13th,NY-13,14.0,24.7,54.7,4.8,0.1,1.7,15.6,25.0,52.6,5.3,0.1,1.4,15.3,27.8,51.0,3.8,0.1,1.9,17.6,28.8,47.7,4.1,0.1,1.6,"774,530","108,340","191,065","423,735","37,475",995,"12,920","615,205","95,970","153,540","323,555","32,890",735,"8,520","629,760","96,360","175,315","321,240","23,800",890,"12,155","481,435","84,750","138,815","229,740","19,605",685,"7,850"
New York's 14th,NY-14,23.0,9.5,49.6,16.6,0.2,1.1,25.0,9.9,46.9,17.0,0.2,0.9,27.5,11.3,45.7,14.1,0.2,1.2,31.3,12.4,41.0,14.0,0.3,1.0,"705,680","162,545","66,720","349,790","117,475","1,230","7,925","561,815","140,295","55,595","263,650","95,785","1,210","5,275","532,535","146,215","60,335","243,385","74,875","1,155","6,570","398,535","124,670","49,495","163,285","55,910","1,135","4,040"
New York's 15th,NY-15,2.5,28.4,66.2,1.8,0.3,0.8,2.8,28.4,65.8,2.0,0.3,0.7,2.8,31.0,63.3,1.7,0.3,0.9,3.4,31.6,62.1,1.8,0.3,0.8,"744,645","18,740","211,725","492,905","13,465","2,005","5,805","536,845","15,230","152,330","353,440","10,535","1,410","3,890","591,915","16,680","183,525","374,920","9,770","1,965","5,055","398,955","13,375","126,120","247,645","7,225","1,370","3,215"
New York's 16th,NY-16,36.5,31.3,25.1,5.5,0.2,1.4,38.3,31.8,23.3,5.6,0.2,0.9,39.3,31.2,23.2,4.5,0.2,1.5,41.9,31.6,20.7,4.7,0.2,1.0,"741,585","270,905","232,165","186,145","40,420","1,535","10,420","578,430","221,275","183,785","134,615","32,250","1,205","5,300","651,770","256,315","203,065","151,510","29,635","1,485","9,765","496,410","208,105","156,670","102,590","23,160","1,150","4,735"
New York's 17th,NY-17,60.2,10.0,22.2,5.9,0.1,1.6,61.3,10.4,20.6,6.5,0.1,1.0,65.7,10.0,17.6,4.9,0.1,1.7,68.3,10.5,14.6,5.3,0.1,1.1,"738,480","444,675","73,585","163,625","43,795",905,"11,900","557,480","341,760","58,085","115,060","36,130",705,"5,745","658,130","432,160","65,555","115,810","32,335",785,"11,480","483,325","330,080","50,965","70,520","25,785",585,"5,385"
New York's 18th,NY-18,69.0,9.1,16.7,3.1,0.2,2.0,71.3,9.1,14.9,3.2,0.2,1.2,71.3,9.0,14.9,2.5,0.2,2.0,74.3,9.1,12.6,2.5,0.2,1.3,"721,630","497,840","65,320","120,610","22,215","1,485","14,160","553,960","395,160","50,450","82,725","17,595","1,145","6,880","687,905","490,530","62,050","102,595","17,325","1,435","13,960","522,240","388,150","47,510","65,730","13,075","1,095","6,680"
New York's 19th,NY-19,84.6,4.1,7.5,1.7,0.1,1.9,86.3,4.2,6.4,1.7,0.1,1.3,86.2,3.9,6.5,1.3,0.1,1.9,88.2,3.9,5.2,1.2,0.1,1.3,"700,995","593,140","29,020","52,650","11,995",790,"13,395","570,120","491,960","23,780","36,705","9,555",685,"7,435","681,445","587,530","26,730","44,270","8,890",790,"13,240","551,700","486,565","21,650","28,900","6,590",685,"7,315"
New York's 20th,NY-20,76.7,8.8,6.4,5.2,0.2,2.8,79.6,8.3,5.3,4.9,0.2,1.7,78.8,8.8,6.1,3.3,0.1,2.8,82.1,8.2,4.9,2.9,0.2,1.6,"725,925","556,660","64,195","46,180","37,420","1,130","20,340","581,855","463,315","48,335","30,730","28,645","1,010","9,820","698,115","550,405","61,335","42,355","23,340","1,015","19,670","557,280","457,670","45,940","27,200","16,380",900,"9,190"
New York's 21st,NY-21,90.2,3.0,3.4,1.1,0.8,1.4,90.8,3.2,3.1,1.1,0.8,1.0,90.9,2.9,3.2,0.8,0.8,1.4,91.6,3.1,2.8,0.7,0.8,1.0,"706,790","637,580","21,165","24,210","7,690","5,980","10,170","561,965","510,010","18,090","17,610","6,035","4,585","5,640","695,720","632,435","20,115","22,005","5,325","5,835","10,005","551,735","505,215","17,145","15,495","3,850","4,520","5,505"
New York's 22nd,NY-22,87.6,3.9,3.8,2.8,0.2,1.8,89.3,3.5,3.1,2.7,0.2,1.1,88.9,3.7,3.6,1.8,0.2,1.8,90.8,3.4,2.9,1.6,0.2,1.1,"699,565","612,470","27,065","26,250","19,450","1,620","12,705","556,045","496,725","19,700","17,185","14,890","1,375","6,165","683,800","607,685","25,475","24,790","12,020","1,585","12,235","542,325","492,280","18,395","15,835","8,585","1,335","5,885"
New York's 23rd,NY-23,88.5,2.7,3.9,2.4,0.5,1.9,89.6,2.8,3.3,2.6,0.5,1.2,89.8,2.7,3.7,1.4,0.5,1.9,91.2,2.7,3.1,1.3,0.5,1.2,"699,965","619,285","19,015","27,450","16,990","3,710","13,515","558,030","500,100","15,410","18,620","14,305","2,680","6,920","684,435","614,575","18,275","25,340","9,430","3,680","13,135","543,450","495,765","14,725","16,705","6,995","2,655","6,605"
New York's 24th,NY-24,82.0,8.1,4.4,2.7,0.4,2.4,84.6,7.4,3.6,2.6,0.4,1.4,83.5,7.9,4.1,1.7,0.4,2.4,86.3,7.2,3.3,1.5,0.4,1.4,"707,425","579,995","57,580","30,980","18,995","2,670","17,205","556,655","470,945","41,080","20,085","14,395","2,260","7,890","688,610","575,110","54,710","28,260","11,365","2,595","16,575","540,730","466,525","39,030","17,580","7,900","2,195","7,500"
New York's 25th,NY-25,70.2,15.0,8.7,3.7,0.2,2.2,73.9,13.7,7.2,3.7,0.2,1.4,71.8,15.0,8.5,2.3,0.2,2.2,75.8,13.6,6.9,2.2,0.2,1.4,"717,360","503,320","107,695","62,720","26,610","1,235","15,790","566,020","418,180","77,325","41,010","20,815","1,045","7,645","689,640","494,890","103,585","58,545","15,955","1,225","15,440","541,685","410,440","73,930","37,215","11,660","1,035","7,405"
New York's 26th,NY-26,69.0,17.7,6.5,4.2,0.4,2.3,72.8,16.4,5.2,3.9,0.4,1.4,70.8,17.8,6.5,2.3,0.4,2.3,74.7,16.5,5.2,2.0,0.4,1.3,"711,500","490,855","126,115","46,140","29,730","2,600","16,055","565,375","411,445","92,650","29,645","21,890","2,040","7,715","681,895","482,575","121,385","44,115","15,925","2,550","15,345","541,250","404,205","89,195","27,905","10,775","1,990","7,180"
New York's 27th,NY-27,91.9,2.4,2.7,1.1,0.7,1.3,92.8,2.5,2.3,1.0,0.7,0.8,92.5,2.3,2.4,0.8,0.7,1.3,93.5,2.4,1.9,0.8,0.7,0.7,"715,790","657,650","17,310","19,270","7,605","4,840","9,125","570,910","529,715","14,250","13,005","5,835","3,805","4,300","706,360","653,260","16,575","16,965","5,830","4,755","8,975","562,160","525,570","13,595","10,800","4,285","3,720","4,195"
North Carolina's 1st,NC-01,42.3,44.0,8.8,2.1,0.7,2.1,45.5,43.4,6.7,2.3,0.7,1.4,44.1,46.0,5.7,1.3,0.7,2.1,47.7,45.7,3.0,1.3,0.7,1.4,"753,590","318,965","331,595","66,400","15,945","5,230","15,455","592,440","269,555","257,035","39,975","13,530","4,115","8,235","714,960","315,150","328,985","41,090","9,315","5,215","15,205","557,210","266,060","254,670","16,850","7,515","4,100","8,020"
North Carolina's 2nd,NC-02,66.6,19.0,9.7,1.9,0.4,2.4,68.9,19.4,7.9,1.9,0.4,1.5,68.6,19.6,7.4,1.6,0.4,2.5,71.6,20.2,4.7,1.5,0.4,1.6,"822,250","547,250","156,240","80,160","15,645","3,040","19,920","606,980","418,305","117,860","47,655","11,685","2,450","9,025","788,310","540,760","154,205","58,230","12,280","3,005","19,835","575,760","412,485","116,090","27,035","8,780","2,420","8,955"
North Carolina's 3rd,NC-03,67.5,20.0,7.8,1.6,0.3,2.8,70.1,19.9,6.5,1.6,0.3,1.7,68.7,20.3,6.5,1.2,0.3,2.9,71.6,20.3,4.9,1.2,0.4,1.7,"754,825","509,750","150,750","58,740","11,855","2,525","21,195","589,185","412,865","116,975","38,065","9,240","2,060","9,985","738,525","507,725","150,190","48,260","8,700","2,525","21,125","574,030","410,890","116,475","28,040","6,650","2,060","9,915"
North Carolina's 4th,NC-04,56.1,22.1,10.3,8.7,0.4,2.4,59.6,21.5,8.4,8.5,0.3,1.7,60.2,23.6,7.1,6.1,0.4,2.5,64.7,23.3,4.3,5.5,0.4,1.8,"840,170","471,370","185,520","86,955","73,390","2,970","19,960","655,030","390,220","141,120","55,080","55,560","2,175","10,875","763,765","460,010","180,270","54,225","46,935","2,970","19,345","586,765","379,755","136,920","25,455","32,105","2,175","10,360"
North Carolina's 5th,NC-05,72.7,14.5,9.5,1.6,0.3,1.3,76.2,14.1,7.0,1.6,0.4,0.8,75.5,15.0,6.7,1.1,0.3,1.4,79.6,14.6,3.6,1.0,0.4,0.9,"752,440","547,350","109,215","71,580","11,970","2,460","9,870","592,225","451,070","83,225","41,530","9,260","2,125","5,020","721,090","544,650","108,085","48,370","7,780","2,460","9,750","563,565","448,475","82,205","20,165","5,695","2,125","4,910"
North Carolina's 6th,NC-06,66.0,20.2,9.9,1.8,0.3,1.8,69.4,19.9,7.5,1.7,0.3,1.1,68.7,20.9,6.8,1.3,0.3,1.9,73.0,20.8,3.6,1.2,0.3,1.2,"762,670","503,270","154,245","75,575","13,515","2,310","13,750","590,050","409,620","117,495","44,515","9,850","1,855","6,710","727,560","500,150","152,330","49,435","9,705","2,310","13,630","557,590","406,870","115,855","19,970","6,450","1,855","6,590"
North Carolina's 7th,NC-07,68.0,19.0,9.4,0.9,0.7,2.0,71.3,18.7,7.1,0.9,0.7,1.3,70.5,19.7,6.3,0.7,0.8,2.0,74.5,19.5,3.3,0.7,0.8,1.3,"787,035","535,145","149,270","74,100","7,035","5,780","15,715","620,930","442,865","116,110","43,860","5,650","4,615","7,825","754,265","531,860","148,480","47,740","5,110","5,755","15,320","590,445","439,765","115,400","19,190","3,965","4,590","7,535"
North Carolina's 8th,NC-08,60.8,22.7,10.2,2.5,1.1,2.7,64.0,22.4,8.2,2.6,1.0,1.8,62.6,23.3,8.3,1.8,1.1,2.8,66.3,23.1,5.8,1.8,1.1,1.8,"779,035","473,825","176,745","79,315","19,385","8,400","21,360","590,190","377,700","132,035","48,600","15,140","6,175","10,540","751,670","470,775","175,140","62,495","13,660","8,400","21,205","565,030","374,770","130,620","32,950","10,135","6,175","10,385"
North Carolina's 9th,NC-09,60.4,18.8,8.0,2.8,7.8,2.1,62.9,18.8,6.5,2.8,7.8,1.3,62.1,19.5,6.0,2.0,8.2,2.2,65.2,19.6,3.8,1.9,8.2,1.3,"779,185","470,435","146,870","62,625","21,830","61,020","16,410","583,220","366,690","109,575","37,630","16,230","45,495","7,595","746,835","464,005","145,495","44,965","15,115","61,020","16,230","553,975","361,010","108,360","21,120","10,520","45,495","7,475"
North Carolina's 10th,NC-10,77.8,12.0,6.4,1.7,0.3,1.8,80.6,11.6,5.0,1.5,0.3,1.0,79.6,12.3,4.6,1.4,0.3,1.8,82.8,11.9,2.8,1.2,0.4,1.0,"753,325","585,860","90,645","48,115","12,920","2,410","13,380","592,795","477,580","68,485","29,665","9,150","2,020","5,895","732,260","582,740","90,060","33,420","10,335","2,405","13,295","573,690","474,840","68,015","16,145","6,860","2,015","5,810"
North Carolina's 11th,NC-11,86.4,3.1,6.2,1.2,1.5,1.6,88.7,3.1,4.6,1.1,1.4,1.0,88.4,3.2,4.3,1.0,1.5,1.6,91.1,3.2,2.4,0.9,1.4,1.0,"752,315","650,090","23,545","46,655","9,230","11,010","11,790","607,230","538,850","18,930","28,100","6,980","8,315","6,060","731,835","646,870","23,440","31,505","7,285","11,010","11,725","588,025","535,805","18,825","13,905","5,165","8,315","6,010"
North Carolina's 12th,NC-12,39.9,36.8,14.8,5.8,0.2,2.5,43.5,36.1,12.3,5.9,0.2,1.9,43.6,39.8,10.0,3.7,0.3,2.7,48.5,39.8,6.0,3.4,0.3,2.1,"847,255","338,090","311,660","125,195","49,380","1,955","20,975","642,410","279,610","232,195","79,135","37,680","1,575","12,220","757,430","330,320","301,825","75,410","27,770","1,915","20,190","561,865","272,570","223,575","33,665","18,925","1,550","11,580"
North Carolina's 13th,NC-13,64.5,21.9,7.8,3.5,0.3,1.9,67.5,21.5,6.1,3.4,0.4,1.2,67.2,22.7,5.4,2.3,0.4,2.0,70.9,22.4,3.1,2.0,0.4,1.2,"771,530","497,530","169,235","60,530","26,870","2,685","14,675","600,320","405,115","128,890","36,785","20,140","2,265","7,130","732,765","492,725","166,210","39,705","17,095","2,680","14,350","565,225","400,755","126,370","17,450","11,480","2,260","6,915"
